name,popdens
"Emmet County, Iowa",26.02282
"Fayette County, Iowa",28.571
"Floyd County, Iowa",32.56483
"Franklin County, Iowa",18.35139
"Fremont County, Iowa",14.55736
"Greene County, Iowa",16.39121
"Grundy County, Iowa",24.8138
"Guthrie County, Iowa",18.54661
"Hamilton County, Iowa",27.17465
"Hancock County, Iowa",19.86149
"Hardin County, Iowa",30.79884
"Harrison County, Iowa",21.42218
"Henry County, Iowa",46.382
"Howard County, Iowa",20.21351
"Humboldt County, Iowa",22.59686
"Ida County, Iowa",16.42845
"Iowa County, Iowa",27.88782
"Jackson County, Iowa",31.20564
"Jasper County, Iowa",50.43947
"Jefferson County, Iowa",38.67423
"Johnson County, Iowa",213.1491
"Jones County, Iowa",35.85346
"Keokuk County, Iowa",18.1481
"Kossuth County, Iowa",15.97891
"Lee County, Iowa",69.29609
"Linn County, Iowa",294.6463
"Louisa County, Iowa",28.34235
"Lucas County, Iowa",20.66451
"Lyon County, Iowa",19.7073
"Madison County, Iowa",27.948
"Mahaska County, Iowa",39.20557
"Marion County, Iowa",60.06661
"Marshall County, Iowa",71.00075
"Mills County, Iowa",34.42553
"Mitchell County, Iowa",22.97003
"Monona County, Iowa",13.31706
"Monroe County, Iowa",18.37612
"Montgomery County, Iowa",25.32441
"Muscatine County, Iowa",97.70969
"O'Brien County, Iowa",25.12586
"Osceola County, Iowa",16.20831
"Page County, Iowa",29.78265
"Palo Alto County, Iowa",16.70852
"Plymouth County, Iowa",28.95609
"Pocahontas County, Iowa",12.66369
"Polk County, Iowa",750.5123
"Pottawattamie County, Iowa",98.03215
"Poweshiek County, Iowa",32.33536
"Ringgold County, Iowa",9.581732
"Sac County, Iowa",17.99964
"Scott County, Iowa",360.6812
"Shelby County, Iowa",20.59484
"Sioux County, Iowa",43.86647
"Story County, Iowa",156.3183
"Tama County, Iowa",24.64177
"Taylor County, Iowa",11.87626
"Union County, Iowa",29.58609
"Van Buren County, Iowa",15.61504
"Wapello County, Iowa",82.4971
"Warren County, Iowa",81.12112
"Washington County, Iowa",38.15516
"Wayne County, Iowa",12.18606
"Webster County, Iowa",53.11908
"Winnebago County, Iowa",27.13183
"Winneshiek County, Iowa",30.52178
"Woodbury County, Iowa",117.0578
"Worth County, Iowa",18.98914
"Wright County, Iowa",22.79203
"Allen County, Kansas",26.7258
"Anderson County, Kansas",13.9775
"Atchison County, Kansas",39.25118
"Barber County, Kansas",4.28632
"Barton County, Kansas",30.90686
"Bourbon County, Kansas",23.87679
"Brown County, Kansas",17.48903
"Butler County, Kansas",46.07433
"Chase County, Kansas",3.609033
"Chautauqua County, Kansas",5.742857
"Cherokee County, Kansas",36.76682
"Cheyenne County, Kansas",2.672844
"Clark County, Kansas",2.272652
"Clay County, Kansas",13.22638
"Cloud County, Kansas",13.3265
"Coffey County, Kansas",13.71887
"Comanche County, Kansas",2.39884
"Cowley County, Kansas",32.25493
"Crawford County, Kansas",66.35622
"Decatur County, Kansas",3.313869
"Dickinson County, Kansas",23.32033
"Doniphan County, Kansas",20.19546
"Douglas County, Kansas",243.1084
"Edwards County, Kansas",4.883471
"Elk County, Kansas",4.473316
"Ellis County, Kansas",31.61641
"Ellsworth County, Kansas",9.075964
"Finney County, Kansas",28.24649
"Ford County, Kansas",30.81936
"Franklin County, Kansas",45.45998
"Geary County, Kansas",89.34053
"Gove County, Kansas",2.514779
"Graham County, Kansas",2.890302
"Grant County, Kansas",13.62039
"Gray County, Kansas",6.912447
"Greeley County, Kansas",1.601901
"Greenwood County, Kansas",5.850609
"Hamilton County, Kansas",2.699427
"Harper County, Kansas",7.530557
"Harvey County, Kansas",64.25887
"Haskell County, Kansas",7.369426
"Hodgeman County, Kansas",2.227927
"Jackson County, Kansas",20.51455
"Jefferson County, Kansas",35.9124
"Jewell County, Kansas",3.382132
"Johnson County, Kansas",1149.574
"Kearny County, Kansas",4.56841
"Kingman County, Kansas",9.101621
"Kiowa County, Kansas",3.532884
"Labette County, Kansas",33.48393
"Lane County, Kansas",2.439177
"Leavenworth County, Kansas",164.6972
"Lincoln County, Kansas",4.505169
"Linn County, Kansas",16.25429
"Logan County, Kansas",2.568513
"Lyon County, Kansas",39.75343
"McPherson County, Kansas",32.4845
"Marion County, Kansas",13.40689
"Marshall County, Kansas",11.23882
"Meade County, Kansas",4.677495
"Miami County, Kansas",56.95538
"Mitchell County, Kansas",9.081038
"Montgomery County, Kansas",55.11964
"Morris County, Kansas",8.518884
"Morton County, Kansas",4.430403
"Nemaha County, Kansas",14.18682
"Neosho County, Kansas",28.89379
"Ness County, Kansas",2.890904
"Norton County, Kansas",6.458011
"Osage County, Kansas",23.09649
"Osborne County, Kansas",4.322671
"Ottawa County, Kansas",8.45112
"Pawnee County, Kansas",9.244787
"Phillips County, Kansas",6.368832
"Pottawatomie County, Kansas",25.68781
"Pratt County, Kansas",13.13661
"Rawlins County, Kansas",2.35549
"Reno County, Kansas",51.389
"Republic County, Kansas",6.942017
"Rice County, Kansas",13.8839
"Riley County, Kansas",116.6257
"Rooks County, Kansas",5.817863
"Rush County, Kansas",4.60737
"Russell County, Kansas",7.864509
"Saline County, Kansas",77.20645
"Scott County, Kansas",6.879021
"Sedgwick County, Kansas",499.608
"Seward County, Kansas",35.89068
"Shawnee County, Kansas",327.0747
"Sheridan County, Kansas",2.852815
"Sherman County, Kansas",5.69093
"Smith County, Kansas",4.302793
"Stafford County, Kansas",5.601947
"Stanton County, Kansas",3.285097
"Stevens County, Kansas",7.870285
"Sumner County, Kansas",20.41727
"Thomas County, Kansas",7.350981
"Trego County, Kansas",3.37389
"Wabaunsee County, Kansas",8.879498
"Wallace County, Kansas",1.625345
"Washington County, Kansas",6.4811
"Wichita County, Kansas",3.108962
"Wilson County, Kansas",16.49491
"Woodson County, Kansas",6.646984
"Wyandotte County, Kansas",1038.951
"Adair County, Kentucky",46.03206
"Allen County, Kentucky",57.95476
"Anderson County, Kentucky",106.1328
"Ballard County, Kentucky",33.44294
"Barren County, Kentucky",86.50149
"Bath County, Kentucky",41.57581
"Bell County, Kentucky",79.91913
"Boone County, Kentucky",482.2674
"Bourbon County, Kentucky",68.98055
"Boyd County, Kentucky",309.9006
"Boyle County, Kentucky",157.8076
"Bracken County, Kentucky",41.28159
"Breathitt County, Kentucky",28.18364
"Breckinridge County, Kentucky",35.36668
"Bullitt County, Kentucky",250.2122
"Butler County, Kentucky",29.78259
"Caldwell County, Kentucky",37.65759
"Calloway County, Kentucky",96.59463
"Campbell County, Kentucky",597.0328
"Carlisle County, Kentucky",26.94339
"Carroll County, Kentucky",84.08706
"Carter County, Kentucky",67.69299
"Casey County, Kentucky",35.91609
"Christian County, Kentucky",103.0727
"Clark County, Kentucky",141.062
"Clay County, Kentucky",46.3082
"Clinton County, Kentucky",52.07716
"Crittenden County, Kentucky",25.87846
"Cumberland County, Kentucky",22.46531
"Daviess County, Kentucky",210.8799
"Edmonson County, Kentucky",40.15077
"Elliott County, Kentucky",33.51041
"Estill County, Kentucky",57.97425
"Fayette County, Kentucky",1042.847
"Fleming County, Kentucky",41.16575
"Floyd County, Kentucky",100.2962
"Franklin County, Kentucky",237.2361
"Fulton County, Kentucky",33.1527
"Gallatin County, Kentucky",84.84299
"Garrard County, Kentucky",73.50573
"Grant County, Kentucky",95.60229
"Graves County, Kentucky",67.27955
"Grayson County, Kentucky",51.83431
"Green County, Kentucky",39.35892
"Greenup County, Kentucky",107.1729
"Hancock County, Kentucky",45.6429
"Hardin County, Kentucky",169.3354
"Harlan County, Kentucky",62.85159
"Harrison County, Kentucky",61.51503
"Hart County, Kentucky",44.16312
"Henderson County, Kentucky",105.9154
"Henry County, Kentucky",53.85022
"Hickman County, Kentucky",20.23326
"Hopkins County, Kentucky",86.56905
"Jackson County, Kentucky",39.09032
"Jefferson County, Kentucky",1948.118
"Jessamine County, Kentucky",282.2871
"Johnson County, Kentucky",89.16095
"Kenton County, Kentucky",996.6941
"Knott County, Kentucky",46.50117
"Knox County, Kentucky",82.5349
"Larue County, Kentucky",54.27135
"Laurel County, Kentucky",135.6115
"Lawrence County, Kentucky",38.16213
"Lee County, Kentucky",37.76264
"Leslie County, Kentucky",28.21546
"Letcher County, Kentucky",72.55992
"Lewis County, Kentucky",28.72609
"Lincoln County, Kentucky",74.05686
"Livingston County, Kentucky",30.39978
"Logan County, Kentucky",48.60256
"Lyon County, Kentucky",38.87951
"McCracken County, Kentucky",263.5847
"McCreary County, Kentucky",42.89098
"McLean County, Kentucky",37.75038
"Madison County, Kentucky",189.6121
"Magoffin County, Kentucky",43.22668
"Marion County, Kentucky",57.78287
"Marshall County, Kentucky",104.3908
"Martin County, Kentucky",56.3098
"Mason County, Kentucky",72.8363
"Meade County, Kentucky",93.64706
"Menifee County, Kentucky",30.9748
"Mercer County, Kentucky",85.73649
"Metcalfe County, Kentucky",34.86676
"Monroe County, Kentucky",33.28441
"Montgomery County, Kentucky",134.2634
"Morgan County, Kentucky",36.53116
"Muhlenberg County, Kentucky",67.43829
"Nelson County, Kentucky",104.0377
"Nicholas County, Kentucky",36.55775
"Ohio County, Kentucky",40.59775
"Oldham County, Kentucky",322.1691
"Owen County, Kentucky",30.87701
"Owsley County, Kentucky",24.08726
"Pendleton County, Kentucky",53.67715
"Perry County, Kentucky",84.52917
"Pike County, Kentucky",82.64017
"Powell County, Kentucky",70.47177
"Pulaski County, Kentucky",95.78107
"Robertson County, Kentucky",22.84035
"Rockcastle County, Kentucky",53.8818
"Rowan County, Kentucky",83.3931
"Russell County, Kentucky",69.24698
"Scott County, Kentucky",167.4191
"Shelby County, Kentucky",110.8271
"Simpson County, Kentucky",73.98252
"Spencer County, Kentucky",91.39297
"Taylor County, Kentucky",92.03717
"Todd County, Kentucky",33.27137
"Trigg County, Kentucky",32.48281
"Trimble County, Kentucky",58.0885
"Union County, Kentucky",43.77148
"Warren County, Kentucky",210.1033
"Washington County, Kentucky",39.41584
"Wayne County, Kentucky",45.42634
"Webster County, Kentucky",41.03415
"Whitley County, Kentucky",81.39465
"Wolfe County, Kentucky",33.10518
"Woodford County, Kentucky",132.1033
"Acadia Parish, Louisiana",94.29278
"Allen Parish, Louisiana",33.81781
"Ascension Parish, Louisiana",369.7314
"Assumption Parish, Louisiana",69.15821
"Avoyelles Parish, Louisiana",50.54214
"Beauregard Parish, Louisiana",30.8068
"Bienville Parish, Louisiana",17.69205
"Bossier Parish, Louisiana",139.2513
"Caddo Parish, Louisiana",290.2194
"Calcasieu Parish, Louisiana",181.231
"Caldwell Parish, Louisiana",19.13775
"Cameron Parish, Louisiana",5.322647
"Catahoula Parish, Louisiana",14.69853
"Claiborne Parish, Louisiana",22.77851
"Concordia Parish, Louisiana",29.87718
"De Soto Parish, Louisiana",30.44386
"East Baton Rouge Parish, Louisiana",966.6152
"East Carroll Parish, Louisiana",18.44288
"East Feliciana Parish, Louisiana",44.69909
"Evangeline Parish, Louisiana",51.30607
"Franklin Parish, Louisiana",33.24928
"Grant Parish, Louisiana",34.69379
"Iberia Parish, Louisiana",127.5712
"Iberville Parish, Louisiana",53.96952
"Jackson Parish, Louisiana",28.59184
"Jefferson Parish, Louisiana",1463.145
"Jefferson Davis Parish, Louisiana",48.50705
"Lafayette Parish, Louisiana",824.5697
"Lafourche Parish, Louisiana",90.1673
"La Salle Parish, Louisiana",23.83606
"Lincoln Parish, Louisiana",99.06898
"Livingston Parish, Louisiana",197.5196
"Madison Parish, Louisiana",19.36625
"Morehouse Parish, Louisiana",35.19662
"Natchitoches Parish, Louisiana",31.59593
"Orleans Parish, Louisiana",2029.412
"Ouachita Parish, Louisiana",251.8323
"Plaquemines Parish, Louisiana",29.54438
"Pointe Coupee Parish, Louisiana",40.91174
"Rapides Parish, Louisiana",99.86098
"Red River Parish, Louisiana",23.36477
"Richland Parish, Louisiana",37.07228
"Sabine Parish, Louisiana",27.9614
"St. Bernard Parish, Louisiana",95.08713
"St. Charles Parish, Louisiana",189.1196
"St. Helena Parish, Louisiana",27.43125
"St. James Parish, Louisiana",91.50567
"St. John the Baptist Parish, Louisiana",215.5336
"St. Landry Parish, Louisiana",90.2542
"St. Martin Parish, Louisiana",70.71127
"St. Mary Parish, Louisiana",98.4013
"St. Tammany Parish, Louisiana",276.4352
"Tangipahoa Parish, Louisiana",153.0404
"Tensas Parish, Louisiana",8.712898
"Terrebonne Parish, Louisiana",90.8091
"Union Parish, Louisiana",25.90798
"Vermilion Parish, Louisiana",49.43661
"Vernon Parish, Louisiana",39.4108
"Washington Parish, Louisiana",70.44997
"Webster Parish, Louisiana",69.48557
"West Baton Rouge Parish, Louisiana",123.6419
"West Carroll Parish, Louisiana",32.26507
"West Feliciana Parish, Louisiana",38.75117
"Winn Parish, Louisiana",16.11748
"Androscoggin County, Maine",230.1682
"Aroostook County, Maine",10.77296
"Cumberland County, Maine",337.2369
"Franklin County, Maine",18.135
"Hancock County, Maine",34.29216
"Kennebec County, Maine",140.8042
"Knox County, Maine",108.826
"Lincoln County, Maine",75.59373
"Oxford County, Maine",27.84663
"Penobscot County, Maine",45.30663
"Piscataquis County, Maine",4.427073
"Sagadahoc County, Maine",139.1159
"Somerset County, Maine",13.30852
"Waldo County, Maine",53.13745
"Washington County, Maine",12.82105
"York County, Maine",198.9789
"Allegany County, Maryland",177.0261
"Anne Arundel County, Maryland",1295.863
"Baltimore County, Maryland",1345.523
"Calvert County, Maryland",416.3086
"Caroline County, Maryland",103.5191
"Carroll County, Maryland",373.4048
"Cecil County, Maryland",291.9893
"Charles County, Maryland",320.1559
"Dorchester County, Maryland",60.31823
"Frederick County, Maryland",353.4952
"Garrett County, Maryland",46.51037
"Harford County, Maryland",560.1284
"Howard County, Maryland",1144.946
"Kent County, Maryland",72.90537
"Montgomery County, Maryland",1978.154
"Prince George's County, Maryland",1788.764
"Queen Anne's County, Maryland",128.5212
"St. Mary's County, Maryland",294.3922
"Somerset County, Maryland",82.79034
"Talbot County, Maryland",140.695
"Washington County, Maryland",322.0544
"Wicomico County, Maryland",263.6793
"Worcester County, Maryland",109.8786
"Baltimore city, Maryland",7671.516
"Barnstable County, Massachusetts",548.3243
"Berkshire County, Massachusetts",141.5791
"Bristol County, Massachusetts",991.3024
"Dukes County, Massachusetts",160.1527
"Essex County, Massachusetts",1508.76
"Franklin County, Massachusetts",102.0592
"Hampden County, Massachusetts",751.0286
"Hampshire County, Massachusetts",299.8167
"Middlesex County, Massachusetts",1837.924
"Nantucket County, Massachusetts",226.1959
"Norfolk County, Massachusetts",1693.615
"Plymouth County, Massachusetts",750.9296
"Suffolk County, Massachusetts",12415.65
"Worcester County, Massachusetts",528.5728
"Alcona County, Michigan",16.22033
"Alger County, Michigan",10.4921
"Allegan County, Michigan",135.0022
"Alpena County, Michigan",51.75742
"Antrim County, Michigan",49.56879
"Arenac County, Michigan",43.77584
"Baraga County, Michigan",9.863547
"Barry County, Michigan",106.9859
"Bay County, Michigan",243.6591
"Benzie County, Michigan",54.81641
"Berrien County, Michigan",276.2023
"Branch County, Michigan",89.35782
"Calhoun County, Michigan",192.7777
"Cass County, Michigan",106.707
"Charlevoix County, Michigan",62.3266
"Cheboygan County, Michigan",36.56272
"Chippewa County, Michigan",24.71734
"Clare County, Michigan",54.80269
"Clinton County, Michigan",133.0877
"Crawford County, Michigan",25.30021
"Delta County, Michigan",31.65326
"Dickinson County, Michigan",34.36825
"Eaton County, Michigan",187.3501
"Emmet County, Michigan",69.9346
"Genesee County, Michigan",668.4539
"Gladwin County, Michigan",51.20183
"Gogebic County, Michigan",14.90858
"Grand Traverse County, Michigan",187.3362
"Gratiot County, Michigan",74.7207
"Hillsdale County, Michigan",78.05616
"Houghton County, Michigan",36.29772
"Huron County, Michigan",39.62875
"Ingham County, Michigan",505.0979
"Ionia County, Michigan",111.8581
"Iosco County, Michigan",47.14472
"Iron County, Michigan",10.13335
"Isabella County, Michigan",122.7761
"Jackson County, Michigan",228.3822
"Kalamazoo County, Michigan",445.6996
"Kalkaska County, Michigan",30.63775
"Kent County, Michigan",711.522
"Keweenaw County, Michigan",3.991766
"Lake County, Michigan",20.3377
"Lapeer County, Michigan",137.3517
"Leelanau County, Michigan",62.52827
"Lenawee County, Michigan",133.2685
"Livingston County, Michigan",320.1517
"Luce County, Michigan",7.37533
"Mackinac County, Michigan",10.87837
"Macomb County, Michigan",1754.876
"Manistee County, Michigan",45.62029
"Marquette County, Michigan",37.09188
"Mason County, Michigan",57.98136
"Mecosta County, Michigan",77.10367
"Menominee County, Michigan",23.01454
"Midland County, Michigan",161.9924
"Missaukee County, Michigan",26.29416
"Monroe County, Michigan",276.7066
"Montcalm County, Michigan",89.79594
"Montmorency County, Michigan",17.86291
"Muskegon County, Michigan",344.8962
"Newaygo County, Michigan",59.59145
"Oakland County, Michigan",1385.747
"Oceana County, Michigan",51.88733
"Ogemaw County, Michigan",38.5084
"Ontonagon County, Michigan",5.170738
"Osceola County, Michigan",41.54018
"Oscoda County, Michigan",15.27227
"Otsego County, Michigan",46.92299
"Ottawa County, Michigan",468.1744
"Presque Isle County, Michigan",20.30608
"Roscommon County, Michigan",47.05028
"Saginaw County, Michigan",250.1757
"St. Clair County, Michigan",226.0769
"St. Joseph County, Michigan",122.4453
"Sanilac County, Michigan",44.79068
"Schoolcraft County, Michigan",7.243726
"Shiawassee County, Michigan",133.1304
"Tuscola County, Michigan",69.39006
"Van Buren County, Michigan",125.5329
"Washtenaw County, Michigan",488.3964
"Wayne County, Michigan",2974.421
"Wexford County, Michigan",57.93787
"Aitkin County, Minnesota",8.894073
"Anoka County, Minnesota",782.1192
"Becker County, Minnesota",24.71406
"Beltrami County, Minnesota",17.74174
"Benton County, Minnesota",94.17321
"Big Stone County, Minnesota",10.55865
"Blue Earth County, Minnesota",85.59676
"Brown County, Minnesota",42.37182
"Carlton County, Minnesota",41.08052
"Carver County, Minnesota",256.9448
"Cass County, Minnesota",14.13129
"Chippewa County, Minnesota",21.4086
"Chisago County, Minnesota",129.8915
"Clay County, Minnesota",56.4386
"Clearwater County, Minnesota",8.704227
"Cook County, Minnesota",3.564058
"Cottonwood County, Minnesota",18.30068
"Crow Wing County, Minnesota",62.55664
"Dakota County, Minnesota",708.9559
"Dodge County, Minnesota",45.7275
"Douglas County, Minnesota",56.50247
"Faribault County, Minnesota",20.42595
"Fillmore County, Minnesota",24.22617
"Freeborn County, Minnesota",44.2025
"Goodhue County, Minnesota",61.02101
"Grant County, Minnesota",10.97854
"Hennepin County, Minnesota",2081.727
"Houston County, Minnesota",34.46556
"Hubbard County, Minnesota",22.06823
"Isanti County, Minnesota",86.77494
"Itasca County, Minnesota",16.89007
"Jackson County, Minnesota",14.60351
"Kanabec County, Minnesota",31.13386
"Kandiyohi County, Minnesota",53.01182
"Kittson County, Minnesota",4.142685
"Koochiching County, Minnesota",4.288241
"Lac qui Parle County, Minnesota",9.488631
"Lake County, Minnesota",5.151492
"Lake of the Woods County, Minnesota",3.116646
"Le Sueur County, Minnesota",61.73226
"Lincoln County, Minnesota",10.9845
"Lyon County, Minnesota",36.18596
"McLeod County, Minnesota",74.57409
"Mahnomen County, Minnesota",9.702846
"Marshall County, Minnesota",5.317543
"Martin County, Minnesota",29.25539
"Meeker County, Minnesota",38.31112
"Mille Lacs County, Minnesota",45.59941
"Morrison County, Minnesota",29.50771
"Mower County, Minnesota",55.05613
"Murray County, Minnesota",12.38112
"Nicollet County, Minnesota",72.97093
"Nobles County, Minnesota",29.89486
"Norman County, Minnesota",7.850698
"Olmsted County, Minnesota",220.7825
"Otter Tail County, Minnesota",29.05731
"Pennington County, Minnesota",22.59273
"Pine County, Minnesota",21.08002
"Pipestone County, Minnesota",20.63413
"Polk County, Minnesota",16.03143
"Pope County, Minnesota",16.41747
"Ramsey County, Minnesota",3341.646
"Red Lake County, Minnesota",9.456366
"Redwood County, Minnesota",18.27852
"Renville County, Minnesota",16.00356
"Rice County, Minnesota",129.4011
"Rock County, Minnesota",20.07856
"Roseau County, Minnesota",9.349714
"St. Louis County, Minnesota",32.04949
"Scott County, Minnesota",364.479
"Sherburne County, Minnesota",204.4246
"Sibley County, Minnesota",25.86029
"Stearns County, Minnesota",112.1572
"Steele County, Minnesota",85.13074
"Stevens County, Minnesota",17.25681
"Swift County, Minnesota",13.18317
"Todd County, Minnesota",26.34443
"Traverse County, Minnesota",6.199664
"Wabasha County, Minnesota",41.4469
"Wadena County, Minnesota",25.81356
"Waseca County, Minnesota",45.2007
"Washington County, Minnesota",619.6909
"Watonwan County, Minnesota",25.77553
"Wilkin County, Minnesota",8.756823
"Winona County, Minnesota",82.17909
"Wright County, Minnesota",188.5233
"Yellow Medicine County, Minnesota",13.75047
"Adams County, Mississippi",69.84542
"Alcorn County, Mississippi",92.63378
"Amite County, Mississippi",17.9852
"Attala County, Mississippi",26.61834
"Benton County, Mississippi",21.46741
"Bolivar County, Mississippi",38.95282
"Calhoun County, Mississippi",25.50747
"Carroll County, Mississippi",16.86769
"Chickasaw County, Mississippi",34.66066
"Choctaw County, Mississippi",20.43869
"Claiborne County, Mississippi",19.70432
"Clarke County, Mississippi",24.19477
"Clay County, Mississippi",50.31741
"Coahoma County, Mississippi",47.33709
"Copiah County, Mississippi",37.889
"Covington County, Mississippi",47.28944
"DeSoto County, Mississippi",338.6613
"Forrest County, Mississippi",160.6942
"Franklin County, Mississippi",14.39925
"George County, Mississippi",47.1644
"Greene County, Mississippi",20.20329
"Grenada County, Mississippi",51.89682
"Hancock County, Mississippi",92.72645
"Harrison County, Mississippi",325.9703
"Hinds County, Mississippi",282.0208
"Holmes County, Mississippi",25.37073
"Humphreys County, Mississippi",22.40191
"Issaquena County, Mississippi",3.403986
"Itawamba County, Mississippi",43.92188
"Jackson County, Mississippi",193.2442
"Jasper County, Mississippi",25.23058
"Jefferson County, Mississippi",14.8596
"Jefferson Davis County, Mississippi",30.5722
"Jones County, Mississippi",97.5266
"Kemper County, Mississippi",13.64688
"Lafayette County, Mississippi",74.95708
"Lamar County, Mississippi",111.9754
"Lauderdale County, Mississippi",114.0664
"Lawrence County, Mississippi",30.02082
"Leake County, Mississippi",40.83188
"Lee County, Mississippi",184.2645
"Leflore County, Mississippi",54.5399
"Lincoln County, Mississippi",59.49174
"Lowndes County, Mississippi",118.255
"Madison County, Mississippi",133.2431
"Marion County, Mississippi",49.94252
"Marshall County, Mississippi",52.59755
"Monroe County, Mississippi",48.34568
"Montgomery County, Mississippi",26.84403
"Neshoba County, Mississippi",52.05031
"Newton County, Mississippi",37.57109
"Noxubee County, Mississippi",16.6082
"Oktibbeha County, Mississippi",104.0396
"Panola County, Mississippi",50.65648
"Pearl River County, Mississippi",68.85749
"Perry County, Mississippi",18.92618
"Pike County, Mississippi",98.78376
"Pontotoc County, Mississippi",60.19218
"Prentiss County, Mississippi",60.90893
"Quitman County, Mississippi",20.30309
"Rankin County, Mississippi",182.6173
"Scott County, Mississippi",46.39643
"Sharkey County, Mississippi",11.38701
"Simpson County, Mississippi",46.68145
"Smith County, Mississippi",25.91897
"Stone County, Mississippi",39.92505
"Sunflower County, Mississippi",42.20683
"Tallahatchie County, Mississippi",23.83123
"Tate County, Mississippi",71.36598
"Tippah County, Mississippi",48.56112
"Tishomingo County, Mississippi",46.18219
"Tunica County, Mississippi",23.70522
"Union County, Mississippi",65.28902
"Walthall County, Mississippi",38.23054
"Warren County, Mississippi",82.87669
"Washington County, Mississippi",70.55898
"Wayne County, Mississippi",25.58989
"Webster County, Mississippi",24.35737
"Wilkinson County, Mississippi",14.56704
"Winston County, Mississippi",31.61492
"Yalobusha County, Mississippi",27.14026
"Yazoo County, Mississippi",30.40804
"Adair County, Missouri",45.1365
"Andrew County, Missouri",39.96046
"Atchison County, Missouri",10.38732
"Audrain County, Missouri",36.87911
"Barry County, Missouri",45.73975
"Barton County, Missouri",20.95213
"Bates County, Missouri",20.37675
"Benton County, Missouri",27.06586
"Bollinger County, Missouri",20.00791
"Boone County, Missouri",237.2903
"Buchanan County, Missouri",218.6156
"Butler County, Missouri",61.60341
"Caldwell County, Missouri",22.10169
"Callaway County, Missouri",53.11927
"Camden County, Missouri",67.08413
"Cape Girardeau County, Missouri",130.8028
"Carroll County, Missouri",13.38139
"Carter County, Missouri",12.34821
"Cass County, Missouri",142.7567
"Cedar County, Missouri",29.46785
"Chariton County, Missouri",10.42491
"Christian County, Missouri",137.6036
"Clark County, Missouri",14.14525
"Clay County, Missouri",558.6205
"Clinton County, Missouri",49.51122
"Cole County, Missouri",192.9904
"Cooper County, Missouri",31.16515
"Crawford County, Missouri",33.25986
"Dade County, Missouri",16.08737
"Dallas County, Missouri",31.02431
"Daviess County, Missouri",14.97231
"DeKalb County, Missouri",30.59644
"Dent County, Missouri",20.79863
"Douglas County, Missouri",16.81842
"Dunklin County, Missouri",59.05533
"Franklin County, Missouri",109.9968
"Gasconade County, Missouri",29.39728
"Gentry County, Missouri",13.71123
"Greene County, Missouri",407.4814
"Grundy County, Missouri",23.57352
"Harrison County, Missouri",12.39717
"Henry County, Missouri",31.95651
"Hickory County, Missouri",24.1223
"Holt County, Missouri",10.61611
"Howard County, Missouri",21.8692
"Howell County, Missouri",43.56977
"Iron County, Missouri",19.31816
"Jackson County, Missouri",1115.302
"Jasper County, Missouri",183.8783
"Jefferson County, Missouri",333.1151
"Johnson County, Missouri",63.42236
"Knox County, Missouri",8.196255
"Laclede County, Missouri",46.51522
"Lafayette County, Missouri",53.11781
"Lawrence County, Missouri",63.15463
"Lewis County, Missouri",20.21812
"Lincoln County, Missouri",83.89674
"Linn County, Missouri",20.73058
"Livingston County, Missouri",28.54436
"McDonald County, Missouri",42.78748
"Macon County, Missouri",19.42771
"Madison County, Missouri",24.72948
"Maries County, Missouri",17.41246
"Marion County, Missouri",65.87189
"Mercer County, Missouri",8.340033
"Miller County, Missouri",41.7621
"Mississippi County, Missouri",34.88481
"Moniteau County, Missouri",37.60493
"Monroe County, Missouri",13.64928
"Montgomery County, Missouri",22.81782
"Morgan County, Missouri",34.41089
"New Madrid County, Missouri",28.08961
"Newton County, Missouri",93.01741
"Nodaway County, Missouri",26.64875
"Oregon County, Missouri",13.77698
"Osage County, Missouri",22.96368
"Ozark County, Missouri",13.0515
"Pemiscot County, Missouri",37.14595
"Perry County, Missouri",39.99337
"Pettis County, Missouri",61.85815
"Phelps County, Missouri",67.21806
"Pike County, Missouri",27.61778
"Platte County, Missouri",212.5753
"Polk County, Missouri",48.9943
"Pulaski County, Missouri",95.54765
"Putnam County, Missouri",9.624658
"Ralls County, Missouri",21.64201
"Randolph County, Missouri",52.65143
"Ray County, Missouri",41.30412
"Reynolds County, Missouri",8.282234
"Ripley County, Missouri",22.39742
"St. Charles County, Missouri",643.2234
"St. Clair County, Missouri",14.6347
"Ste. Genevieve County, Missouri",36.3516
"St. Francois County, Missouri",144.6358
"St. Louis County, Missouri",1967.22
"Saline County, Missouri",30.93299
"Schuyler County, Missouri",14.41899
"Scotland County, Missouri",11.09074
"Scott County, Missouri",93.31415
"Shannon County, Missouri",8.40888
"Shelby County, Missouri",12.72403
"Stoddard County, Missouri",36.40331
"Stone County, Missouri",69.39587
"Sullivan County, Missouri",10.36141
"Taney County, Missouri",81.70781
"Texas County, Missouri",22.09187
"Vernon County, Missouri",25.6039
"Warren County, Missouri",75.85841
"Washington County, Missouri",33.15512
"Wayne County, Missouri",17.81009
"Webster County, Missouri",61.09401
"Worth County, Missouri",8.1429
"Wright County, Missouri",27.59723
"St. Louis city, Missouri",5157.486
"Beaverhead County, Montana",1.668464
"Big Horn County, Montana",2.575337
"Blaine County, Montana",1.535406
"Broadwater County, Montana",4.705917
"Carbon County, Montana",4.919006
"Carter County, Montana",0.3472273
"Cascade County, Montana",30.14168
"Chouteau County, Montana",1.463315
"Custer County, Montana",3.092223
