name,popdens
"Daniels County, Montana",1.22782
"Dawson County, Montana",3.780149
"Deer Lodge County, Montana",12.62405
"Fallon County, Montana",1.783101
"Fergus County, Montana",2.669706
"Flathead County, Montana",17.87226
"Gallatin County, Montana",34.3925
"Garfield County, Montana",0.2579482
"Glacier County, Montana",4.47239
"Golden Valley County, Montana",0.7521213
"Granite County, Montana",1.782432
"Hill County, Montana",5.552346
"Jefferson County, Montana",6.886611
"Judith Basin County, Montana",1.108127
"Lake County, Montana",19.29068
"Lewis and Clark County, Montana",18.32846
"Liberty County, Montana",1.635612
"Lincoln County, Montana",5.449061
"McCone County, Montana",0.6560299
"Madison County, Montana",2.143842
"Meagher County, Montana",0.7905806
"Mineral County, Montana",3.463074
"Missoula County, Montana",42.14468
"Musselshell County, Montana",2.429134
"Park County, Montana",5.578184
"Petroleum County, Montana",0.2985126
"Phillips County, Montana",0.8274262
"Pondera County, Montana",3.791449
"Powder River County, Montana",0.5286146
"Powell County, Montana",3.020557
"Prairie County, Montana",0.6788593
"Ravalli County, Montana",16.81933
"Richland County, Montana",4.676262
"Roosevelt County, Montana",4.42714
"Rosebud County, Montana",1.842766
"Sanders County, Montana",4.13436
"Sheridan County, Montana",2.017793
"Silver Bow County, Montana",47.60066
"Stillwater County, Montana",5.078118
"Sweet Grass County, Montana",1.967977
"Teton County, Montana",2.672535
"Toole County, Montana",2.779217
"Treasure County, Montana",0.7346038
"Valley County, Montana",1.495995
"Wheatland County, Montana",1.523333
"Wibaux County, Montana",1.143642
"Yellowstone County, Montana",56.19274
"Adams County, Nebraska",55.68176
"Antelope County, Nebraska",7.798485
"Arthur County, Nebraska",0.6430377
"Banner County, Nebraska",0.9247914
"Blaine County, Nebraska",0.6724113
"Boone County, Nebraska",8.01831
"Box Butte County, Nebraska",10.51621
"Boyd County, Nebraska",3.887471
"Brown County, Nebraska",2.575055
"Buffalo County, Nebraska",47.62053
"Burt County, Nebraska",13.9509
"Butler County, Nebraska",14.35272
"Cass County, Nebraska",45.27972
"Cedar County, Nebraska",11.95712
"Chase County, Nebraska",4.434165
"Cherry County, Nebraska",0.9584892
"Cheyenne County, Nebraska",8.357528
"Clay County, Nebraska",11.43128
"Colfax County, Nebraska",25.54294
"Cuming County, Nebraska",16.01595
"Custer County, Nebraska",4.247295
"Dakota County, Nebraska",79.49152
"Dawes County, Nebraska",6.575181
"Dawson County, Nebraska",24.01155
"Deuel County, Nebraska",4.412858
"Dixon County, Nebraska",12.59891
"Dodge County, Nebraska",69.39777
"Douglas County, Nebraska",1574.373
"Dundy County, Nebraska",2.183374
"Fillmore County, Nebraska",10.23688
"Franklin County, Nebraska",5.600749
"Frontier County, Nebraska",2.827851
"Furnas County, Nebraska",6.895816
"Gage County, Nebraska",26.20226
"Garden County, Nebraska",1.206959
"Garfield County, Nebraska",3.596061
"Gosper County, Nebraska",4.461371
"Grant County, Nebraska",0.7910091
"Greeley County, Nebraska",4.454107
"Hall County, Nebraska",107.2821
"Hamilton County, Nebraska",16.80672
"Harlan County, Nebraska",6.184662
"Hayes County, Nebraska",1.356124
"Hitchcock County, Nebraska",4.096106
"Holt County, Nebraska",4.32557
"Hooker County, Nebraska",1.020633
"Howard County, Nebraska",11.01983
"Jefferson County, Nebraska",13.23606
"Johnson County, Nebraska",13.87311
"Kearney County, Nebraska",12.56964
"Keith County, Nebraska",7.882441
"Keya Paha County, Nebraska",1.065878
"Kimball County, Nebraska",4.014306
"Knox County, Nebraska",7.850406
"Lancaster County, Nebraska",340.7647
"Lincoln County, Nebraska",14.15251
"Logan County, Nebraska",1.337048
"Loup County, Nebraska",1.112108
"McPherson County, Nebraska",0.6274915
"Madison County, Nebraska",60.89297
"Merrick County, Nebraska",16.17923
"Morrill County, Nebraska",3.541133
"Nance County, Nebraska",8.45725
"Nemaha County, Nebraska",17.79164
"Nuckolls County, Nebraska",7.823975
"Otoe County, Nebraska",25.56728
"Pawnee County, Nebraska",6.432761
"Perkins County, Nebraska",3.362256
"Phelps County, Nebraska",17.02145
"Pierce County, Nebraska",12.67513
"Platte County, Nebraska",47.82516
"Polk County, Nebraska",12.33275
"Red Willow County, Nebraska",15.41872
"Richardson County, Nebraska",15.15476
"Rock County, Nebraska",1.513411
"Saline County, Nebraska",24.73792
"Sarpy County, Nebraska",664.6295
"Saunders County, Nebraska",27.69803
"Scotts Bluff County, Nebraska",49.99995
"Seward County, Nebraska",29.31255
"Sheridan County, Nebraska",2.240602
"Sherman County, Nebraska",5.570594
"Sioux County, Nebraska",0.6343322
"Stanton County, Nebraska",14.32182
"Thayer County, Nebraska",9.111076
"Thomas County, Nebraska",0.9071331
"Thurston County, Nebraska",17.63284
"Valley County, Nebraska",7.499367
"Washington County, Nebraska",51.88767
"Wayne County, Nebraska",21.66331
"Webster County, Nebraska",6.630567
"Wheeler County, Nebraska",1.422158
"York County, Nebraska",23.86859
"Churchill County, Nevada",5.045577
"Clark County, Nevada",247.2643
"Douglas County, Nevada",66.21914
"Elko County, Nevada",2.843243
"Esmeralda County, Nevada",0.2186005
"Eureka County, Nevada",0.4758502
"Humboldt County, Nevada",1.714388
"Lander County, Nevada",1.051892
"Lincoln County, Nevada",0.5026708
"Lyon County, Nevada",25.97459
"Mineral County, Nevada",1.271569
"Nye County, Nevada",2.417016
"Pershing County, Nevada",1.118683
"Storey County, Nevada",15.25177
"Washoe County, Nevada",66.86489
"White Pine County, Nevada",1.130058
"Carson City, Nevada",382.0905
"Belknap County, New Hampshire",150.1329
"Carroll County, New Hampshire",51.35861
"Cheshire County, New Hampshire",109.1288
"Coos County, New Hampshire",18.41827
"Grafton County, New Hampshire",52.15393
"Hillsborough County, New Hampshire",457.3717
"Merrimack County, New Hampshire",156.7738
"Rockingham County, New Hampshire",424.9524
"Strafford County, New Hampshire",333.7436
"Sullivan County, New Hampshire",81.40872
"Atlantic County, New Jersey",494.0558
"Bergen County, New Jersey",3884.47
"Burlington County, New Jersey",561.9174
"Camden County, New Jersey",2321.48
"Cape May County, New Jersey",386.8551
"Cumberland County, New Jersey",324.3687
"Essex County, New Jersey",6211.513
"Gloucester County, New Jersey",895.2899
"Hudson County, New Jersey",13731.37
"Hunterdon County, New Jersey",300.0077
"Mercer County, New Jersey",1632.157
"Middlesex County, New Jersey",2621.631
"Monmouth County, New Jersey",1344.688
"Morris County, New Jersey",1069.754
"Ocean County, New Jersey",916.9601
"Passaic County, New Jersey",2715.306
"Salem County, New Jersey",199.1059
"Somerset County, New Jersey",1071.669
"Sussex County, New Jersey",287.5936
"Union County, New Jersey",5216.073
"Warren County, New Jersey",304.5298
"Bernalillo County, New Mexico",570.7684
"Catron County, New Mexico",0.5380079
"Chaves County, New Mexico",10.82309
"Cibola County, New Mexico",5.994739
"Colfax County, New Mexico",3.658803
"Curry County, New Mexico",34.43629
"De Baca County, New Mexico",0.8705674
"Doña Ana County, New Mexico",54.95269
"Eddy County, New Mexico",12.89093
"Grant County, New Mexico",7.449973
"Guadalupe County, New Mexico",1.546619
"Harding County, New Mexico",0.3269908
"Hidalgo County, New Mexico",1.423974
"Lea County, New Mexico",14.74106
"Lincoln County, New Mexico",4.242727
"Los Alamos County, New Mexico",164.4275
"Luna County, New Mexico",8.463206
"McKinley County, New Mexico",13.11826
"Mora County, New Mexico",2.527347
"Otero County, New Mexico",9.646905
"Quay County, New Mexico",3.145408
"Rio Arriba County, New Mexico",6.866937
"Roosevelt County, New Mexico",8.108912
"Sandoval County, New Mexico",35.45497
"San Juan County, New Mexico",23.58832
"San Miguel County, New Mexico",6.23285
"Santa Fe County, New Mexico",75.50484
"Sierra County, New Mexico",2.868659
"Socorro County, New Mexico",2.687959
"Taos County, New Mexico",14.95023
"Torrance County, New Mexico",4.897985
"Union County, New Mexico",1.189672
"Valencia County, New Mexico",71.81654
"Albany County, New York",581.8699
"Allegany County, New York",47.55235
"Bronx County, New York",32903.32
"Broome County, New York",284.2302
"Cattaraugus County, New York",61.38799
"Cayuga County, New York",115.7143
"Chautauqua County, New York",127.2417
"Chemung County, New York",218.0672
"Chenango County, New York",56.49051
"Clinton County, New York",79.13264
"Columbia County, New York",99.4099
"Cortland County, New York",98.9173
"Delaware County, New York",33.26308
"Dutchess County, New York",373.9025
"Erie County, New York",881.4096
"Essex County, New York",21.94258
"Franklin County, New York",31.67295
"Fulton County, New York",112.0776
"Genesee County, New York",121.88
"Greene County, New York",76.05676
"Hamilton County, New York",2.815928
"Herkimer County, New York",45.71051
"Jefferson County, New York",91.62064
"Kings County, New York",35369.24
"Lewis County, New York",21.25005
"Livingston County, New York",103.5088
"Madison County, New York",112.1522
"Monroe County, New York",1132.589
"Montgomery County, New York",124.5997
"Nassau County, New York",4704.8
"New York County, New York",69468.42
"Niagara County, New York",414.4066
"Oneida County, New York",193.7252
"Onondaga County, New York",599.9899
"Ontario County, New York",167.5777
"Orange County, New York",459.307
"Orleans County, New York",109.6025
"Oswego County, New York",128.313
"Otsego County, New York",62.15332
"Putnam County, New York",432.9353
"Queens County, New York",20553.56
"Rensselaer County, New York",244.3613
"Richmond County, New York",8030.275
"Rockland County, New York",1795.947
"St. Lawrence County, New York",41.76427
"Saratoga County, New York",271.1251
"Schenectady County, New York",756.5526
"Schoharie County, New York",52.66645
"Schuyler County, New York",55.867
"Seneca County, New York",108.8984
"Steuben County, New York",71.18719
"Suffolk County, New York",1637.353
"Sullivan County, New York",80.09962
"Tioga County, New York",98.58239
"Tompkins County, New York",213.9772
"Ulster County, New York",162.3264
"Warren County, New York",75.79079
"Washington County, New York",76.05538
"Wayne County, New York",155.2963
"Westchester County, New York",2204.69
"Wyoming County, New York",71.1181
"Yates County, New York",74.96242
"Alamance County, North Carolina",356.4888
"Alexander County, North Carolina",143.0725
"Alleghany County, North Carolina",47.45609
"Anson County, North Carolina",50.70641
"Ashe County, North Carolina",64.01967
"Avery County, North Carolina",72.02732
"Beaufort County, North Carolina",57.73628
"Bertie County, North Carolina",30.4346
"Bladen County, North Carolina",40.24805
"Brunswick County, North Carolina",126.8411
"Buncombe County, North Carolina",362.9179
"Burke County, North Carolina",179.2785
"Cabarrus County, North Carolina",492.0844
"Caldwell County, North Carolina",176.0709
"Camden County, North Carolina",41.48716
"Carteret County, North Carolina",131.2964
"Caswell County, North Carolina",55.8197
"Catawba County, North Carolina",387.1324
"Chatham County, North Carolina",93.09055
"Cherokee County, North Carolina",60.2601
"Chowan County, North Carolina",85.77007
"Clay County, North Carolina",49.29906
"Cleveland County, North Carolina",211.26
"Columbus County, North Carolina",61.98487
"Craven County, North Carolina",145.996
"Cumberland County, North Carolina",489.6884
"Currituck County, North Carolina",89.92477
"Dare County, North Carolina",88.46705
"Davidson County, North Carolina",294.7086
"Davie County, North Carolina",156.1499
"Duplin County, North Carolina",71.67802
"Durham County, North Carolina",935.6995
"Edgecombe County, North Carolina",111.9096
"Forsyth County, North Carolina",859.1746
"Franklin County, North Carolina",123.289
"Gaston County, North Carolina",578.8491
"Gates County, North Carolina",35.82667
"Graham County, North Carolina",30.33766
"Granville County, North Carolina",112.7152
"Greene County, North Carolina",80.33014
"Guilford County, North Carolina",756.3935
"Halifax County, North Carolina",75.53104
"Harnett County, North Carolina",192.7404
"Haywood County, North Carolina",106.6225
"Henderson County, North Carolina",286.114
"Hertford County, North Carolina",69.87194
"Hoke County, North Carolina",120.1605
"Hyde County, North Carolina",9.482623
"Iredell County, North Carolina",277.8455
"Jackson County, North Carolina",82.05933
"Johnston County, North Carolina",213.4187
"Jones County, North Carolina",21.56962
"Lee County, North Carolina",226.9617
"Lenoir County, North Carolina",148.5179
"Lincoln County, North Carolina",262.689
"McDowell County, North Carolina",102.1225
"Macon County, North Carolina",65.79661
"Madison County, North Carolina",46.1864
"Martin County, North Carolina",53.13113
"Mecklenburg County, North Carolina",1755.543
"Mitchell County, North Carolina",70.35797
"Montgomery County, North Carolina",56.5276
"Moore County, North Carolina",126.4568
"Nash County, North Carolina",177.348
"New Hanover County, North Carolina",1058.123
"Northampton County, North Carolina",41.18426
"Onslow County, North Carolina",233.0691
"Orange County, North Carolina",336.2191
"Pamlico County, North Carolina",39.0566
"Pasquotank County, North Carolina",179.218
"Pender County, North Carolina",60.03369
"Perquimans County, North Carolina",54.44599
"Person County, North Carolina",100.5909
"Pitt County, North Carolina",257.9058
"Polk County, North Carolina",86.25288
"Randolph County, North Carolina",181.1487
"Richmond County, North Carolina",98.43161
"Robeson County, North Carolina",141.3454
"Rockingham County, North Carolina",165.5784
"Rowan County, North Carolina",270.6984
"Rutherford County, North Carolina",120.1983
"Sampson County, North Carolina",67.14122
"Scotland County, North Carolina",113.4
"Stanly County, North Carolina",153.3465
"Stokes County, North Carolina",105.6037
"Surry County, North Carolina",138.4398
"Swain County, North Carolina",26.47935
"Transylvania County, North Carolina",87.41753
"Tyrrell County, North Carolina",11.32804
"Union County, North Carolina",318.7419
"Vance County, North Carolina",179.1672
"Wake County, North Carolina",1078.751
"Warren County, North Carolina",48.94783
"Washington County, North Carolina",37.9968
"Watauga County, North Carolina",163.4236
"Wayne County, North Carolina",221.7065
"Wilkes County, North Carolina",91.92896
"Wilson County, North Carolina",220.64
"Yadkin County, North Carolina",114.7033
"Yancey County, North Carolina",56.99987
"Adams County, North Dakota",2.372371
"Barnes County, North Dakota",7.419108
"Benson County, North Dakota",4.795825
"Billings County, North Dakota",0.6815493
"Bottineau County, North Dakota",3.853344
"Bowman County, North Dakota",2.712154
"Burke County, North Dakota",1.783307
"Burleigh County, North Dakota",49.80115
"Cass County, North Dakota",84.86308
"Cavalier County, North Dakota",2.682114
"Dickey County, North Dakota",4.674448
"Divide County, North Dakota",1.642626
"Dunn County, North Dakota",1.760553
"Eddy County, North Dakota",3.784689
"Emmons County, North Dakota",2.350317
"Foster County, North Dakota",5.260818
"Golden Valley County, North Dakota",1.67868
"Grand Forks County, North Dakota",46.5484
"Grant County, North Dakota",1.442917
"Griggs County, North Dakota",3.41415
"Hettinger County, North Dakota",2.187735
"Kidder County, North Dakota",1.802116
"LaMoure County, North Dakota",3.611873
"Logan County, North Dakota",2.004396
"McHenry County, North Dakota",2.878939
"McIntosh County, North Dakota",2.881815
"McKenzie County, North Dakota",2.304078
"McLean County, North Dakota",4.245631
"Mercer County, North Dakota",8.077033
"Morton County, North Dakota",14.26124
"Mountrail County, North Dakota",4.203697
"Nelson County, North Dakota",3.18403
"Oliver County, North Dakota",2.55498
"Pembina County, North Dakota",6.626477
"Pierce County, North Dakota",4.277438
"Ramsey County, North Dakota",9.648198
"Ransom County, North Dakota",6.328006
"Renville County, North Dakota",2.816249
"Richland County, North Dakota",11.36735
"Rolette County, North Dakota",15.43276
"Sargent County, North Dakota",4.460035
"Sheridan County, North Dakota",1.358524
"Sioux County, North Dakota",3.795834
"Slope County, North Dakota",0.5983924
"Stark County, North Dakota",18.13019
"Steele County, North Dakota",2.773037
"Stutsman County, North Dakota",9.497128
"Towner County, North Dakota",2.192159
"Traill County, North Dakota",9.421668
"Walsh County, North Dakota",8.673633
"Ward County, North Dakota",30.6341
"Wells County, North Dakota",3.30987
"Williams County, North Dakota",10.78174
"Adams County, Ohio",48.89811
"Allen County, Ohio",264.1793
"Ashland County, Ohio",125.639
"Ashtabula County, Ohio",144.5968
"Athens County, Ohio",128.5886
"Auglaize County, Ohio",114.4758
"Belmont County, Ohio",132.2989
"Brown County, Ohio",91.51946
"Butler County, Ohio",788.1931
"Carroll County, Ohio",73.07491
"Champaign County, Ohio",93.53838
"Clark County, Ohio",348.0312
"Clermont County, Ohio",436.5472
"Clinton County, Ohio",102.8667
"Columbiana County, Ohio",202.7493
"Coshocton County, Ohio",65.43735
"Crawford County, Ohio",108.9734
"Cuyahoga County, Ohio",2799.973
"Darke County, Ohio",88.54536
"Defiance County, Ohio",94.87442
"Delaware County, Ohio",393.1729
"Erie County, Ohio",306.4066
"Fairfield County, Ohio",289.7557
"Fayette County, Ohio",71.43972
"Franklin County, Ohio",2186.095
"Fulton County, Ohio",105.3121
"Gallia County, Ohio",66.30654
"Geauga County, Ohio",233.3768
"Greene County, Ohio",390.5282
"Guernsey County, Ohio",76.7577
"Hamilton County, Ohio",1976.727
"Hancock County, Ohio",140.7376
"Hardin County, Ohio",68.14982
"Harrison County, Ohio",39.42945
"Henry County, Ohio",67.82285
"Highland County, Ohio",78.81087
"Hocking County, Ohio",69.73269
"Holmes County, Ohio",100.2667
"Huron County, Ohio",121.3156
"Jackson County, Ohio",79.04995
"Jefferson County, Ohio",170.7179
"Knox County, Ohio",115.9308
"Lake County, Ohio",1011.201
"Lawrence County, Ohio",137.746
"Licking County, Ohio",243.9443
"Logan County, Ohio",100.0329
"Lorain County, Ohio",613.6329
"Lucas County, Ohio",1296.196
"Madison County, Ohio",93.23315
"Mahoning County, Ohio",580.1982
"Marion County, Ohio",164.7053
"Medina County, Ohio",408.9924
"Meigs County, Ohio",55.26641
"Mercer County, Ohio",88.25626
"Miami County, Ohio",252.1175
"Monroe County, Ohio",32.12929
"Montgomery County, Ohio",1159.461
"Morgan County, Ohio",36.15072
"Morrow County, Ohio",85.76418
"Muskingum County, Ohio",129.5166
"Noble County, Ohio",36.79535
"Ottawa County, Ohio",162.5158
"Paulding County, Ohio",47.09948
"Perry County, Ohio",88.38363
"Pickaway County, Ohio",111.1026
"Pike County, Ohio",65.20599
"Portage County, Ohio",331.1967
"Preble County, Ohio",99.66524
"Putnam County, Ohio",71.4973
"Richland County, Ohio",251.3283
"Ross County, Ohio",113.2696
"Sandusky County, Ohio",149.2069
"Scioto County, Ohio",130.2807
"Seneca County, Ohio",102.9823
"Shelby County, Ohio",121.2313
"Stark County, Ohio",652.8858
"Summit County, Ohio",1312.619
"Trumbull County, Ohio",340.1475
"Tuscarawas County, Ohio",163.1011
"Union County, Ohio",121.1405
"Van Wert County, Ohio",70.25153
"Vinton County, Ohio",32.58072
"Warren County, Ohio",529.9917
"Washington County, Ohio",97.75438
"Wayne County, Ohio",206.3689
"Williams County, Ohio",89.41826
"Wood County, Ohio",203.3167
"Wyandot County, Ohio",55.58356
"Adair County, Oklahoma",39.55347
"Alfalfa County, Oklahoma",6.511593
"Atoka County, Oklahoma",14.53793
"Beaver County, Oklahoma",3.105796
"Beckham County, Oklahoma",24.52746
"Blaine County, Oklahoma",12.86373
"Bryan County, Oklahoma",46.89594
"Caddo County, Oklahoma",23.15595
"Canadian County, Oklahoma",128.862
"Carter County, Oklahoma",57.84288
"Cherokee County, Oklahoma",62.69886
"Choctaw County, Oklahoma",19.73761
"Cimarron County, Oklahoma",1.348967
"Cleveland County, Oklahoma",474.7048
"Coal County, Oklahoma",11.46741
"Comanche County, Oklahoma",116.0568
"Cotton County, Oklahoma",9.788918
"Craig County, Oklahoma",19.73984
"Creek County, Oklahoma",73.63855
"Custer County, Oklahoma",27.77965
"Delaware County, Oklahoma",56.202
"Dewey County, Oklahoma",4.81252
"Ellis County, Oklahoma",3.370644
"Garfield County, Oklahoma",57.23377
"Garvin County, Oklahoma",34.37887
"Grady County, Oklahoma",47.64304
"Grant County, Oklahoma",4.523058
"Greer County, Oklahoma",9.758739
"Harmon County, Oklahoma",5.439373
"Harper County, Oklahoma",3.546623
"Haskell County, Oklahoma",22.14838
"Hughes County, Oklahoma",17.40267
"Jackson County, Oklahoma",32.94832
"Jefferson County, Oklahoma",8.528899
"Johnston County, Oklahoma",17.04202
"Kay County, Oklahoma",50.62578
"Kingfisher County, Oklahoma",16.73865
"Kiowa County, Oklahoma",9.304334
"Latimer County, Oklahoma",15.44704
"Le Flore County, Oklahoma",31.70372
"Lincoln County, Oklahoma",35.98919
"Logan County, Oklahoma",56.25985
"Love County, Oklahoma",18.33286
"McClain County, Oklahoma",60.46244
"McCurtain County, Oklahoma",17.91941
"McIntosh County, Oklahoma",32.74396
"Major County, Oklahoma",7.881773
"Marshall County, Oklahoma",42.68621
"Mayes County, Oklahoma",62.95378
"Murray County, Oklahoma",32.38742
"Muskogee County, Oklahoma",87.59327
"Noble County, Oklahoma",15.79598
"Nowata County, Oklahoma",18.62218
"Okfuskee County, Oklahoma",19.70845
"Oklahoma County, Oklahoma",1013.846
"Okmulgee County, Oklahoma",57.45908
"Osage County, Oklahoma",21.13287
"Ottawa County, Oklahoma",67.64351
"Pawnee County, Oklahoma",29.18718
"Payne County, Oklahoma",112.9687
"Pittsburg County, Oklahoma",35.11171
"Pontotoc County, Oklahoma",52.04078
"Pottawatomie County, Oklahoma",88.16109
"Pushmataha County, Oklahoma",8.290371
"Roger Mills County, Oklahoma",3.195938
"Rogers County, Oklahoma",128.6276
"Seminole County, Oklahoma",40.26627
"Sequoyah County, Oklahoma",62.96273
"Stephens County, Oklahoma",51.76476
"Texas County, Oklahoma",10.11139
"Tillman County, Oklahoma",9.174248
"Tulsa County, Oklahoma",1058.144
"Wagoner County, Oklahoma",130.1475
"Washington County, Oklahoma",122.6995
"Washita County, Oklahoma",11.59229
"Woods County, Oklahoma",6.90114
"Woodward County, Oklahoma",16.16309
"Baker County, Oregon",5.258188
"Benton County, Oregon",126.6071
"Clackamas County, Oregon",201.0306
"Clatsop County, Oregon",44.67647
"Columbia County, Oregon",75.07488
"Coos County, Oregon",39.49635
"Crook County, Oregon",7.041756
"Curry County, Oregon",13.74166
"Deschutes County, Oregon",52.26086
"Douglas County, Oregon",21.37915
"Gilliam County, Oregon",1.552944
"Grant County, Oregon",1.644017
"Harney County, Oregon",0.732446
"Hood River County, Oregon",42.81262
"Jackson County, Oregon",73.00251
"Jefferson County, Oregon",12.19687
"Josephine County, Oregon",50.44498
"Klamath County, Oregon",11.17311
"Lake County, Oregon",0.9700227
"Lane County, Oregon",77.24704
"Lincoln County, Oregon",46.98472
"Linn County, Oregon",50.94559
"Malheur County, Oregon",3.166918
"Marion County, Oregon",266.7074
"Morrow County, Oregon",5.499581
"Multnomah County, Oregon",1704.936
"Polk County, Oregon",101.7877
"Sherman County, Oregon",2.142786
"Tillamook County, Oregon",22.90083
"Umatilla County, Oregon",23.60093
"Union County, Oregon",12.6426
"Wallowa County, Oregon",2.227457
"Wasco County, Oregon",10.58694
"Washington County, Oregon",731.4113
"Wheeler County, Oregon",0.8403562
"Yamhill County, Oregon",138.5648
"Adams County, Pennsylvania",195.5145
"Allegheny County, Pennsylvania",1675.648
"Armstrong County, Pennsylvania",105.5431
"Beaver County, Pennsylvania",392.303
"Bedford County, Pennsylvania",49.15754
"Berks County, Pennsylvania",480.3723
"Blair County, Pennsylvania",241.706
"Bradford County, Pennsylvania",54.57736
"Bucks County, Pennsylvania",1034.654
"Butler County, Pennsylvania",233.1486
"Cambria County, Pennsylvania",208.7294
"Cameron County, Pennsylvania",12.83343
"Carbon County, Pennsylvania",171.0506
"Centre County, Pennsylvania",138.7396
"Chester County, Pennsylvania",664.7313
"Clarion County, Pennsylvania",66.55412
"Clearfield County, Pennsylvania",71.32037
"Clinton County, Pennsylvania",44.18773
"Columbia County, Pennsylvania",139.2959
"Crawford County, Pennsylvania",87.68665
"Cumberland County, Pennsylvania",431.5741
"Dauphin County, Pennsylvania",510.6213
"Delaware County, Pennsylvania",3040.516
"Elk County, Pennsylvania",38.61205
"Erie County, Pennsylvania",351.0787
"Fayette County, Pennsylvania",172.8448
"Forest County, Pennsylvania",18.06243
"Franklin County, Pennsylvania",193.7496
"Fulton County, Pennsylvania",33.92745
"Greene County, Pennsylvania",67.16917
"Huntingdon County, Pennsylvania",52.49364
"Indiana County, Pennsylvania",107.4689
"Jefferson County, Pennsylvania",69.27956
"Juniata County, Pennsylvania",62.95125
"Lackawanna County, Pennsylvania",467.1037
"Lancaster County, Pennsylvania",550.3702
"Lawrence County, Pennsylvania",254.3671
"Lebanon County, Pennsylvania",369.1429
"Lehigh County, Pennsylvania",1012.548
"Luzerne County, Pennsylvania",360.4474
"Lycoming County, Pennsylvania",94.50719
"McKean County, Pennsylvania",44.37308
"Mercer County, Pennsylvania",173.4201
"Mifflin County, Pennsylvania",113.5729
"Monroe County, Pennsylvania",279.2143
"Montgomery County, Pennsylvania",1655.918
"Montour County, Pennsylvania",140.2539
"Northampton County, Pennsylvania",805.4047
"Northumberland County, Pennsylvania",206.2275
"Perry County, Pennsylvania",83.36098
"Philadelphia County, Pennsylvania",11379.49
"Pike County, Pennsylvania",105.2718
"Potter County, Pennsylvania",16.14411
"Schuylkill County, Pennsylvania",190.4477
"Snyder County, Pennsylvania",120.7829
"Somerset County, Pennsylvania",72.36028
"Sullivan County, Pennsylvania",14.28636
"Susquehanna County, Pennsylvania",52.65263
"Tioga County, Pennsylvania",37.02721
"Union County, Pennsylvania",142.2454
"Venango County, Pennsylvania",81.54428
"Warren County, Pennsylvania",47.29483
"Washington County, Pennsylvania",242.5002
"Wayne County, Pennsylvania",72.79732
"Westmoreland County, Pennsylvania",355.3768
"Wyoming County, Pennsylvania",71.16619
"York County, Pennsylvania",481.0671
"Bristol County, Rhode Island",2064.005
"Kent County, Rhode Island",985.9387
"Newport County, Rhode Island",809.564
"Providence County, Rhode Island",1530.316
"Washington County, Rhode Island",385.6794
"Abbeville County, South Carolina",51.82025
"Aiken County, South Carolina",149.4808
"Allendale County, South Carolina",25.53112
"Anderson County, South Carolina",261.5588
"Bamberg County, South Carolina",40.64118
"Barnwell County, South Carolina",41.24964
"Beaufort County, South Carolina",281.5175
"Berkeley County, South Carolina",161.8437
"Calhoun County, South Carolina",39.81361
"Charleston County, South Carolina",382.2871
"Cherokee County, South Carolina",140.9417
"Chester County, South Carolina",57.07327
"Chesterfield County, South Carolina",58.48509
"Clarendon County, South Carolina",57.61888
"Colleton County, South Carolina",36.81243
"Darlington County, South Carolina",122.3926
"Dillon County, South Carolina",79.19041
"Dorchester County, South Carolina",238.2191
"Edgefield County, South Carolina",53.92619
"Fairfield County, South Carolina",34.90718
"Florence County, South Carolina",171.1139
"Georgetown County, South Carolina",73.94535
"Greenville County, South Carolina",574.7211
"Greenwood County, South Carolina",153.1933
"Hampton County, South Carolina",37.66773
"Horry County, South Carolina",237.4918
"Jasper County, South Carolina",37.80912
"Kershaw County, South Carolina",84.91632
"Lancaster County, South Carolina",139.5805
"Laurens County, South Carolina",93.21472
"Lee County, South Carolina",46.85698
"Lexington County, South Carolina",375.4275
"McCormick County, South Carolina",28.49388
"Marion County, South Carolina",67.58004
"Marlboro County, South Carolina",60.31804
"Newberry County, South Carolina",59.53301
"Oconee County, South Carolina",118.5837
"Orangeburg County, South Carolina",83.62801
"Pickens County, South Carolina",240.174
"Richland County, South Carolina",507.8855
"Saluda County, South Carolina",43.89564
"Spartanburg County, South Carolina",351.8973
"Sumter County, South Carolina",161.572
"Union County, South Carolina",56.32562
"Williamsburg County, South Carolina",36.84919
"York County, South Carolina",332.1697
"Aurora County, South Dakota",3.82539
"Beadle County, South Dakota",13.82209
"Bennett County, South Dakota",2.89607
"Bon Homme County, South Dakota",12.54211
"Brookings County, South Dakota",40.34934
"Brown County, South Dakota",21.32598
"Brule County, South Dakota",6.43018
"Buffalo County, South Dakota",4.056137
"Butte County, South Dakota",4.493536
"Campbell County, South Dakota",1.998155
"Charles Mix County, South Dakota",8.318097
"Clark County, South Dakota",3.854413
"Clay County, South Dakota",33.63538
"Codington County, South Dakota",39.54567
"Corson County, South Dakota",1.639881
"Custer County, South Dakota",5.276809
"Davison County, South Dakota",44.77961
"Day County, South Dakota",5.555188
"Deuel County, South Dakota",7.008345
"Dewey County, South Dakota",2.302286
"Douglas County, South Dakota",6.952261
"Edmunds County, South Dakota",3.615594
"Fall River County, South Dakota",4.07721
"Faulk County, South Dakota",2.407945
"Grant County, South Dakota",10.7945
"Gregory County, South Dakota",4.20806
"Haakon County, South Dakota",1.06985
"Hamlin County, South Dakota",11.6377
"Hand County, South Dakota",2.388256
"Hanson County, South Dakota",7.666056
"Harding County, South Dakota",0.4697955
