"white","republican","conservative","racially_resentful"
FALSE,0.893393307043906,1.13017074769868,1.34415159319982
FALSE,0.620575955672989,2.97017924441082,3.29536479170893
TRUE,NA,3.30715297631496,3.780213398078
TRUE,6.29332874394685,2.89452287824675,1.99343544914915
FALSE,3.78437121706981,2.99143092251522,2.75728172756321
FALSE,0.960474711038964,1.03675232509054,0.995812093927234
TRUE,4.99014859321129,3.03820680065608,5.01949152688476
FALSE,0.911211706645451,4.92115402393588,2.36223518962486
TRUE,0.729531965193423,2.1198236697993,1.83806943493869
FALSE,0.839153594513111,4.02596550903746,3.95805505237905
FALSE,1.09386073149376,5.00091429886385,2.96443576307142
TRUE,5.6156288121816,3.3117095999243,5.01786787000779
FALSE,0.737341431611953,3.9691772480616,2.01926741866004
FALSE,0.82506916277974,2.06902833547327,3.14146323873493
FALSE,2.5486026906713,2.91835493977654,4.97310394570056
TRUE,1.25004167070305,1.0642160249788,1.07146402018565
TRUE,0.971816084512178,0.982491350856281,1.00088881813398
FALSE,2.70967773059432,1.10799230262925,0.953055769807355
TRUE,1.82387485367224,1.89828555886281,0.808902774450338
FALSE,0.595963875259201,0.993799352541804,3.00270443733764
TRUE,1.8337117616309,1.00806762593101,2.42865329510466
FALSE,NA,1.99833063213779,1.08763554954705
FALSE,3.30612681736469,0.925542125230636,0.821082075186716
TRUE,1.21051650082126,1.04196905614126,1.18216300144782
TRUE,1.01822473258901,2.84537473048676,3.54889129740428
FALSE,0.736938885911496,3.0666707925713,4.93420281326995
TRUE,4.38506695327274,2.93020058320593,2.74663941495223
TRUE,1.16543509790648,0.990585658240348,3.03904998153131
TRUE,1.75589949110598,2.6302510742501,3.21790012732335
FALSE,0.997017593133454,0.926292734393172,0.953438586985333
FALSE,2.80465054112214,3.14175253490487,1.07612429091321
TRUE,7.26007023777256,5.0258725479829,4.23781129077196
FALSE,NA,1.19366700913201,2.91356434928069
TRUE,1.35724738095593,0.826330871833713,1.78204332552344
TRUE,1.71231737665974,2.11831067815275,1.91401254076456
FALSE,0.808537564466305,1.06069987493899,2.94952647173275
TRUE,0.723029084967746,2.03303342756868,4.41811668081606
TRUE,0.598719848985403,1.12868872052572,2.19727046119754
FALSE,2.4503370575154,0.980367120756302,1.17558699844239
FALSE,1.17746016725609,1.85978023301341,2.9579775099284
TRUE,3.89809358908727,4.09913697824128,2.77987738090762
FALSE,3.84808261338335,3.12663474966253,1.06838128057411
FALSE,1.96764420875642,2.96952911755184,3.56526345343414
FALSE,1.00797938566015,0.934624332094177,0.99054132188128
TRUE,0.980211616552121,3.07936758573771,2.75534392204176
TRUE,2.16595771921293,3.15017019101377,2.96961621451074
TRUE,1.39703849971851,2.02010160012167,2.93350792574153
TRUE,3.69213261273007,0.925970837419195,1.51644224773616
FALSE,2.57304005955521,1.79084920864636,3.09449389693132
TRUE,1.29283997326364,0.944772772873816,1.46996529026617
TRUE,6.87044925047464,2.93256214104327,4.407711287416
TRUE,1.00115517302847,1.0708398374952,0.998041358413831
FALSE,5.74325595502825,4.08598330158758,4.44942625901475
FALSE,4.01967302760975,3.01008315621828,NA
FALSE,0.78085661878555,2.19646446779728,2.76259009407742
TRUE,1.1301100267885,1.97347784444076,1.09426542143662
TRUE,1.36625309834946,3.91737768882568,2.59849736531646
FALSE,2.37539130328471,3.87328943935119,3.58178595314034
FALSE,0.825562070581965,4.0962314583226,4.72062861926501
FALSE,1.26909276268736,2.90808946139058,2.50950680908997
TRUE,1.40018434271635,0.870099259258478,2.96845841385185
FALSE,0.843483737584202,2.94010159641434,3.03831599028983
FALSE,0.800975111391241,3.10115385462522,1.70689970746001
TRUE,1.45932321550527,3.93120379371419,3.28905086930918
TRUE,6.7464936721673,3.01461860340112,2.00196933456576
FALSE,2.8566987851211,0.861450058101311,4.38392053759462
FALSE,2.21525597986952,3.01172416840498,3.26741488678292
FALSE,6.94262548591081,3.98024201291382,3.40091200120555
TRUE,0.967973885080663,2.9373365893518,4.98401987493196
TRUE,1.26153972256349,0.916012368427496,0.952877668689911
TRUE,2.71745284643272,1.97784352757494,1.71322843667601
FALSE,1.19294272515536,5.09046715233728,3.01264146436515
TRUE,5.35288163999241,3.86316254378251,3.68149552377223
FALSE,3.41612400621019,3.02384220084094,3.91224535291676
TRUE,1.3087153758075,0.935709856198881,2.95599969209229
TRUE,0.96467816002635,0.939845744483737,1.48658726678644
TRUE,2.84355137752417,2.98539614142278,1.31919099220942
FALSE,0.848578341493357,2.06474034423654,1.05568743238715
FALSE,1.05731336727554,1.18802322966585,1.80156917918751
TRUE,5.9358400367863,2.89605752941705,3.35842784381501
FALSE,1.8731299077813,3.12646191343163,4.40769065060494
TRUE,0.688694415423079,0.878344905764388,4.1181706153889
FALSE,1.21777456481547,4.1143350712357,3.01115707604314
TRUE,4.3532644765885,3.9815134118074,3.14284744515928
FALSE,0.824312052085815,2.93702249503363,4.09032981086304
TRUE,1.45328933684371,1.08615666450206,1.47353346287249
TRUE,5.23516549535165,4.14716103449072,3.30032044663841
TRUE,1.22805185086318,1.87714149744909,2.00870753523071
TRUE,4.01642128826098,1.90889429533166,1.69547873697133
TRUE,NA,1.97871735174028,1.42758815711136
FALSE,1.01951707110927,3.85910850497983,4.88830270348496
TRUE,5.23989320404197,3.96526666283577,4.97726223614709
FALSE,6.64325565955576,2.95395481667944,2.84386309205701
TRUE,0.38696186790528,1.97210307563905,1.42839826012054
TRUE,2.88676083054333,0.955509142318102,0.936016455239663
TRUE,3.8592095860947,5.07565443314695,2.99618280458775
FALSE,5.15725225508393,2.86400081241403,1.20464577518488
TRUE,1.01093964925387,2.97436586189987,3.05257797038245
TRUE,0.876865993220932,2.11383118211212,0.97540228800441
TRUE,NA,2.85548154022232,3.03292001400491
FALSE,0.622180129253462,4.97451197451198,3.1754602157752
TRUE,2.24405133346884,3.85667767918456,3.51959028741643
TRUE,0.859403626178196,2.15423884000661,1.6759681710471
TRUE,0.66433939052092,1.00402347147139,1.52251875538418
FALSE,1.09436032311243,1.09283346550179,1.57170125771374
TRUE,3.83686177595604,3.84082684311611,3.06894289640986
FALSE,1.1537026205068,2.98788074938468,1.68923136527239
