zip_merge,total_pop,white,black,asian,latino
ZCTA5 86327,9342,8723,8,0,472
ZCTA5 86329,817,728,0,0,89
ZCTA5 86331,555,498,0,11,32
ZCTA5 86332,1688,1609,10,0,54
ZCTA5 86333,5006,4478,0,0,457
ZCTA5 86334,4104,3051,55,0,705
ZCTA5 86335,4871,4415,3,0,372
ZCTA5 86336,11163,9942,99,45,953
ZCTA5 86337,783,587,11,3,156
ZCTA5 86338,410,380,1,0,20
ZCTA5 86343,53,53,0,0,0
ZCTA5 86351,6712,6071,25,47,422
ZCTA5 86401,25126,20000,237,204,3379
ZCTA5 86403,14950,12560,98,0,2065
ZCTA5 86404,15178,12624,46,417,1832
ZCTA5 86406,25513,22424,273,27,2317
ZCTA5 86409,27490,22636,130,158,3347
ZCTA5 86411,96,93,0,0,3
ZCTA5 86413,12412,9608,330,17,1767
ZCTA5 86426,14878,11428,70,226,2851
ZCTA5 86429,6471,5336,69,62,773
ZCTA5 86431,289,234,0,0,0
ZCTA5 86432,2744,1657,0,75,988
ZCTA5 86433,144,144,0,0,0
ZCTA5 86434,949,148,12,0,109
ZCTA5 86435,268,8,0,0,0
ZCTA5 86436,1693,1517,0,0,122
ZCTA5 86437,111,39,1,0,33
ZCTA5 86438,540,382,31,17,45
ZCTA5 86440,7931,5553,21,84,1501
ZCTA5 86441,2096,1378,0,53,515
ZCTA5 86442,34062,24646,417,611,7664
ZCTA5 86443,0,0,0,0,0
ZCTA5 86444,1152,1111,0,0,13
ZCTA5 86445,278,183,32,0,53
ZCTA5 86502,1587,89,19,0,0
ZCTA5 86503,9962,432,56,44,57
ZCTA5 86504,6594,142,1,20,64
ZCTA5 86505,8381,175,7,25,128
ZCTA5 86506,1488,0,0,0,91
ZCTA5 86507,2132,0,0,40,11
ZCTA5 86508,930,0,7,0,0
ZCTA5 86510,4917,93,0,10,47
ZCTA5 86511,2905,118,0,0,22
ZCTA5 86512,3022,113,12,0,298
ZCTA5 86514,2851,29,0,2,2
ZCTA5 86515,4746,306,5,41,17
ZCTA5 86520,1884,0,0,0,20
ZCTA5 86535,1097,0,0,0,0
ZCTA5 86538,2270,52,0,3,26
ZCTA5 86540,806,4,0,0,7
ZCTA5 86544,1266,9,0,0,19
ZCTA5 86545,1564,10,0,0,0
ZCTA5 86547,1254,0,0,0,6
ZCTA5 86556,1593,254,8,26,100
ZCTA5 87001,3595,228,0,43,537
ZCTA5 87002,22440,8782,305,71,12924
ZCTA5 87004,10555,1932,33,6,6545
ZCTA5 87005,592,330,0,0,170
ZCTA5 87006,621,314,0,7,300
ZCTA5 87007,749,0,0,0,14
ZCTA5 87008,3347,2820,0,0,359
ZCTA5 87010,616,544,0,0,17
ZCTA5 87011,50,47,0,0,0
ZCTA5 87012,235,44,7,0,184
ZCTA5 87013,4574,345,0,6,795
ZCTA5 87014,697,93,0,0,604
ZCTA5 87015,12711,9106,107,58,3095
ZCTA5 87016,4042,1780,20,8,2134
ZCTA5 87017,464,26,0,0,438
ZCTA5 87018,387,3,0,0,5
ZCTA5 87020,11346,3576,68,6,5844
ZCTA5 87021,3297,895,6,0,2127
ZCTA5 87022,561,4,0,0,19
ZCTA5 87023,342,26,0,0,298
ZCTA5 87024,2219,99,4,6,114
ZCTA5 87025,1038,912,0,8,106
ZCTA5 87026,4288,317,0,0,420
ZCTA5 87027,256,138,0,0,111
ZCTA5 87028,139,90,0,0,49
ZCTA5 87029,307,266,0,0,35
ZCTA5 87031,43833,13996,618,208,27067
ZCTA5 87032,138,138,0,0,0
ZCTA5 87034,2377,21,0,0,22
ZCTA5 87035,7775,5010,65,166,2281
ZCTA5 87036,1644,697,0,19,880
ZCTA5 87037,842,39,0,0,39
ZCTA5 87038,707,0,0,0,7
ZCTA5 87040,434,0,0,9,0
ZCTA5 87041,751,128,0,0,473
ZCTA5 87042,3719,1729,0,18,1810
ZCTA5 87043,5481,4485,54,30,882
ZCTA5 87044,671,137,0,18,306
ZCTA5 87045,1115,187,0,0,10
ZCTA5 87046,23,23,0,0,0
ZCTA5 87047,5077,3856,18,0,1109
ZCTA5 87048,8975,5870,0,56,2783
ZCTA5 87049,800,10,0,2,64
ZCTA5 87051,462,91,0,0,371
ZCTA5 87052,3016,7,0,0,3
ZCTA5 87053,1049,47,0,0,117
ZCTA5 87056,1596,1092,0,0,488
ZCTA5 87059,9964,6477,68,372,2803
ZCTA5 87061,223,46,14,0,163
ZCTA5 87062,1961,531,17,0,1359
ZCTA5 87063,226,27,0,0,199
ZCTA5 87064,196,42,0,0,154
ZCTA5 87068,4544,2598,0,65,1181
ZCTA5 87070,48,27,0,0,21
ZCTA5 87072,426,0,6,0,59
ZCTA5 87083,449,289,14,2,28
ZCTA5 87102,20772,5396,687,249,13113
ZCTA5 87104,12093,4748,193,68,6766
ZCTA5 87105,58179,7710,409,233,46970
ZCTA5 87106,25625,12699,1019,898,8991
ZCTA5 87107,30143,11562,342,108,16673
ZCTA5 87108,35930,12365,1174,672,17983
ZCTA5 87109,40049,21332,1496,1501,12997
ZCTA5 87110,39057,21782,1253,691,13286
ZCTA5 87111,58125,39254,1043,1663,13725
ZCTA5 87112,43659,23038,1259,1625,14757
ZCTA5 87113,14659,6267,193,1041,6830
ZCTA5 87114,61269,29671,1471,602,26691
ZCTA5 87116,4376,2929,191,108,887
ZCTA5 87117,236,198,22,0,16
ZCTA5 87120,58513,22705,1671,1508,28997
ZCTA5 87121,71242,7786,1834,577,56504
ZCTA5 87122,18074,13243,192,913,3173
ZCTA5 87123,41983,18998,1611,1609,16767
ZCTA5 87124,49507,26746,1300,1017,18465
ZCTA5 87144,36238,19361,1150,404,13389
ZCTA5 87301,23873,5211,347,412,7266
ZCTA5 87305,2889,63,62,0,358
ZCTA5 87310,830,54,0,0,0
ZCTA5 87311,2943,12,5,5,88
ZCTA5 87312,353,89,0,13,0
ZCTA5 87313,5123,178,38,93,160
ZCTA5 87315,76,73,0,0,3
ZCTA5 87316,1263,60,0,0,0
ZCTA5 87317,1717,254,0,0,887
ZCTA5 87319,2430,0,0,0,22
ZCTA5 87320,687,0,0,0,0
ZCTA5 87321,2044,839,0,0,45
ZCTA5 87322,104,0,0,0,0
ZCTA5 87323,4033,438,0,0,619
ZCTA5 87325,2805,37,12,0,7
ZCTA5 87326,2106,190,0,0,134
ZCTA5 87327,11706,209,0,0,457
ZCTA5 87328,3115,63,4,75,14
ZCTA5 87347,309,142,0,0,98
ZCTA5 87357,698,30,0,0,39
ZCTA5 87364,1072,11,0,4,0
ZCTA5 87375,2795,5,0,0,82
ZCTA5 87401,45798,21204,390,130,10424
ZCTA5 87402,10999,7204,108,6,2294
ZCTA5 87410,17017,12131,0,95,2873
ZCTA5 87412,1043,402,0,0,595
ZCTA5 87413,15891,6662,235,30,5566
ZCTA5 87415,2233,1414,0,0,533
ZCTA5 87416,4837,548,0,2,90
ZCTA5 87417,5808,2116,79,11,1130
ZCTA5 87418,1634,1381,0,0,239
ZCTA5 87419,328,306,0,8,13
ZCTA5 87420,13035,338,17,103,122
ZCTA5 87421,1807,485,5,2,212
ZCTA5 87455,1602,40,0,6,11
ZCTA5 87461,1314,6,0,0,4
ZCTA5 87499,354,34,0,6,9
ZCTA5 87501,16007,10336,104,149,4967
ZCTA5 87505,30267,15993,255,375,12647
ZCTA5 87506,12748,5064,11,23,5473
ZCTA5 87507,45552,11791,206,601,32058
ZCTA5 87508,18421,10141,181,250,7362
ZCTA5 87510,705,434,0,0,221
ZCTA5 87511,3347,94,31,0,3084
ZCTA5 87512,192,96,0,0,96
ZCTA5 87513,611,287,0,0,324
ZCTA5 87514,1450,701,0,0,749
ZCTA5 87515,402,61,0,0,341
ZCTA5 87516,171,16,0,0,155
ZCTA5 87517,178,158,0,0,20
ZCTA5 87518,69,0,0,0,69
ZCTA5 87519,819,20,0,0,799
ZCTA5 87520,1830,755,7,0,1009
ZCTA5 87521,627,108,0,0,462
ZCTA5 87522,2994,297,0,0,2681
ZCTA5 87523,368,15,0,0,353
ZCTA5 87524,107,21,0,0,86
ZCTA5 87525,23,16,0,0,7
ZCTA5 87527,788,256,0,0,532
ZCTA5 87528,3322,155,0,67,435
ZCTA5 87529,4331,2068,17,0,2056
ZCTA5 87530,686,221,0,0,465
ZCTA5 87531,443,174,0,0,269
ZCTA5 87532,17923,2129,91,132,13853
ZCTA5 87533,134,2,0,0,132
ZCTA5 87535,698,197,0,0,489
ZCTA5 87537,3121,81,0,0,3012
ZCTA5 87538,253,89,0,0,164
ZCTA5 87539,295,57,24,0,214
ZCTA5 87540,1249,809,0,0,411
ZCTA5 87543,658,42,22,0,594
ZCTA5 87544,18040,13825,99,914,2621
ZCTA5 87548,1158,178,0,0,970
ZCTA5 87549,834,43,17,0,774
ZCTA5 87551,328,200,0,0,128
ZCTA5 87552,4119,578,16,0,3374
ZCTA5 87553,1251,83,0,0,987
ZCTA5 87554,56,0,0,0,56
ZCTA5 87556,2192,420,8,0,1738
ZCTA5 87557,6853,2458,98,90,4150
ZCTA5 87558,589,542,0,0,15
ZCTA5 87560,1454,329,0,17,1019
ZCTA5 87562,440,50,0,0,390
ZCTA5 87564,381,89,0,0,292
ZCTA5 87565,251,0,0,0,227
ZCTA5 87566,2888,221,23,1,1550
ZCTA5 87567,1364,45,1,0,1281
ZCTA5 87569,309,71,0,0,238
ZCTA5 87571,10957,4473,22,39,4682
ZCTA5 87573,0,0,0,0,0
ZCTA5 87574,54,16,0,0,38
ZCTA5 87575,680,288,6,0,365
ZCTA5 87577,37,28,9,0,0
ZCTA5 87578,617,39,0,0,578
ZCTA5 87579,815,20,0,14,776
ZCTA5 87580,589,216,0,0,373
ZCTA5 87581,119,15,0,0,104
ZCTA5 87582,1440,116,0,0,1324
ZCTA5 87583,107,0,0,0,107
ZCTA5 87701,19641,3873,207,92,14960
ZCTA5 87710,1777,1424,3,59,277
ZCTA5 87711,850,79,0,0,767
ZCTA5 87712,79,79,0,0,0
ZCTA5 87713,146,0,0,0,146
ZCTA5 87714,1150,567,0,0,533
ZCTA5 87715,969,115,0,0,854
ZCTA5 87718,541,391,1,7,112
ZCTA5 87722,338,90,0,0,248
ZCTA5 87723,326,13,0,0,313
ZCTA5 87724,0,0,0,0,0
ZCTA5 87728,379,232,0,0,147
ZCTA5 87729,107,73,0,0,30
ZCTA5 87730,8,8,0,0,0
ZCTA5 87731,282,109,0,0,173
ZCTA5 87732,1438,131,0,0,1307
ZCTA5 87733,231,114,0,2,115
ZCTA5 87734,148,46,0,0,62
ZCTA5 87735,38,21,0,0,17
ZCTA5 87736,317,62,0,0,255
ZCTA5 87740,8002,3486,14,8,4311
ZCTA5 87742,722,369,0,0,336
ZCTA5 87743,332,148,0,0,174
ZCTA5 87745,1426,183,0,0,1243
ZCTA5 87746,48,42,0,0,6
ZCTA5 87747,1723,652,9,0,987
ZCTA5 87749,20,20,0,0,0
ZCTA5 87750,48,14,0,0,24
ZCTA5 87752,570,159,4,0,407
ZCTA5 87753,187,73,0,0,114
ZCTA5 87801,10270,4117,163,126,5225
ZCTA5 87820,97,45,0,0,52
ZCTA5 87821,619,527,0,0,80
ZCTA5 87823,871,443,7,0,421
ZCTA5 87824,242,209,0,0,33
ZCTA5 87825,2631,472,0,31,674
ZCTA5 87827,132,126,0,0,6
ZCTA5 87828,443,291,0,0,152
ZCTA5 87829,901,629,0,0,112
ZCTA5 87830,1173,848,0,0,275
ZCTA5 87831,484,289,0,0,195
ZCTA5 87832,514,279,0,0,235
ZCTA5 87901,7051,4540,25,0,2162
ZCTA5 87930,1192,397,0,0,770
ZCTA5 87931,497,426,0,0,0
ZCTA5 87933,72,72,0,0,0
ZCTA5 87935,1228,1106,0,0,107
ZCTA5 87936,417,172,0,0,245
ZCTA5 87937,2171,533,0,5,1624
ZCTA5 87939,148,148,0,0,0
ZCTA5 87940,353,120,0,0,233
ZCTA5 87941,888,28,0,0,860
ZCTA5 87942,1010,849,0,0,161
ZCTA5 87943,396,365,0,0,31
ZCTA5 88001,37524,9550,1005,673,25031
ZCTA5 88002,1271,785,24,4,296
ZCTA5 88003,1044,479,50,17,459
ZCTA5 88004,370,109,0,0,261
ZCTA5 88005,27005,10533,373,350,15381
ZCTA5 88007,27369,10627,425,89,15926
ZCTA5 88008,6272,1325,160,0,4685
ZCTA5 88009,153,98,0,0,26
ZCTA5 88011,25265,13948,267,846,9640
ZCTA5 88012,25597,9214,270,132,15623
ZCTA5 88020,629,401,0,0,228
ZCTA5 88021,16936,1450,54,86,15333
ZCTA5 88022,1044,585,0,8,442
ZCTA5 88023,3054,435,0,0,2599
ZCTA5 88024,49,0,0,0,49
ZCTA5 88025,393,320,0,0,73
ZCTA5 88026,1328,209,7,0,1106
ZCTA5 88027,559,31,0,0,528
ZCTA5 88028,692,660,0,0,22
ZCTA5 88029,1448,327,0,0,1118
ZCTA5 88030,23802,8879,211,71,14233
ZCTA5 88032,119,0,0,0,119
ZCTA5 88033,15,15,0,0,0
ZCTA5 88034,81,32,0,0,49
ZCTA5 88038,607,508,0,0,99
ZCTA5 88039,523,444,0,0,79
ZCTA5 88040,107,77,0,0,30
ZCTA5 88041,1098,854,0,0,215
ZCTA5 88042,297,297,0,0,0
ZCTA5 88043,1678,410,0,0,1235
ZCTA5 88044,4183,920,16,50,3109
ZCTA5 88045,3941,1340,141,0,2459
ZCTA5 88046,837,430,0,0,407
ZCTA5 88047,1840,334,0,0,1506
ZCTA5 88048,3631,204,0,0,3427
ZCTA5 88049,197,97,0,0,100
ZCTA5 88051,3,0,0,0,0
ZCTA5 88052,15,15,0,0,0
ZCTA5 88053,77,77,0,0,0
ZCTA5 88055,25,25,0,0,0
ZCTA5 88056,186,122,0,0,64
ZCTA5 88061,18504,9801,49,149,7863
ZCTA5 88063,12748,172,0,0,12572
ZCTA5 88065,840,416,0,0,424
ZCTA5 88072,2524,125,36,0,2363
ZCTA5 88081,14554,1830,337,7,12267
ZCTA5 88101,44140,22173,2680,638,17433
ZCTA5 88103,295,140,77,31,37
ZCTA5 88112,203,174,0,0,29
ZCTA5 88113,219,84,0,3,132
ZCTA5 88114,42,42,0,0,0
ZCTA5 88115,20,20,0,0,0
ZCTA5 88116,408,370,0,0,38
ZCTA5 88118,251,218,0,0,33
ZCTA5 88119,1949,1115,10,0,821
ZCTA5 88120,214,200,0,0,10
ZCTA5 88121,150,144,0,0,6
ZCTA5 88124,1108,1014,0,2,76
ZCTA5 88125,60,57,0,0,3
ZCTA5 88126,39,39,0,0,0
ZCTA5 88130,18237,9814,300,107,7445
ZCTA5 88132,297,265,0,0,32
ZCTA5 88134,40,40,0,0,0
ZCTA5 88135,1665,733,42,0,873
ZCTA5 88136,31,23,0,0,8
ZCTA5 88201,25362,14747,118,329,9363
ZCTA5 88203,31290,11667,271,84,18703
ZCTA5 88210,16785,7909,78,71,8469
ZCTA5 88220,33973,19049,499,241,13339
ZCTA5 88230,5152,1483,0,0,3525
ZCTA5 88231,3067,1731,0,0,1263
ZCTA5 88232,2341,741,88,0,1232
ZCTA5 88240,36871,14922,2452,6,18774
ZCTA5 88242,6084,4040,0,0,1944
ZCTA5 88250,138,80,0,0,47
ZCTA5 88252,2029,1100,10,0,883
ZCTA5 88253,840,287,0,0,534
ZCTA5 88254,167,167,0,0,0
ZCTA5 88255,31,26,0,0,0
ZCTA5 88256,1851,652,0,0,1135
ZCTA5 88260,14260,5118,245,29,8690
ZCTA5 88262,17,17,0,0,0
ZCTA5 88263,44,44,0,0,0
ZCTA5 88264,0,0,0,0,0
ZCTA5 88265,266,266,0,0,0
ZCTA5 88267,1054,727,0,0,321
ZCTA5 88268,0,0,0,0,0
ZCTA5 88301,1339,693,2,2,575
ZCTA5 88310,35994,22068,1576,692,10378
ZCTA5 88311,1069,835,0,0,234
ZCTA5 88312,2788,2278,0,12,452
ZCTA5 88314,302,172,0,0,130
ZCTA5 88316,2546,1903,22,6,521
ZCTA5 88317,1584,1401,0,0,143
ZCTA5 88318,373,332,0,0,36
ZCTA5 88321,99,14,0,0,85
ZCTA5 88323,0,0,0,0,0
ZCTA5 88324,248,54,0,0,193
ZCTA5 88325,865,743,0,0,113
ZCTA5 88330,3553,2111,479,57,673
ZCTA5 88336,191,70,0,0,114
ZCTA5 88337,2101,1754,0,0,347
ZCTA5 88338,112,100,0,0,6
ZCTA5 88339,746,574,0,0,76
ZCTA5 88340,3743,55,0,0,521
ZCTA5 88341,256,196,0,10,24
ZCTA5 88342,21,0,0,0,21
ZCTA5 88343,17,5,0,0,8
ZCTA5 88344,230,214,0,0,0
ZCTA5 88345,8835,6121,0,14,2145
ZCTA5 88346,3150,1564,0,0,1549
ZCTA5 88347,134,132,2,0,0
ZCTA5 88348,267,60,0,0,206
ZCTA5 88349,75,75,0,0,0
ZCTA5 88350,331,291,0,0,22
ZCTA5 88351,386,157,0,0,226
ZCTA5 88352,4874,2744,73,35,1898
ZCTA5 88353,481,67,0,0,414
ZCTA5 88354,106,106,0,0,0
ZCTA5 88355,0,0,0,0,0
ZCTA5 88401,6641,3009,44,49,3329
ZCTA5 88410,94,85,0,9,0
ZCTA5 88411,75,75,0,0,0
ZCTA5 88414,57,47,0,0,10
ZCTA5 88415,3443,1818,111,0,1385
ZCTA5 88416,171,171,0,0,0
ZCTA5 88417,38,38,0,0,0
ZCTA5 88418,398,263,0,0,135
ZCTA5 88419,318,292,0,0,19
ZCTA5 88421,0,0,0,0,0
ZCTA5 88422,53,52,0,0,1
ZCTA5 88424,79,28,0,0,51
ZCTA5 88426,1187,891,0,0,270
ZCTA5 88427,159,137,0,0,5
ZCTA5 88430,231,231,0,0,0
ZCTA5 88431,31,31,0,0,0
ZCTA5 88434,573,374,0,0,122
ZCTA5 88435,3389,616,81,1,2485
ZCTA5 88436,96,96,0,0,0
ZCTA5 89001,1452,1230,38,14,141
ZCTA5 89002,32853,24639,1413,1193,4271
ZCTA5 89003,1082,913,0,0,102
ZCTA5 89004,385,371,0,10,4
ZCTA5 89005,15318,13945,76,214,818
ZCTA5 89007,1054,650,0,0,390
ZCTA5 89008,1211,936,14,11,127
ZCTA5 89010,313,170,0,0,109
ZCTA5 89011,17341,10420,1155,1129,4187
ZCTA5 89012,27333,20605,1095,2130,2683
ZCTA5 89013,347,320,7,0,12
ZCTA5 89014,38209,23890,2552,2757,7233
ZCTA5 89015,38944,26967,2525,1034,7308
ZCTA5 89017,153,153,0,0,0
ZCTA5 89018,5897,2554,1435,110,1284
ZCTA5 89019,2172,1470,211,180,208
ZCTA5 89020,1134,674,0,0,460
ZCTA5 89021,2964,2367,208,0,309
ZCTA5 89022,91,91,0,0,0
ZCTA5 89025,864,532,0,0,140
ZCTA5 89026,361,147,140,15,45
ZCTA5 89027,14943,10028,114,143,4469
ZCTA5 89029,7226,5428,345,82,1148
ZCTA5 89030,51507,5168,8029,833,36553
ZCTA5 89031,60611,24472,11484,3942,17323
ZCTA5 89032,40168,10835,10303,2564,14381
ZCTA5 89039,170,154,3,0,13
ZCTA5 89040,3982,3290,23,8,608
ZCTA5 89042,1169,1084,0,0,0
ZCTA5 89043,1192,1001,89,0,91
ZCTA5 89044,13705,9642,391,1816,1278
ZCTA5 89045,1864,1416,0,110,303
ZCTA5 89046,383,342,0,0,22
ZCTA5 89047,159,152,0,0,7
ZCTA5 89048,20498,16808,302,349,2419
ZCTA5 89049,3359,2983,28,4,317
ZCTA5 89052,48182,32896,2571,5649,5126
ZCTA5 89054,125,90,0,0,35
ZCTA5 89060,10691,8212,448,46,1655
ZCTA5 89061,4658,3657,156,73,632
ZCTA5 89074,46392,32426,2353,4155,5903
ZCTA5 89081,27393,9638,5141,2666,8699
ZCTA5 89084,19555,9593,3667,2194,2529
ZCTA5 89085,3936,2074,454,219,854
ZCTA5 89086,3944,1267,1165,279,822
ZCTA5 89101,45812,9314,6008,1523,27669
ZCTA5 89102,39054,13581,2603,2419,19448
ZCTA5 89103,48598,20756,4963,5413,14848
ZCTA5 89104,38730,13038,2844,2276,19382
ZCTA5 89106,27976,4006,11164,679,11257
ZCTA5 89107,36174,13122,2066,2083,17062
ZCTA5 89108,66804,26031,7818,2835,25537
ZCTA5 89109,7477,3357,665,1196,2109
ZCTA5 89110,73437,19330,6757,3702,41470
ZCTA5 89113,22751,13623,1165,3805,3211
ZCTA5 89115,61983,14732,9513,1589,33964
ZCTA5 89117,55445,33745,4116,6557,8348
ZCTA5 89118,19326,8812,2635,4058,2882
ZCTA5 89119,43648,17916,5157,2861,16320
ZCTA5 89120,21780,12724,1321,807,6104
ZCTA5 89121,62611,30390,4862,3177,22150
ZCTA5 89122,44253,18364,4242,5974,14243
ZCTA5 89123,57558,33829,3642,5292,11376
ZCTA5 89124,801,725,2,35,35
ZCTA5 89128,37319,21340,3436,2045,8916
ZCTA5 89129,51374,32423,4150,3269,8873
ZCTA5 89130,30603,19612,4644,1244,3812
ZCTA5 89131,44719,29075,3701,2309,8176
ZCTA5 89134,25852,21486,951,1512,1458
ZCTA5 89135,23462,17553,852,2471,1967
ZCTA5 89138,12614,8340,536,1768,1485
ZCTA5 89139,30190,13289,2815,7368,4751
ZCTA5 89141,27233,13519,1749,5433,5011
ZCTA5 89142,31472,9267,2714,4520,14014
ZCTA5 89143,11046,6570,1278,511,2103
ZCTA5 89144,20006,12538,1139,3070,1992
ZCTA5 89145,22784,13681,1575,1442,4575
ZCTA5 89146,19032,9295,2268,1773,4673
ZCTA5 89147,49581,26013,4800,8274,8885
ZCTA5 89148,38131,19875,3163,7503,6649
ZCTA5 89149,30692,19899,3452,1830,4368
ZCTA5 89156,28368,10732,2884,1266,12190
ZCTA5 89161,53,32,0,0,21
ZCTA5 89166,7518,4114,659,491,1750
ZCTA5 89169,23372,7590,3173,1263,10664
ZCTA5 89178,24565,11600,1672,6506,3563
ZCTA5 89179,1689,1046,21,454,109
ZCTA5 89183,35847,17374,2222,5939,7890
ZCTA5 89191,1075,664,150,33,146
ZCTA5 89301,6424,4557,149,73,1002
ZCTA5 89310,555,217,0,27,3
ZCTA5 89311,82,82,0,0,0
ZCTA5 89314,214,45,0,2,5
ZCTA5 89316,1473,1300,12,0,98
ZCTA5 89317,650,497,26,0,127
ZCTA5 89318,1952,1761,0,0,109
ZCTA5 89319,599,590,0,0,9
ZCTA5 89402,0,0,0,0,0
ZCTA5 89403,13706,10915,0,35,2117
ZCTA5 89404,0,0,0,0,0
ZCTA5 89405,185,147,0,0,28
ZCTA5 89406,24904,19075,416,707,2954
ZCTA5 89408,18897,14858,189,210,2866
ZCTA5 89409,165,146,0,0,19
ZCTA5 89410,11009,9154,69,210,1188
ZCTA5 89411,874,633,0,0,241
ZCTA5 89412,252,238,0,0,14
ZCTA5 89413,370,366,0,0,4
ZCTA5 89414,234,234,0,0,0
ZCTA5 89415,4143,3227,130,112,350
ZCTA5 89418,243,239,0,0,4
ZCTA5 89419,5625,3545,317,30,1410
ZCTA5 89420,27,27,0,0,0
ZCTA5 89421,612,227,0,9,5
ZCTA5 89422,93,93,0,0,0
ZCTA5 89423,11048,9504,40,100,968
ZCTA5 89424,267,9,0,7,16
ZCTA5 89425,650,255,0,6,366
ZCTA5 89426,209,192,0,0,17
ZCTA5 89427,497,113,0,10,33
ZCTA5 89428,180,180,0,0,0
ZCTA5 89429,7310,5955,4,107,845
ZCTA5 89430,222,222,0,0,0
ZCTA5 89431,36449,17879,661,1538,14808
ZCTA5 89433,20228,11931,593,336,6600
ZCTA5 89434,25503,16515,739,1512,5381
ZCTA5 89436,35267,26550,309,2258,5098
ZCTA5 89438,0,0,0,0,0
ZCTA5 89439,1457,1420,0,0,37
ZCTA5 89440,734,655,13,1,1
ZCTA5 89441,11336,8988,168,60,948
ZCTA5 89442,862,258,0,0,11
ZCTA5 89444,2707,2068,2,5,573
ZCTA5 89445,15486,11316,27,130,3487
ZCTA5 89446,0,0,0,0,0
ZCTA5 89447,8828,6345,191,55,1343
ZCTA5 89448,1180,1133,3,6,32
ZCTA5 89449,2486,1668,0,41,742
ZCTA5 89450,119,119,0,0,0
ZCTA5 89451,8228,6166,11,282,1611
ZCTA5 89460,13521,11315,22,79,1160
ZCTA5 89501,2951,2106,118,395,299
ZCTA5 89502,44671,20790,1369,2020,18385
ZCTA5 89503,28887,20510,845,2332,4367
ZCTA5 89506,39826,25455,846,1468,10240
ZCTA5 89508,11804,9514,308,145,1314
ZCTA5 89509,33220,25633,425,1039,5172
ZCTA5 89510,1558,920,0,23,198
ZCTA5 89511,25127,21372,330,1341,1625
ZCTA5 89512,24088,10115,2313,1409,9239
ZCTA5 89519,8492,7174,107,712,269
ZCTA5 89521,23681,18064,266,2220,2304
ZCTA5 89523,31275,23917,596,1923,3596
ZCTA5 89701,26715,18287,853,553,6052
ZCTA5 89702,131,51,21,0,55
ZCTA5 89703,10452,8889,235,290,739
ZCTA5 89704,4517,4102,0,94,93
ZCTA5 89705,5080,4230,0,158,544
ZCTA5 89706,20413,14339,0,365,4823
ZCTA5 89801,21715,14309,243,340,5373
ZCTA5 89815,14374,12403,0,30,1435
ZCTA5 89820,5463,3860,1,0,1294
ZCTA5 89821,370,291,0,14,26
ZCTA5 89822,2838,2430,28,13,319
ZCTA5 89823,16,16,0,0,0
ZCTA5 89825,1131,292,0,0,839
ZCTA5 89826,102,77,0,0,0
ZCTA5 89828,293,163,0,0,130
ZCTA5 89830,231,231,0,0,0
ZCTA5 89831,25,25,0,0,0
ZCTA5 89832,1445,106,26,21,144
ZCTA5 89833,133,124,0,0,1
ZCTA5 89834,228,139,54,0,35
ZCTA5 89835,1651,1320,11,0,283
ZCTA5 89883,4484,1921,18,36,2430
ZCTA5 90001,54760,465,4819,48,49339
ZCTA5 90002,46509,345,12716,65,33232
ZCTA5 90003,66183,765,16430,115,48261
ZCTA5 90004,63932,10641,1973,17154,32551
ZCTA5 90005,41178,2925,2314,12739,22426
ZCTA5 90006,57912,2094,1807,9574,43989
ZCTA5 90007,42265,7459,4392,6240,23388
ZCTA5 90008,34429,583,25606,787,6171
ZCTA5 90010,3229,542,53,2027,471
ZCTA5 90011,101523,676,8571,522,91184
ZCTA5 90012,29298,3907,3236,13047,8207
ZCTA5 90013,8216,2396,2701,1269,1624
ZCTA5 90014,5204,1638,1255,1165,998
ZCTA5 90015,17957,1640,881,2160,13153
ZCTA5 90016,46871,1947,17711,1228,25191
ZCTA5 90017,22401,1916,1189,2801,16202
ZCTA5 90018,48212,1792,16700,1441,27271
ZCTA5 90019,63894,8673,14412,10368,28692
ZCTA5 90020,40596,4695,2043,18974,14167
ZCTA5 90021,2603,633,641,76,1165
ZCTA5 90022,67322,784,136,283,66025
ZCTA5 90023,44706,964,184,302,43124
ZCTA5 90024,49427,28100,1371,12961,4848
ZCTA5 90025,42653,22418,1457,9103,8178
ZCTA5 90026,70052,14111,1955,12340,40033
ZCTA5 90027,45491,27242,1406,6088,9852
ZCTA5 90028,27434,13789,1563,2404,8746
ZCTA5 90029,38563,7891,1343,5926,22651
ZCTA5 90031,39076,2010,408,10416,25839
ZCTA5 90032,48729,2991,814,5078,39362
ZCTA5 90033,49102,1049,584,2181,45009
ZCTA5 90034,59662,22854,5070,11367,17735
ZCTA5 90035,29113,20094,3077,1901,2877
ZCTA5 90036,36124,21855,2401,6620,3513
ZCTA5 90037,60639,772,12718,480,45985
ZCTA5 90038,30498,8233,1334,2314,17734
ZCTA5 90039,29262,10829,543,4627,12443
ZCTA5 90040,12862,308,126,192,12152
ZCTA5 90041,28857,8280,756,8015,10893
ZCTA5 90042,63424,9595,1357,7804,43257
ZCTA5 90043,44042,1092,28440,775,12103
ZCTA5 90044,88164,999,34523,652,51019
ZCTA5 90045,40150,20104,6039,5067,7078
ZCTA5 90046,49212,38248,1664,2416,4989
ZCTA5 90047,47550,714,32209,236,13668
ZCTA5 90048,20931,16993,596,1341,1382
