zip_merge,total_pop,white,black,asian,latino
ZCTA5 23882,2412,1156,1250,0,6
ZCTA5 23883,3011,1551,1412,0,26
ZCTA5 23884,59,38,20,0,1
ZCTA5 23885,2726,2210,366,0,123
ZCTA5 23887,423,355,68,0,0
ZCTA5 23888,2235,1145,1084,1,0
ZCTA5 23889,365,164,201,0,0
ZCTA5 23890,4365,1489,2858,0,8
ZCTA5 23891,1698,305,1264,0,129
ZCTA5 23893,273,214,59,0,0
ZCTA5 23894,775,694,81,0,0
ZCTA5 23897,428,320,80,0,28
ZCTA5 23898,2354,1651,688,0,0
ZCTA5 23899,347,239,104,0,0
ZCTA5 23901,16610,10481,5472,90,319
ZCTA5 23909,1792,1574,94,0,15
ZCTA5 23915,755,381,370,0,4
ZCTA5 23917,3850,1700,1980,0,97
ZCTA5 23919,2655,2270,385,0,0
ZCTA5 23920,3323,1479,1821,12,10
ZCTA5 23921,1152,823,302,27,0
ZCTA5 23922,1952,946,1003,0,3
ZCTA5 23923,2491,1210,1211,3,36
ZCTA5 23924,7190,4317,2711,72,20
ZCTA5 23927,3991,2657,1306,13,12
ZCTA5 23930,6300,3707,2246,3,321
ZCTA5 23934,758,435,281,0,0
ZCTA5 23936,9866,5145,4487,63,119
ZCTA5 23937,2142,1375,741,0,7
ZCTA5 23938,365,248,117,0,0
ZCTA5 23942,1125,995,88,0,23
ZCTA5 23943,260,235,5,3,3
ZCTA5 23944,4797,2467,1982,3,248
ZCTA5 23947,3967,2879,953,0,72
ZCTA5 23950,3793,1634,1741,4,375
ZCTA5 23952,174,114,60,0,0
ZCTA5 23954,2068,1198,829,0,41
ZCTA5 23958,3062,1639,1334,13,46
ZCTA5 23959,1480,1297,167,0,2
ZCTA5 23960,2324,1530,794,0,0
ZCTA5 23962,410,266,139,0,1
ZCTA5 23963,739,668,71,0,0
ZCTA5 23964,1296,814,463,0,6
ZCTA5 23966,1904,849,961,0,94
ZCTA5 23967,920,728,191,0,1
ZCTA5 23968,882,584,292,0,6
ZCTA5 23970,8466,4460,3574,134,180
ZCTA5 23974,4671,2617,1888,0,120
ZCTA5 23976,96,69,13,0,14
ZCTA5 24011,119,100,13,4,0
ZCTA5 24012,28507,19868,4679,624,2613
ZCTA5 24013,8306,6478,971,44,331
ZCTA5 24014,17026,15626,650,98,198
ZCTA5 24015,15157,12990,1029,295,279
ZCTA5 24016,8759,4043,3650,249,556
ZCTA5 24017,23638,6601,15450,269,764
ZCTA5 24018,37543,33119,1379,1671,723
ZCTA5 24019,26767,22864,2257,527,828
ZCTA5 24020,530,381,95,11,20
ZCTA5 24053,2745,2417,74,0,150
ZCTA5 24054,6805,4329,1985,30,288
ZCTA5 24055,13631,11464,1334,10,559
ZCTA5 24058,361,361,0,0,0
ZCTA5 24059,904,881,0,0,0
ZCTA5 24060,53290,43022,2026,5066,1830
ZCTA5 24064,4806,4581,34,166,0
ZCTA5 24065,6274,5914,295,0,1
ZCTA5 24066,4527,4289,141,19,57
ZCTA5 24067,2536,2099,110,0,290
ZCTA5 24069,2021,1178,785,44,3
ZCTA5 24070,1762,1667,95,0,0
ZCTA5 24072,1173,1132,0,0,0
ZCTA5 24073,28439,25683,1527,112,637
ZCTA5 24076,1192,1192,0,0,0
ZCTA5 24077,1131,1052,79,0,0
ZCTA5 24078,6685,4901,791,139,740
ZCTA5 24079,1514,1470,27,0,17
ZCTA5 24082,296,145,151,0,0
ZCTA5 24083,2080,1838,211,0,31
ZCTA5 24084,11873,10812,688,6,277
ZCTA5 24085,2103,1896,113,12,76
ZCTA5 24086,179,179,0,0,0
ZCTA5 24087,4974,4827,70,0,24
ZCTA5 24088,5100,4340,526,3,181
ZCTA5 24089,3043,2110,593,0,290
ZCTA5 24090,4547,4214,266,0,17
ZCTA5 24091,7128,6658,184,96,115
ZCTA5 24092,2816,2753,17,0,46
ZCTA5 24093,231,231,0,0,0
ZCTA5 24095,4032,3807,73,0,62
ZCTA5 24101,6419,5713,446,0,69
ZCTA5 24102,1824,1786,12,0,0
ZCTA5 24104,3473,3023,221,0,108
ZCTA5 24105,785,785,0,0,0
ZCTA5 24112,32653,18863,12146,193,1152
ZCTA5 24120,2056,1809,0,0,129
ZCTA5 24121,9671,9113,265,53,105
ZCTA5 24122,1773,1673,58,0,7
ZCTA5 24124,4951,4766,7,1,62
ZCTA5 24127,4161,4117,9,4,0
ZCTA5 24128,1782,1773,0,0,0
ZCTA5 24130,0,0,0,0,0
ZCTA5 24131,75,75,0,0,0
ZCTA5 24132,367,367,0,0,0
ZCTA5 24133,2903,2707,88,0,108
ZCTA5 24134,5430,5179,72,0,82
ZCTA5 24136,3400,3227,132,0,26
ZCTA5 24137,2788,2418,345,0,13
ZCTA5 24138,1555,1524,31,0,0
ZCTA5 24139,573,469,97,0,1
ZCTA5 24141,20143,18079,1082,257,304
ZCTA5 24142,3158,2519,373,76,143
ZCTA5 24147,898,868,10,0,20
ZCTA5 24148,8251,6648,1371,19,102
ZCTA5 24149,3398,3398,0,0,0
ZCTA5 24150,881,832,0,0,0
ZCTA5 24151,19041,15241,2629,181,778
ZCTA5 24153,35808,32040,2134,478,689
ZCTA5 24161,291,271,20,0,0
ZCTA5 24162,2113,2043,70,0,0
ZCTA5 24165,1431,933,431,0,67
ZCTA5 24167,129,129,0,0,0
ZCTA5 24168,267,267,0,0,0
ZCTA5 24171,7565,6691,758,0,99
ZCTA5 24174,2663,2588,34,0,30
ZCTA5 24175,9698,9211,187,81,116
ZCTA5 24176,1587,1512,74,0,1
ZCTA5 24179,18594,16624,905,96,652
ZCTA5 24184,4516,4200,230,41,45
ZCTA5 24185,1356,1296,0,0,0
ZCTA5 24201,16893,15240,1040,91,79
ZCTA5 24202,12727,12612,29,51,8
ZCTA5 24210,16028,15122,388,18,377
ZCTA5 24211,10072,9757,62,53,93
ZCTA5 24216,2904,2706,75,18,5
ZCTA5 24217,715,704,0,0,0
ZCTA5 24219,11858,10263,1238,103,152
ZCTA5 24220,857,857,0,0,0
ZCTA5 24221,814,803,0,0,0
ZCTA5 24224,7000,6871,17,0,15
ZCTA5 24225,1752,1752,0,0,0
ZCTA5 24226,1484,1410,50,5,14
ZCTA5 24228,6711,6571,39,0,13
ZCTA5 24230,8796,8367,178,9,183
ZCTA5 24236,3266,3180,2,0,38
ZCTA5 24237,1120,1120,0,0,0
ZCTA5 24239,126,126,0,0,0
ZCTA5 24243,2163,2140,23,0,0
ZCTA5 24244,5185,5015,100,0,0
ZCTA5 24245,1160,1145,0,4,11
ZCTA5 24246,190,190,0,0,0
ZCTA5 24248,2491,2441,0,0,0
ZCTA5 24250,1271,1270,0,0,1
ZCTA5 24251,9025,8693,64,39,154
ZCTA5 24256,3834,3802,0,15,0
ZCTA5 24258,1716,1716,0,0,0
ZCTA5 24260,6717,6645,35,0,0
ZCTA5 24263,6161,6104,26,20,11
ZCTA5 24265,1218,1215,0,0,3
ZCTA5 24266,8997,8429,345,81,12
ZCTA5 24269,467,467,0,0,0
ZCTA5 24270,692,692,0,0,0
ZCTA5 24271,2432,2397,2,0,33
ZCTA5 24272,540,540,0,0,0
ZCTA5 24273,6194,5803,283,16,0
ZCTA5 24277,7545,6127,903,5,324
ZCTA5 24279,6405,5783,433,16,24
ZCTA5 24280,717,716,1,0,0
ZCTA5 24281,2562,2554,0,0,8
ZCTA5 24282,677,677,0,0,0
ZCTA5 24283,2409,2337,30,10,5
ZCTA5 24290,2331,2303,0,0,6
ZCTA5 24292,587,584,0,0,3
ZCTA5 24293,10295,9977,86,48,151
ZCTA5 24301,13882,12435,985,156,160
ZCTA5 24311,1828,1691,0,0,72
ZCTA5 24312,2448,2448,0,0,0
ZCTA5 24313,1027,1027,0,0,0
ZCTA5 24314,1516,1511,5,0,0
ZCTA5 24315,3272,3107,153,3,9
ZCTA5 24316,15,15,0,0,0
ZCTA5 24317,4111,3992,119,0,0
ZCTA5 24318,749,733,0,0,0
ZCTA5 24319,7532,7128,79,10,255
ZCTA5 24322,204,204,0,0,0
ZCTA5 24323,694,694,0,0,0
ZCTA5 24324,1753,1673,0,0,0
ZCTA5 24325,1311,1287,0,0,24
ZCTA5 24326,872,714,2,0,49
ZCTA5 24328,1918,1918,0,0,0
ZCTA5 24330,3766,3655,0,3,76
ZCTA5 24333,18171,16271,598,0,1180
ZCTA5 24340,5734,5490,38,41,121
ZCTA5 24343,8532,8105,0,0,320
ZCTA5 24347,1847,1831,0,0,0
ZCTA5 24348,4436,4083,97,0,236
ZCTA5 24350,1225,1170,30,0,12
ZCTA5 24351,491,491,0,0,0
ZCTA5 24352,862,724,9,21,108
ZCTA5 24354,15187,14453,463,17,105
ZCTA5 24360,6577,6056,347,1,173
ZCTA5 24361,5324,4936,132,70,52
ZCTA5 24363,1167,1155,12,0,0
ZCTA5 24366,858,780,78,0,0
ZCTA5 24368,4931,4904,11,0,3
ZCTA5 24370,6605,6347,0,61,108
ZCTA5 24374,1044,1044,0,0,0
ZCTA5 24375,1628,1548,80,0,0
ZCTA5 24377,320,310,0,0,0
ZCTA5 24378,1347,1343,0,0,2
ZCTA5 24380,2289,2179,0,0,110
ZCTA5 24381,3421,3249,116,0,55
ZCTA5 24382,13368,12323,842,41,118
ZCTA5 24401,35116,30120,3364,100,859
ZCTA5 24411,126,126,0,0,0
ZCTA5 24412,152,152,0,0,0
ZCTA5 24413,160,160,0,0,0
ZCTA5 24415,44,35,9,0,0
ZCTA5 24416,8611,7848,535,1,15
ZCTA5 24421,3451,3289,115,0,0
ZCTA5 24422,6878,6222,535,30,14
ZCTA5 24426,14076,12690,859,72,214
ZCTA5 24430,4997,3395,1417,42,96
ZCTA5 24431,2422,2392,0,0,30
ZCTA5 24432,309,309,0,0,0
ZCTA5 24433,51,51,0,0,0
ZCTA5 24435,2256,1953,38,0,265
ZCTA5 24437,703,703,0,0,0
ZCTA5 24439,1188,1153,4,0,31
ZCTA5 24440,2423,2276,126,8,13
ZCTA5 24441,7064,6614,194,13,196
ZCTA5 24442,163,163,0,0,0
ZCTA5 24445,2207,1997,95,38,77
ZCTA5 24448,437,366,30,0,0
ZCTA5 24450,16826,14847,747,309,536
ZCTA5 24457,379,274,105,0,0
ZCTA5 24458,450,450,0,0,0
ZCTA5 24459,763,732,0,0,31
ZCTA5 24460,1496,1374,81,0,41
ZCTA5 24464,262,262,0,0,0
ZCTA5 24465,1404,1364,0,0,6
ZCTA5 24467,2263,2227,19,0,0
ZCTA5 24471,1044,1033,11,0,0
ZCTA5 24472,1595,1593,0,0,2
ZCTA5 24473,1095,1078,17,0,0
ZCTA5 24474,599,599,0,0,0
ZCTA5 24476,291,291,0,0,0
ZCTA5 24477,10004,9478,273,1,87
ZCTA5 24479,1332,1307,0,25,0
ZCTA5 24482,5000,4581,61,112,223
ZCTA5 24483,991,842,0,130,0
ZCTA5 24484,1044,1038,3,0,3
ZCTA5 24485,370,346,0,0,24
ZCTA5 24486,3337,3031,48,0,213
ZCTA5 24487,262,262,0,0,0
ZCTA5 24501,26799,16163,9271,143,380
ZCTA5 24502,43202,32798,6309,1673,1856
ZCTA5 24503,19521,16682,2227,96,266
ZCTA5 24504,10623,3942,6212,67,44
ZCTA5 24517,5798,4005,1367,148,37
ZCTA5 24520,2316,1490,796,0,30
ZCTA5 24521,10893,8438,1871,8,143
ZCTA5 24522,9205,7214,1702,23,54
ZCTA5 24523,19073,15815,2434,22,243
ZCTA5 24526,1456,1304,99,0,41
ZCTA5 24527,2943,1759,1153,0,31
ZCTA5 24528,3292,2226,1031,0,9
ZCTA5 24529,1317,828,394,0,94
ZCTA5 24530,979,673,200,0,28
ZCTA5 24531,9132,6033,2774,6,213
ZCTA5 24534,1689,845,777,21,7
ZCTA5 24536,61,61,0,0,0
ZCTA5 24538,4798,3556,1203,22,0
ZCTA5 24539,33,33,0,0,0
ZCTA5 24540,32120,18287,12399,176,798
ZCTA5 24541,28768,16198,11119,250,897
ZCTA5 24549,4634,4126,461,0,22
ZCTA5 24550,7208,6035,890,35,132
ZCTA5 24551,20425,18074,1309,519,427
ZCTA5 24553,2172,2004,152,0,0
ZCTA5 24554,3403,2661,670,0,14
ZCTA5 24555,2393,2085,265,0,20
ZCTA5 24556,3352,2950,260,0,92
ZCTA5 24557,7632,5521,1972,19,70
ZCTA5 24558,6731,3838,2822,19,7
ZCTA5 24562,456,456,0,0,0
ZCTA5 24563,5697,4265,1305,38,59
ZCTA5 24565,1175,412,547,0,216
ZCTA5 24566,1236,1083,62,0,20
ZCTA5 24569,1129,730,317,0,2
ZCTA5 24570,0,0,0,0,0
ZCTA5 24571,1791,1408,216,0,167
ZCTA5 24572,15674,11180,3543,158,406
ZCTA5 24574,3539,2720,616,0,91
ZCTA5 24577,4744,2828,1791,14,52
ZCTA5 24578,814,767,34,0,0
ZCTA5 24579,1402,1295,75,5,0
ZCTA5 24580,688,603,64,0,21
ZCTA5 24581,0,0,0,0,0
ZCTA5 24586,5656,4379,1065,0,103
ZCTA5 24588,9093,7187,1594,0,149
ZCTA5 24589,2413,1423,868,22,70
ZCTA5 24590,8185,7019,823,135,153
ZCTA5 24592,14230,8334,5243,78,378
ZCTA5 24593,1710,1352,358,0,0
ZCTA5 24594,1740,1214,480,0,31
ZCTA5 24595,895,831,6,15,34
ZCTA5 24597,1172,981,158,0,33
ZCTA5 24598,2104,1521,559,0,12
ZCTA5 24599,390,373,0,0,0
ZCTA5 24601,81,81,0,0,0
ZCTA5 24602,891,869,0,0,0
ZCTA5 24603,1391,1391,0,0,0
ZCTA5 24604,285,173,42,0,70
ZCTA5 24605,9189,8569,369,27,17
ZCTA5 24606,448,448,0,0,0
ZCTA5 24607,338,338,0,0,0
ZCTA5 24609,7084,7037,32,0,0
ZCTA5 24612,224,224,0,0,0
ZCTA5 24613,553,533,0,0,0
ZCTA5 24614,7798,7360,143,167,11
ZCTA5 24620,2952,2946,0,0,0
ZCTA5 24622,1113,1113,0,0,0
ZCTA5 24628,114,114,0,0,0
ZCTA5 24630,7418,6956,348,0,25
ZCTA5 24631,2469,2238,186,7,27
ZCTA5 24634,605,605,0,0,0
ZCTA5 24635,1079,901,168,10,0
ZCTA5 24637,3733,3547,78,67,0
ZCTA5 24639,4435,4258,174,3,0
ZCTA5 24641,5889,5614,1,135,35
ZCTA5 24646,516,516,0,0,0
ZCTA5 24649,2670,2670,0,0,0
ZCTA5 24651,5371,4960,286,20,0
ZCTA5 24656,3375,3281,0,0,25
ZCTA5 24657,370,370,0,0,0
ZCTA5 24701,20383,16890,2718,145,291
ZCTA5 24712,2045,1988,24,5,20
ZCTA5 24714,247,247,0,0,0
ZCTA5 24715,671,659,12,0,0
ZCTA5 24716,327,327,0,0,0
ZCTA5 24719,426,426,0,0,0
ZCTA5 24724,104,80,24,0,0
ZCTA5 24726,653,627,26,0,0
ZCTA5 24729,124,124,0,0,0
ZCTA5 24731,160,160,0,0,0
ZCTA5 24733,563,557,0,0,0
ZCTA5 24736,1004,858,25,0,0
ZCTA5 24737,209,209,0,0,0
ZCTA5 24738,253,253,0,0,0
ZCTA5 24740,31064,29472,782,224,168
ZCTA5 24747,2901,2894,7,0,0
ZCTA5 24801,4441,3854,461,8,69
ZCTA5 24808,830,800,30,0,0
ZCTA5 24811,438,438,0,0,0
ZCTA5 24813,413,413,0,0,0
ZCTA5 24815,481,472,0,0,0
ZCTA5 24816,133,133,0,0,0
ZCTA5 24817,974,959,0,15,0
ZCTA5 24818,2016,2016,0,0,0
ZCTA5 24822,757,757,0,0,0
ZCTA5 24823,508,508,0,0,0
ZCTA5 24826,501,501,0,0,0
ZCTA5 24827,1254,1254,0,0,0
ZCTA5 24828,971,971,0,0,0
ZCTA5 24830,127,105,22,0,0
ZCTA5 24831,160,160,0,0,0
ZCTA5 24834,702,702,0,0,0
ZCTA5 24836,589,413,167,0,0
ZCTA5 24839,963,963,0,0,0
ZCTA5 24843,58,58,0,0,0
ZCTA5 24844,1720,1653,3,0,0
ZCTA5 24845,180,180,0,0,0
ZCTA5 24846,184,184,0,0,0
ZCTA5 24847,289,289,0,0,0
ZCTA5 24848,159,159,0,0,0
ZCTA5 24849,233,233,0,0,0
ZCTA5 24850,717,710,0,0,0
ZCTA5 24851,290,290,0,0,0
ZCTA5 24853,1031,592,439,0,0
ZCTA5 24854,641,641,0,0,0
ZCTA5 24857,703,703,0,0,0
ZCTA5 24860,462,440,0,0,0
ZCTA5 24861,294,133,161,0,0
ZCTA5 24862,463,463,0,0,0
ZCTA5 24866,74,74,0,0,0
ZCTA5 24867,284,284,0,0,0
ZCTA5 24868,2130,1312,796,0,0
ZCTA5 24869,542,542,0,0,0
ZCTA5 24870,3314,3195,0,0,0
ZCTA5 24871,265,265,0,0,0
ZCTA5 24872,695,695,0,0,0
ZCTA5 24873,680,680,0,0,0
ZCTA5 24874,2684,2655,25,0,0
ZCTA5 24878,407,407,0,0,0
ZCTA5 24879,676,676,0,0,0
ZCTA5 24880,204,204,0,0,0
ZCTA5 24881,604,604,0,0,0
ZCTA5 24882,569,569,0,0,0
ZCTA5 24884,283,274,0,0,9
ZCTA5 24887,165,22,143,0,0
ZCTA5 24888,266,239,27,0,0
ZCTA5 24892,1511,1511,0,0,0
ZCTA5 24894,120,120,0,0,0
ZCTA5 24898,143,143,0,0,0
ZCTA5 24901,8581,7891,228,48,299
ZCTA5 24910,5435,4608,473,50,158
ZCTA5 24915,469,468,0,0,1
ZCTA5 24916,614,614,0,0,0
ZCTA5 24918,1573,1513,0,0,60
ZCTA5 24920,362,360,0,0,0
ZCTA5 24924,361,361,0,0,0
ZCTA5 24925,811,693,0,0,0
ZCTA5 24927,234,210,0,0,0
ZCTA5 24931,1454,1454,0,0,0
ZCTA5 24934,402,402,0,0,0
ZCTA5 24935,614,586,0,28,0
ZCTA5 24938,1766,1766,0,0,0
ZCTA5 24941,1365,1342,0,0,5
ZCTA5 24944,499,499,0,0,0
ZCTA5 24945,545,545,0,0,0
ZCTA5 24946,1747,1690,32,0,4
ZCTA5 24951,1488,1488,0,0,0
ZCTA5 24954,3714,3630,6,19,33
ZCTA5 24957,279,198,0,0,0
ZCTA5 24962,155,155,0,0,0
ZCTA5 24963,3248,3202,0,0,0
ZCTA5 24966,970,917,40,0,0
ZCTA5 24970,5077,4872,148,0,17
ZCTA5 24974,219,219,0,0,0
ZCTA5 24976,1519,1478,25,0,0
ZCTA5 24977,359,359,0,0,0
ZCTA5 24981,725,582,62,0,81
ZCTA5 24983,2516,2360,59,0,0
ZCTA5 24984,103,103,0,0,0
ZCTA5 24986,5131,4593,483,4,13
ZCTA5 24991,738,729,0,0,0
ZCTA5 25002,328,328,0,0,0
ZCTA5 25003,2079,2061,9,0,0
ZCTA5 25005,218,218,0,0,0
ZCTA5 25007,205,205,0,0,0
ZCTA5 25008,237,237,0,0,0
ZCTA5 25009,955,953,0,0,2
ZCTA5 25011,1044,1015,0,0,0
ZCTA5 25015,4856,4540,11,6,0
ZCTA5 25019,550,542,0,0,0
ZCTA5 25021,312,312,0,0,0
ZCTA5 25022,144,144,0,0,0
ZCTA5 25024,771,726,0,0,45
ZCTA5 25025,175,141,0,0,0
ZCTA5 25028,311,311,0,0,0
ZCTA5 25030,454,454,0,0,0
ZCTA5 25031,1046,983,41,0,12
ZCTA5 25033,2025,1982,0,0,41
ZCTA5 25035,1130,934,0,0,8
ZCTA5 25036,693,615,64,0,7
ZCTA5 25039,1392,1085,3,0,0
ZCTA5 25040,395,388,0,0,0
ZCTA5 25043,1657,1652,3,0,2
ZCTA5 25044,460,460,0,0,0
ZCTA5 25045,6182,5854,2,0,0
ZCTA5 25047,389,389,0,0,0
ZCTA5 25048,13,13,0,0,0
ZCTA5 25049,936,936,0,0,0
ZCTA5 25051,147,114,0,0,33
ZCTA5 25053,4925,4869,3,4,0
ZCTA5 25054,239,227,0,0,0
ZCTA5 25057,62,28,34,0,0
ZCTA5 25059,726,726,0,0,0
ZCTA5 25060,560,560,0,0,0
ZCTA5 25061,295,285,0,0,10
ZCTA5 25062,110,110,0,0,0
ZCTA5 25063,1468,1459,0,0,0
ZCTA5 25064,9603,7738,1193,100,292
ZCTA5 25067,1349,1188,25,3,46
ZCTA5 25070,1986,1885,0,3,75
ZCTA5 25071,10835,10166,20,11,28
ZCTA5 25075,854,735,0,0,0
ZCTA5 25076,280,280,0,0,0
ZCTA5 25081,1464,1464,0,0,0
ZCTA5 25082,1431,1431,0,0,0
ZCTA5 25083,798,665,0,0,0
ZCTA5 25085,862,849,0,0,0
ZCTA5 25086,758,697,8,0,0
ZCTA5 25088,29,15,14,0,0
ZCTA5 25090,93,93,0,0,0
ZCTA5 25093,207,207,0,0,0
ZCTA5 25102,336,252,15,0,0
ZCTA5 25103,308,299,0,0,0
ZCTA5 25106,877,842,0,0,15
ZCTA5 25107,480,480,0,0,0
ZCTA5 25108,290,290,0,0,0
ZCTA5 25109,594,594,0,0,0
ZCTA5 25110,653,529,0,0,0
ZCTA5 25111,697,697,0,0,0
ZCTA5 25112,93,38,18,0,6
ZCTA5 25113,1095,1082,1,0,12
ZCTA5 25114,648,648,0,0,0
ZCTA5 25115,274,271,0,0,0
ZCTA5 25118,1291,1211,65,0,15
ZCTA5 25119,622,589,33,0,0
ZCTA5 25121,1030,918,112,0,0
ZCTA5 25123,3090,3071,0,0,0
ZCTA5 25124,1199,1199,0,0,0
ZCTA5 25125,950,856,0,0,0
ZCTA5 25126,0,0,0,0,0
ZCTA5 25130,3296,3134,107,0,13
ZCTA5 25132,452,437,0,0,0
ZCTA5 25133,899,892,0,0,0
ZCTA5 25134,232,206,0,0,0
ZCTA5 25136,2201,1666,283,63,26
ZCTA5 25139,306,306,0,0,0
ZCTA5 25140,1050,1050,0,0,0
ZCTA5 25141,328,328,0,0,0
ZCTA5 25142,549,549,0,0,0
ZCTA5 25143,9140,8567,236,6,187
ZCTA5 25148,159,118,41,0,0
ZCTA5 25149,417,417,0,0,0
ZCTA5 25152,164,160,0,0,0
ZCTA5 25154,954,954,0,0,0
ZCTA5 25156,164,52,20,0,0
ZCTA5 25159,5012,4594,397,3,0
ZCTA5 25160,414,349,0,0,0
ZCTA5 25161,463,463,0,0,0
ZCTA5 25162,418,399,5,0,0
ZCTA5 25164,1299,1299,0,0,0
ZCTA5 25165,555,555,0,0,0
ZCTA5 25168,2160,2160,0,0,0
ZCTA5 25169,266,266,0,0,0
ZCTA5 25173,309,255,47,0,0
ZCTA5 25174,517,517,0,0,0
ZCTA5 25177,24503,23106,632,24,291
ZCTA5 25180,179,179,0,0,0
ZCTA5 25181,2043,1994,49,0,0
ZCTA5 25183,0,0,0,0,0
ZCTA5 25185,621,411,188,0,22
ZCTA5 25186,1232,1133,81,0,4
ZCTA5 25187,621,621,0,0,0
ZCTA5 25193,643,633,0,0,0
ZCTA5 25201,12,12,0,0,0
ZCTA5 25202,1321,1216,0,0,27
ZCTA5 25203,96,96,0,0,0
ZCTA5 25204,384,384,0,0,0
ZCTA5 25205,268,268,0,0,0
ZCTA5 25206,465,465,0,0,0
ZCTA5 25208,907,907,0,0,0
ZCTA5 25209,1373,1373,0,0,0
ZCTA5 25211,227,227,0,0,0
ZCTA5 25213,5220,5101,10,9,10
ZCTA5 25214,587,587,0,0,0
ZCTA5 25234,1608,1559,7,0,0
ZCTA5 25235,865,865,0,0,0
ZCTA5 25239,1562,1562,0,0,0
ZCTA5 25241,1433,1433,0,0,0
ZCTA5 25243,1022,797,0,0,0
ZCTA5 25244,683,675,0,0,0
ZCTA5 25245,1028,1028,0,0,0
ZCTA5 25247,871,871,0,0,0
ZCTA5 25248,3676,3483,0,0,91
ZCTA5 25251,352,352,0,0,0
ZCTA5 25252,1354,1211,37,0,0
ZCTA5 25253,1709,1702,0,0,0
ZCTA5 25259,1157,1024,0,4,0
ZCTA5 25260,2063,1987,0,3,0
ZCTA5 25261,218,218,0,0,0
ZCTA5 25262,1211,1211,0,0,0
ZCTA5 25264,377,377,0,0,0
ZCTA5 25265,1619,1597,6,0,0
ZCTA5 25266,960,895,0,0,0
ZCTA5 25267,543,509,0,0,34
ZCTA5 25268,677,659,0,0,0
ZCTA5 25270,917,893,0,3,2
ZCTA5 25271,8863,8672,21,0,5
ZCTA5 25275,2294,2253,0,0,41
ZCTA5 25276,7354,6967,1,0,110
ZCTA5 25285,456,446,0,0,0
ZCTA5 25286,1405,1296,0,0,5
ZCTA5 25287,1103,1092,7,0,0
ZCTA5 25301,2459,1705,491,96,33
ZCTA5 25302,15749,12959,1455,186,147
ZCTA5 25303,7192,6445,411,111,31
ZCTA5 25304,9084,8110,286,220,271
ZCTA5 25305,0,0,0,0,0
ZCTA5 25306,6228,5522,365,0,17
ZCTA5 25309,12053,10547,793,182,156
ZCTA5 25311,10472,8451,929,67,189
ZCTA5 25312,14661,12336,1081,12,49
ZCTA5 25313,13327,12389,447,258,150
ZCTA5 25314,15281,13836,289,573,103
ZCTA5 25315,3650,3173,75,0,6
ZCTA5 25320,7193,6819,10,0,16
ZCTA5 25401,14694,11510,1979,21,622
ZCTA5 25403,12437,10190,1063,186,725
ZCTA5 25404,20167,17007,1497,251,850
ZCTA5 25405,11456,9292,1145,130,352
ZCTA5 25411,12782,12406,60,28,72
ZCTA5 25413,7720,7073,242,33,136
ZCTA5 25414,17585,14645,1340,288,837
ZCTA5 25419,9078,8495,172,65,262
ZCTA5 25420,3970,3800,21,0,65
ZCTA5 25422,1608,1446,64,20,78
ZCTA5 25425,11910,10950,293,2,310
ZCTA5 25427,14185,13595,75,8,270
ZCTA5 25428,9049,7937,556,86,315
ZCTA5 25430,8937,7708,303,173,501
ZCTA5 25431,261,237,0,0,24
ZCTA5 25432,285,264,21,0,0
ZCTA5 25434,2701,2624,4,0,28
ZCTA5 25437,257,241,0,0,16
ZCTA5 25438,5904,4238,969,12,516
ZCTA5 25442,1951,1686,121,12,54
ZCTA5 25443,6999,6082,323,99,313
ZCTA5 25444,299,299,0,0,0
ZCTA5 25446,1418,1253,51,7,107
ZCTA5 25501,1287,1287,0,0,0
ZCTA5 25502,1157,1157,0,0,0
ZCTA5 25503,758,758,0,0,0
ZCTA5 25504,12719,12260,88,91,57
ZCTA5 25505,349,349,0,0,0
ZCTA5 25506,4849,4794,44,7,4
ZCTA5 25507,1229,1229,0,0,0
ZCTA5 25508,8994,8919,17,0,20
ZCTA5 25510,5500,5421,43,17,0
ZCTA5 25511,985,866,0,0,100
ZCTA5 25512,962,953,0,0,9
ZCTA5 25514,3701,3599,2,0,0
ZCTA5 25515,2458,2424,0,0,34
ZCTA5 25517,2472,2464,0,8,0
ZCTA5 25520,1603,1522,0,0,52
ZCTA5 25521,1197,1182,15,0,0
ZCTA5 25523,2535,2501,0,4,6
ZCTA5 25524,3337,3222,9,22,0
ZCTA5 25526,21988,21082,166,331,223
ZCTA5 25529,1012,1004,8,0,0
ZCTA5 25530,5617,5608,2,0,0
ZCTA5 25534,222,222,0,0,0
ZCTA5 25535,2843,2811,0,32,0
ZCTA5 25537,1443,1437,6,0,0
ZCTA5 25540,209,209,0,0,0
ZCTA5 25541,8871,8720,0,59,16
ZCTA5 25545,4199,4174,23,0,0
ZCTA5 25547,1186,1186,0,0,0
ZCTA5 25550,9185,8756,158,0,55
ZCTA5 25555,2184,2130,0,0,54
ZCTA5 25557,1532,1532,0,0,0
ZCTA5 25559,1846,1788,0,0,58
ZCTA5 25560,8443,8299,15,23,12
ZCTA5 25564,1166,1166,0,0,0
ZCTA5 25565,579,579,0,0,0
ZCTA5 25567,1388,1388,0,0,0
ZCTA5 25570,7152,7053,0,24,36
ZCTA5 25571,2391,2322,0,0,13
ZCTA5 25573,998,998,0,0,0
ZCTA5 25601,6032,5483,191,70,73
ZCTA5 25606,607,520,70,0,0
ZCTA5 25607,1076,1001,42,0,0
ZCTA5 25608,1224,1218,0,0,0
