"white","W8","dep_soc","dep_soc2","dep_pol","dep_power","dep_econ","wpb2a_UK","wpb3d_UK","vote_campaign","right_wing","age","college","female","own_home","married","soc","soc30","power","power30","pol","pol30","econ","econ30"
0,0.718529082584492,NA,NA,NA,NA,NA,98,99,0,0,3,0,0,NA,0,2,NA,3,NA,NA,NA,NA,NA
1,0.591042786620295,0,-1,1,2,-1,1,2,1,1,4,1,0,NA,1,3,3,7,5,6,5,8,9
1,0.632532752106522,-2,-2,-3,0,1,1,1,1,1,4,0,0,NA,1,2,4,3,3,5,8,4,3
1,1.7083012206372,-1,-1,0,0,-1,2,3,1,1,3,0,0,NA,1,2,3,5,5,2,2,5,6
1,1.15452380826748,NA,NA,3,1,6,3,1,1,1,2,1,1,NA,0,1,NA,1,0,3,0,7,1
1,1.32973062525147,1,1,3,5,1,2,6,0,0,3,1,1,0,0,3,2,9,4,6,3,1,0
1,1.07104605517842,-1,-1,-1,-1,-1,1,1,1,1,3,1,0,NA,0,2,3,5,6,4,5,3,4
1,0.785060061409823,0,0,-1,-1,1,3,2,1,1,3,1,0,NA,0,3,3,6,7,4,5,6,5
1,0.676780447629384,-1,-1,-3,-3,-1,4,9,1,1,3,0,0,NA,1,1,2,7,10,1,4,0,1
1,0.824084194459637,NA,NA,0,0,0,2,4,1,1,4,1,1,NA,0,3,NA,7,7,7,7,7,7
1,0.730641184290096,-3,-3,-7,-9,0,2,9,2,2,3,0,1,0,0,1,4,0,9,0,7,0,0
1,0.882951241109152,NA,NA,-2,-2,3,4,11,1,1,4,1,1,NA,0,2,NA,4,6,4,6,7,4
0,1.11688191319393,NA,NA,1,-3,-3,1,1,1,1,3,1,1,NA,0,2,NA,2,5,3,2,5,8
1,0.702902982766807,0,0,0,1,-1,2,1,1,1,4,1,1,NA,0,2,2,4,3,5,5,6,7
1,0.891736155746445,0,0,0,3,5,2,8,1,1,3,1,0,NA,1,3,3,8,5,8,8,8,3
1,0.88119667486327,NA,NA,0,-3,-1,7,1,1,1,3,1,0,0,0,1,NA,2,5,5,5,0,1
1,1.82214962975138,1,1,NA,NA,NA,1,1,0,0,2,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA
1,1.56038916828175,0,0,0,2,1,4,9,1,0,3,0,0,0,0,2,2,7,5,5,5,7,6
1,0.724990610074118,-1,1,-1,0,0,1,5,0,0,3,0,1,NA,1,2,3,5,5,4,5,5,5
1,0.784783348441366,NA,NA,-5,-5,-2,2,4,1,1,4,0,0,NA,1,2,NA,3,8,2,7,5,7
1,0.834398168808464,1,1,0,1,-3,98,1,1,1,3,1,0,NA,0,3,2,6,5,3,3,3,6
0,0.79248673134429,NA,0,0,0,NA,4,9,1,1,3,1,0,1,1,NA,1,0,0,0,0,0,NA
1,0.69509804222059,0,0,2,1,4,2,1,1,1,3,1,1,NA,1,2,2,5,4,3,1,7,3
1,0.946158616260204,-3,0,-5,-7,-7,4,11,2,1,3,0,0,NA,1,1,4,3,10,5,10,0,7
1,0.893175675990236,-1,-1,-5,-2,NA,98,2,1,1,2,1,0,0,1,2,3,3,5,3,8,4,NA
1,0.640678171345648,-2,0,-1,0,0,1,1,1,1,3,0,0,NA,1,2,4,1,1,2,3,5,5
1,1.62660091253352,NA,NA,4,4,5,2,1,1,1,4,0,1,NA,1,3,NA,9,5,9,5,8,3
1,0.82500823228481,NA,NA,NA,NA,NA,1,1,1,1,3,0,0,NA,0,NA,NA,1,NA,2,NA,5,NA
1,0.784276844430837,0,0,-2,4,2,4,11,1,1,4,0,0,NA,1,1,1,8,4,2,4,3,1
1,0.831055120351767,NA,0,-2,-1,1,2,1,1,1,4,0,0,NA,1,NA,3,5,6,6,8,5,4
1,1.28184797342683,-1,-1,-5,0,0,1,1,0,0,2,0,0,1,1,2,3,5,5,5,10,5,5
1,0.720848334418066,NA,NA,NA,NA,NA,98,99,0,0,4,0,1,1,0,1,NA,10,NA,8,NA,NA,NA
1,0.724274793568027,0,0,-1,0,-6,1,1,1,1,3,0,0,0,0,1,1,8,8,8,9,2,8
1,0.940163999760457,-3,-3,-3,-3,-4,1,1,1,1,4,0,1,NA,1,1,4,4,7,3,6,4,8
1,0.909161965146678,-1,-1,NA,NA,NA,2,1,1,1,3,1,1,NA,0,2,3,6,NA,5,NA,4,NA
1,0.71987348225027,0,0,2,-3,0,98,1,1,1,2,1,0,0,1,4,4,3,6,7,5,6,6
1,0.951439494362227,1,1,3,1,3,2,5,1,1,3,0,1,1,1,2,1,1,0,4,1,5,2
1,1.19320060287113,2,2,0,2,2,2,1,1,1,3,0,0,NA,1,3,1,6,4,5,5,5,3
1,0.882951241109152,NA,NA,-2,1,2,2,8,1,1,4,0,1,NA,1,2,NA,3,2,5,7,4,2
1,0.862465772095018,NA,NA,NA,NA,-10,2,1,1,1,4,1,0,NA,1,NA,NA,2,NA,NA,NA,0,10
1,0.967966463457689,NA,NA,-1,0,-3,98,1,1,2,4,0,1,NA,1,NA,NA,3,3,2,3,3,6
1,1.22815387498157,-1,-1,0,-1,0,2,9,1,1,4,1,1,NA,1,2,3,5,6,5,5,5,5
1,1.23584478653712,NA,NA,3,NA,-1,7,1,1,1,1,1,1,NA,0,2,NA,3,NA,4,1,6,7
1,1.37366267269227,NA,NA,-9,1,0,1,1,1,1,2,0,0,NA,1,3,NA,2,1,1,10,5,5
1,0.797132009388708,NA,NA,-3,-5,0,4,11,1,1,4,0,1,NA,0,1,NA,2,7,5,8,3,3
1,0.825560689722827,NA,NA,NA,NA,NA,99,1,1,1,2,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA
1,0.818207332680788,-1,-1,0,0,2,1,1,1,1,3,0,1,NA,0,1,2,3,3,2,2,3,1
1,0.716593175715596,-1,-1,-5,1,-3,1,1,1,1,3,0,0,NA,1,2,3,5,4,1,6,2,5
1,0.943869163451584,NA,NA,0,0,2,2,4,1,1,4,1,1,NA,1,NA,NA,5,5,5,5,2,0
1,1.62136749938853,NA,NA,NA,NA,NA,98,5,1,1,3,0,0,1,1,1,NA,NA,NA,3,NA,4,NA
1,0.563723557624241,0,0,-1,-1,1,1,1,1,1,3,0,0,NA,1,2,2,7,8,5,6,5,4
1,1.19633924417962,NA,NA,2,3,3,2,1,1,1,4,0,1,NA,0,1,NA,4,1,5,3,5,2
1,0.576190593831043,NA,NA,-5,-1,0,7,1,1,1,3,1,1,NA,1,2,NA,4,5,2,7,4,4
1,0.701500266099976,-1,-1,-2,-2,-2,4,11,2,2,3,0,0,NA,1,3,4,3,5,3,5,5,7
1,0.774890577845705,NA,NA,-1,0,-1,1,1,1,1,2,1,0,0,0,2,NA,0,0,0,1,0,1
1,1.28549655799961,0,0,2,1,0,2,5,1,1,4,0,1,NA,0,1,1,6,5,7,5,5,5
1,0.917912191917791,0,0,-1,0,0,5,6,1,1,3,0,1,1,1,2,2,4,4,2,3,4,4
1,1.20682209879319,NA,0,-4,-1,0,1,3,1,1,3,0,1,NA,1,NA,2,1,2,2,6,2,2
1,0.527502581739699,-3,-3,-3,-3,-3,3,1,1,1,4,0,1,NA,0,1,4,2,5,5,8,2,5
1,0.747655644583442,NA,NA,0,0,-1,99,4,1,1,2,1,1,NA,0,2,NA,5,5,6,6,3,4
1,0.930113059287266,NA,NA,-6,-2,-3,7,7,1,1,4,1,0,NA,0,NA,NA,3,5,0,6,2,5
1,1.50151903785842,0,0,-10,0,0,4,11,0,0,2,0,1,NA,1,1,1,0,0,0,10,0,0
1,0.701786296966971,NA,NA,-4,NA,NA,2,1,1,1,3,1,1,NA,1,2,NA,NA,NA,3,7,6,NA
1,0.967966463457689,-2,-2,-2,-3,-4,2,9,1,1,4,0,1,NA,0,1,3,5,8,6,8,5,9
1,0.766617613414905,-2,-2,-8,-5,-10,99,1,1,1,4,0,1,0,0,1,3,1,6,0,8,0,10
1,0.632758764913406,2,1,1,1,3,2,4,1,1,4,1,1,1,0,3,1,6,5,5,4,7,4
1,1.23584478653712,0,1,2,3,3,98,1,1,1,1,0,1,0,0,2,2,6,3,6,4,7,4
1,0.459980608003166,NA,NA,-5,-5,-1,4,11,1,1,3,0,1,0,0,2,NA,0,5,1,6,5,6
1,0.563696918862287,NA,NA,NA,NA,-4,3,1,1,1,3,1,1,NA,1,1,NA,3,NA,2,NA,3,7
1,1.40087654584469,NA,NA,-9,-5,1,1,1,1,1,3,0,1,1,0,1,NA,1,6,0,9,6,5
1,1.31185980229594,0,0,-2,0,0,2,1,1,1,3,0,0,NA,1,2,2,5,5,3,5,5,5
1,0.632758764913406,NA,NA,0,0,3,2,2,1,1,4,1,1,1,1,3,NA,5,5,5,5,8,5
0,0.791637723238619,0,0,1,0,-2,98,1,1,1,2,0,1,NA,1,1,1,0,0,3,2,3,5
1,0.868240523780863,1,2,-3,NA,-2,4,5,0,0,3,0,0,NA,0,3,2,NA,NA,2,5,3,5
1,1.55221739915454,0,0,-3,-1,-1,1,1,2,2,1,1,0,NA,0,1,1,1,2,0,3,1,2
1,1.36103648147683,-1,-1,-7,0,-9,1,1,1,1,3,1,0,0,0,2,3,3,3,0,7,0,9
1,1.27370960531246,1,1,5,3,-1,2,8,1,2,3,0,1,NA,0,3,2,5,2,8,3,2,3
1,1.00185645319151,NA,0,0,2,2,2,5,1,1,3,0,1,NA,0,NA,3,6,4,5,5,5,3
1,1.78676228509847,NA,NA,-4,-2,-4,2,8,0,1,2,0,1,NA,0,2,NA,3,5,4,8,1,5
1,1.30633367532452,NA,NA,NA,NA,NA,99,99,0,0,2,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1.48585214474209,-2,-2,-8,-8,-8,1,6,1,1,4,0,1,NA,0,1,3,0,8,0,8,0,8
1,1.00185645319151,-1,-1,-1,0,0,2,4,1,1,3,1,1,NA,0,2,3,5,5,6,7,5,5
1,1.57125169774338,-1,-1,1,0,0,1,5,1,1,4,0,0,NA,1,3,4,7,7,6,5,5,5
1,1.03438301896762,0,1,1,0,-4,2,3,1,0,3,0,1,NA,1,3,3,6,6,6,5,2,6
1,0.996701971615972,NA,NA,-3,-1,0,1,1,1,1,3,1,1,NA,0,3,NA,4,5,3,6,5,5
1,0.715502323981118,-1,-1,-9,NA,-1,1,1,1,1,2,0,1,NA,1,1,2,NA,NA,0,9,3,4
1,1.02833592461629,NA,NA,NA,NA,NA,99,99,0,0,2,0,1,NA,0,1,NA,3,NA,0,NA,0,NA
1,0.846255603708451,0,0,-1,-1,1,3,2,1,1,2,0,1,1,0,3,3,5,6,7,8,7,6
1,1.03184124294843,NA,1,1,NA,-1,2,4,1,1,3,1,1,NA,0,NA,1,5,NA,5,4,4,5
1,1.49384810678347,NA,NA,0,-5,0,1,1,0,1,3,0,1,NA,0,2,NA,1,6,5,5,1,1
0,0.75892001785147,-2,0,NA,NA,NA,4,11,0,0,2,0,0,NA,1,2,4,NA,NA,NA,NA,5,NA
1,0.625518914831459,0,0,1,1,-3,4,9,1,1,4,1,0,NA,1,2,2,3,2,4,3,1,4
1,1.3253761900362,0,1,-1,6,1,1,1,1,1,4,0,1,NA,1,2,2,8,2,6,7,6,5
1,0.72570450314836,-1,-1,0,0,0,2,1,1,1,4,0,0,1,1,3,4,5,5,5,5,5,5
1,0.888339981218539,NA,-2,0,0,-5,2,1,1,1,4,0,1,NA,1,NA,4,5,5,5,5,3,8
1,0.701786296966971,0,0,-5,-1,0,2,1,1,1,3,0,1,NA,1,3,3,1,2,1,6,5,5
1,0.711726180992862,-1,1,2,0,-2,1,1,1,1,4,1,1,NA,0,2,3,4,4,5,3,1,3
1,0.667358533074985,NA,NA,NA,NA,NA,98,1,1,1,3,1,1,0,0,NA,NA,0,NA,0,NA,NA,NA
1,1.31509135929059,2,3,-2,-7,-7,2,1,1,1,3,0,0,NA,1,3,1,0,7,2,4,1,8
0,1.37028718916645,NA,NA,NA,NA,NA,98,99,0,0,2,0,0,NA,0,4,NA,NA,NA,NA,NA,NA,NA
1,1.14399405848275,0,0,-4,4,-4,1,1,1,1,3,0,1,NA,0,4,4,8,4,1,5,1,5
1,1.00501313618203,NA,NA,-1,0,-1,2,3,0,1,4,0,0,NA,0,1,NA,0,0,2,3,4,5
1,1.03184124294843,NA,NA,0,0,-1,2,3,1,1,3,1,1,NA,0,2,NA,5,5,5,5,5,6
1,1.49306232812662,NA,NA,0,3,-3,1,8,1,2,2,0,1,0,0,1,NA,5,2,2,2,0,3
1,0.967966463457689,NA,NA,NA,NA,0,99,1,1,1,4,0,1,NA,0,2,NA,2,NA,5,NA,8,8
1,0.662836346367437,NA,NA,-5,-5,0,1,1,1,1,3,1,0,1,1,NA,NA,0,5,0,5,5,5
0,0.69349184438333,NA,NA,-4,0,-2,1,1,1,1,3,0,1,1,1,2,NA,4,4,3,7,4,6
1,0.713117590820264,NA,0,-2,-4,1,5,1,1,1,2,0,0,0,0,NA,4,1,5,0,2,5,4
1,1.00862185451535,0,0,0,-1,-1,4,8,1,1,3,1,1,NA,1,2,2,3,4,5,5,5,6
1,1.10307775808664,0,0,-2,-2,-3,98,6,1,1,4,0,1,NA,1,2,2,1,3,3,5,5,8
1,0.914972966892694,NA,NA,NA,-1,-2,1,1,1,1,4,0,0,NA,0,2,NA,3,4,3,NA,0,2
0,2.41243567687113,-1,0,1,0,0,1,3,2,2,1,0,1,NA,0,2,3,6,6,6,5,6,6
1,0.70972554541465,0,0,0,1,0,2,1,1,1,3,0,1,NA,1,3,3,6,5,5,5,7,7
1,0.718529082584492,0,0,0,0,0,2,1,1,1,3,0,0,NA,1,3,3,5,5,5,5,5,5
1,0.847663613392346,0,0,NA,0,2,3,1,1,1,3,1,0,NA,0,2,2,4,4,NA,8,6,4
0,0.929040672190047,0,0,6,6,4,1,1,1,1,3,1,1,NA,0,4,4,8,2,8,2,5,1
1,1.10806429477092,0,0,-9,-1,3,1,1,1,1,2,1,1,NA,1,3,3,5,6,1,10,5,2
1,0.66759648820956,1,1,-1,1,2,2,1,1,1,4,1,1,NA,1,3,2,6,5,8,9,5,3
1,0.905609331793788,NA,-1,NA,NA,NA,98,9,2,1,4,0,1,NA,1,NA,2,3,NA,1,NA,NA,NA
1,0.966781449514095,NA,NA,-3,-2,-1,1,4,1,1,4,0,1,NA,1,3,NA,0,2,0,3,2,3
1,0.714171190979281,-1,0,-3,-3,-4,1,1,1,1,4,0,0,1,1,3,4,5,8,5,8,5,9
1,0.819063445159992,NA,NA,2,2,3,4,11,1,1,4,1,0,NA,1,2,NA,8,6,8,6,8,5
1,1.28184797342683,1,1,0,0,-1,99,1,1,1,2,0,0,NA,0,2,1,0,0,1,1,2,3
1,1.26429682777283,NA,NA,0,0,-2,1,1,1,1,3,1,0,NA,1,3,NA,5,5,7,7,4,6
1,0.393013779444832,0,0,-2,0,-3,1,1,1,1,4,1,0,NA,0,3,3,2,2,7,9,4,7
1,0.704383315155243,NA,NA,0,0,0,2,7,1,1,3,0,1,1,1,NA,NA,5,5,5,5,5,5
1,0.740933954345268,-1,0,3,-2,4,2,1,1,1,2,1,0,0,0,2,3,4,6,7,4,6,2
1,0.95562251005664,0,-1,-5,-5,2,6,1,1,1,4,0,1,NA,0,2,2,2,7,3,8,6,4
1,1.25894087722169,-1,-1,-6,-4,-4,4,9,1,1,4,0,1,1,1,1,2,1,5,2,8,2,6
1,0.888051985302878,0,0,-1,-1,0,2,9,0,0,3,0,0,0,0,3,3,5,6,5,6,6,6
1,0.779281388452857,-1,0,-2,2,0,1,1,1,1,3,1,1,NA,1,2,3,7,5,3,5,7,7
1,1.26816257965248,-1,1,NA,NA,NA,98,99,0,0,4,0,1,NA,0,2,3,NA,NA,NA,NA,NA,NA
1,1.01394292749634,NA,NA,NA,NA,-4,4,11,1,1,2,1,1,NA,1,2,NA,4,NA,NA,7,4,8
1,0.807604564070051,NA,NA,NA,0,-1,98,8,1,1,4,0,1,NA,0,3,NA,7,7,8,NA,6,7
1,0.765399705646988,NA,NA,NA,-2,-3,99,5,0,0,3,0,1,NA,1,1,NA,3,5,2,NA,2,5
1,0.882951241109152,NA,NA,-2,0,0,4,5,1,1,4,0,1,NA,1,2,NA,3,3,3,5,4,4
1,0.764867354549916,NA,NA,NA,NA,NA,99,1,0,0,2,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,0.721739370818199,NA,NA,NA,NA,NA,98,99,1,1,4,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1.07450315327997,-2,-2,-6,-4,-4,1,1,1,1,4,0,1,NA,0,1,3,3,7,2,8,2,6
1,0.970423294842163,NA,NA,-3,2,-1,4,10,1,1,3,0,0,1,1,2,NA,5,3,1,4,5,6
1,1.05850334715744,0,0,-3,-5,-7,4,11,1,1,3,0,0,NA,0,1,1,0,5,2,5,1,8
1,0.953440735544104,NA,NA,-8,NA,0,6,1,1,1,2,1,1,1,0,2,NA,0,NA,0,8,1,1
1,1.43938642199299,NA,NA,-1,-2,0,3,1,1,1,4,1,1,1,1,2,NA,3,5,4,5,5,5
1,0.772728115164167,0,0,0,0,-5,1,1,1,1,4,0,0,NA,0,4,4,10,10,10,10,0,5
1,0.613494362413117,NA,NA,0,0,0,2,8,1,0,2,0,0,NA,0,4,NA,5,5,5,5,5,5
1,0.426232867784136,NA,NA,NA,NA,NA,7,2,1,1,2,1,0,NA,0,3,NA,6,NA,6,NA,8,NA
1,0.989033405027814,1,1,-1,0,3,7,1,1,1,4,1,1,NA,0,2,1,3,3,4,5,4,1
1,1.27920135759223,NA,NA,-2,-2,-2,2,6,1,1,3,1,0,NA,1,3,NA,5,7,6,8,5,7
1,1.57905207552884,0,0,1,1,0,2,9,1,1,3,0,0,NA,0,3,3,6,5,6,5,5,5
1,0.870379295570922,NA,NA,NA,NA,NA,2,3,1,1,3,0,0,1,0,2,NA,6,NA,6,NA,NA,NA
1,0.930852191843668,0,0,-5,-5,-7,99,1,2,2,3,0,0,NA,1,4,4,0,5,0,5,2,9
1,0.707638258305868,NA,NA,-3,-1,0,2,7,1,1,4,0,0,NA,1,2,NA,1,2,1,4,2,2
1,1.6554338898657,NA,NA,NA,NA,NA,2,5,0,0,1,1,1,NA,0,1,NA,1,NA,5,NA,NA,NA
1,1.27537415404164,NA,NA,-3,3,3,98,1,1,1,2,1,1,1,0,2,NA,5,2,5,8,5,2
1,0.969162961128376,-1,0,NA,NA,NA,2,1,0,0,4,0,1,NA,1,3,4,NA,3,8,NA,5,NA
1,0.678133734662264,0,0,0,0,2,2,9,1,1,4,1,1,NA,1,2,2,5,5,5,5,7,5
1,0.419292699881516,0,0,-4,6,-4,1,4,1,1,3,1,0,NA,0,3,3,8,2,6,10,4,8
1,0.905903044154523,-1,-1,-4,-1,0,1,6,1,1,3,0,1,NA,1,2,3,1,2,1,5,5,5
1,1.56408816319088,-1,-1,-8,-5,0,2,1,1,1,1,0,0,NA,0,2,3,2,7,0,8,5,5
1,0.702902982766807,-3,-3,-1,1,2,2,7,1,1,4,0,1,NA,1,1,4,6,5,8,9,8,6
1,0.77496422283412,-1,-1,0,2,3,2,1,1,1,2,0,1,NA,1,3,4,7,5,5,5,9,6
1,1.51909091251561,NA,NA,-4,4,3,5,1,1,1,2,0,1,1,1,2,NA,9,5,1,5,5,2
1,0.72059276008196,NA,NA,-1,-2,4,2,2,1,1,3,1,1,NA,1,3,NA,5,7,4,5,7,3
1,0.594099386527539,NA,NA,-1,-1,2,2,4,1,1,4,1,0,NA,1,NA,NA,5,6,5,6,7,5
1,0.804471830560332,0,1,NA,NA,NA,1,1,1,1,1,0,1,NA,0,3,3,6,NA,1,NA,5,NA
1,0.85116798261824,NA,0,NA,NA,NA,2,5,3,1,3,0,1,NA,1,NA,3,NA,NA,8,NA,6,NA
1,0.690882182646971,0,0,3,3,1,2,6,1,1,4,0,0,1,1,3,3,8,5,8,5,7,6
1,0.644860846314838,NA,NA,0,-1,NA,3,5,1,1,4,1,1,NA,1,4,NA,2,3,5,5,6,NA
1,1.95795339709434,0,0,0,0,0,1,1,1,2,1,0,1,NA,0,3,3,7,7,7,7,2,2
1,0.731858983414623,NA,NA,-3,-2,1,99,5,1,1,3,0,1,1,1,1,NA,2,4,3,6,4,3
1,0.747655644583442,-2,-2,-5,-3,-3,2,1,1,1,2,0,1,NA,1,2,4,2,5,0,5,2,5
1,0.602737771013009,NA,0,1,1,NA,1,6,1,1,4,0,0,NA,1,NA,3,2,1,2,1,NA,NA
1,0.517576849080431,-1,-1,-6,-6,-6,7,1,1,1,3,0,0,0,0,2,3,1,7,1,7,1,7
1,1.05299675998063,-3,-1,0,2,-1,98,7,0,1,3,1,1,NA,1,1,4,3,1,3,3,2,3
1,0.706630878439757,NA,NA,NA,NA,NA,98,3,1,1,3,0,1,NA,0,3,NA,3,NA,3,NA,5,NA
1,0.697159840868524,0,0,NA,NA,-2,7,1,1,1,4,1,1,NA,1,2,2,6,NA,NA,NA,4,6
1,0.908046564234499,-1,NA,1,2,0,7,1,1,1,3,1,1,NA,1,2,3,7,5,5,4,8,8
1,2.05222314629687,NA,NA,1,-1,-1,1,1,1,1,1,1,0,NA,0,2,NA,6,7,7,6,6,7
1,0.724060031108912,-1,-1,NA,NA,NA,7,1,1,1,2,1,1,1,0,3,4,5,NA,6,NA,NA,NA
1,1.14681210504158,0,0,0,0,-1,1,1,1,1,3,1,1,NA,1,2,2,6,6,6,6,7,8
1,0.61108608685508,NA,NA,2,0,0,1,2,1,1,2,1,0,NA,0,3,NA,5,5,3,1,4,4
1,0.851837362108155,NA,0,0,0,-2,2,1,1,1,4,1,1,NA,1,NA,3,5,5,5,5,6,8
1,0.898370093758196,1,1,4,5,1,98,1,1,1,2,0,1,NA,0,4,3,7,2,6,2,7,6
1,1.23280796112113,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,NA,0,NA,NA,4,NA,4,NA,4,NA
1,1.31595956333635,NA,NA,0,-4,-2,7,1,1,1,1,0,0,NA,0,2,NA,2,6,4,4,5,7
1,1.24581610284997,NA,0,-3,0,NA,1,4,1,1,3,0,1,1,1,NA,4,5,5,5,8,NA,5
1,1.10517759589334,NA,NA,-6,-3,-2,4,9,1,1,4,0,1,NA,0,1,NA,2,5,2,8,3,5
1,0.612409168596235,-1,0,0,0,2,2,1,1,1,4,1,1,NA,0,2,3,1,1,5,5,7,5
1,1.3047491146224,NA,NA,NA,NA,NA,99,1,1,1,2,0,1,NA,0,NA,NA,NA,NA,1,NA,NA,NA
1,0.476642837795604,NA,NA,0,-1,2,1,1,1,1,2,1,0,0,0,3,NA,3,4,5,5,8,6
1,0.60947499461606,NA,NA,-5,0,3,2,11,2,1,4,0,0,NA,1,1,NA,5,5,0,5,8,5
1,1.8313976007192,NA,NA,0,-1,2,4,8,0,0,1,0,0,NA,0,NA,NA,4,5,5,5,5,3
1,0.880559797230037,NA,NA,NA,0,1,1,2,1,1,3,1,1,1,0,2,NA,3,3,7,NA,3,2
1,1.36063727094071,NA,NA,-1,-3,-3,1,1,1,1,1,1,1,0,0,3,NA,3,6,2,3,3,6
1,1.30511037511095,-1,0,NA,NA,0,99,5,2,1,3,0,0,0,0,3,4,2,NA,3,NA,3,3
1,0.976159860137061,NA,NA,-1,0,1,2,1,0,1,3,1,1,NA,1,2,NA,5,5,5,6,7,6
0,0.717264849622733,NA,NA,3,NA,NA,99,1,1,1,2,0,1,NA,0,2,NA,10,NA,3,0,3,NA
1,0.767691314079042,-1,0,0,2,0,98,3,1,1,2,1,1,NA,1,3,4,7,5,7,7,6,6
1,0.93824944679766,1,1,3,2,-3,1,1,1,1,2,0,0,0,1,2,1,5,3,5,2,0,3
1,1.50342127199063,NA,NA,0,0,-1,99,99,0,0,1,1,0,NA,0,2,NA,5,5,5,5,4,5
1,0.715502323981118,NA,NA,-8,-5,2,4,99,2,1,2,0,1,NA,1,1,NA,1,6,1,9,4,2
1,1.54314996703592,NA,NA,NA,5,5,1,7,1,1,2,0,1,1,1,2,NA,8,3,4,NA,7,2
1,3.9673510362279,NA,NA,3,5,NA,1,9,3,1,1,0,0,NA,0,3,NA,9,4,7,4,NA,8
1,0.769357998891141,-2,-2,NA,NA,NA,2,4,1,1,3,0,1,NA,0,1,3,NA,NA,NA,NA,1,NA
1,0.483762105270362,NA,NA,0,-3,4,1,1,1,1,3,1,1,1,0,2,NA,3,6,3,3,7,3
1,1.46134968651253,1,1,NA,NA,1,2,1,1,1,1,0,0,0,0,2,1,3,NA,7,NA,6,5
1,0.973079531363135,-2,0,-3,-5,-5,4,10,1,1,3,1,1,1,0,2,4,0,5,0,3,3,8
1,0.862465772095018,NA,NA,0,0,5,98,99,0,0,4,0,0,NA,0,3,NA,0,0,0,0,5,0
1,1.31083891307128,-1,-1,NA,NA,1,2,1,1,1,4,1,1,NA,0,2,3,NA,5,NA,8,4,3
1,1.1738989397031,0,0,-2,1,-3,2,5,1,1,3,0,0,NA,1,2,2,5,4,3,5,2,5
0,1.33152714415016,NA,NA,-1,0,-1,98,99,0,0,2,0,0,NA,1,NA,NA,6,6,5,6,5,6
1,0.789692442096219,NA,-1,-3,NA,NA,1,1,1,1,2,0,1,0,0,NA,3,3,NA,3,6,1,NA
1,1.13618806231682,-1,-1,-1,1,1,2,1,1,1,4,0,1,NA,1,1,2,5,4,4,5,6,5
1,0.766567960916406,NA,NA,0,1,1,2,6,1,1,3,1,0,NA,1,NA,NA,7,6,7,7,5,4
1,1.27920135759223,NA,0,-4,1,-2,2,1,1,1,3,0,0,NA,0,NA,4,5,4,1,5,3,5
1,0.656230540364885,NA,NA,2,0,NA,98,6,0,1,3,0,0,1,1,NA,NA,2,2,4,2,NA,NA
1,0.831522667569354,NA,NA,-5,-10,0,7,1,1,1,1,0,0,1,0,NA,NA,0,10,0,5,0,0
1,0.917247990953562,-1,-1,1,NA,NA,2,8,1,1,2,1,1,0,0,2,3,6,NA,6,5,5,NA
1,1.28061756543271,0,-1,-1,-2,0,98,8,1,1,2,1,1,1,0,2,2,3,5,4,5,4,4
1,0.697159840868524,-2,-2,NA,NA,-2,98,2,1,1,4,0,1,NA,1,1,3,NA,NA,NA,NA,3,5
1,1.23584478653712,-1,0,NA,NA,NA,99,1,0,0,1,0,1,NA,0,1,2,NA,NA,NA,NA,5,NA
1,1.65167890887928,NA,NA,NA,-2,-1,1,1,1,1,4,0,1,NA,1,NA,NA,4,6,NA,7,5,6
1,1.49567916264107,-1,0,-3,-4,-3,1,1,1,0,3,1,1,0,1,3,4,5,9,5,8,6,9
1,0.917742883569634,NA,NA,-1,-2,-4,1,1,1,1,1,1,0,NA,0,2,NA,4,6,3,4,4,8
1,0.679706211778239,NA,NA,0,0,0,4,11,1,1,4,0,0,NA,0,2,NA,5,5,5,5,5,5
1,1.60124180816484,1,1,3,4,0,2,10,1,1,4,0,1,NA,1,4,3,7,3,8,5,8,8
1,0.818493546080341,1,1,5,2,-5,2,1,1,1,4,0,1,NA,0,2,1,5,3,8,3,5,10
1,1.73179741146475,NA,1,1,3,2,2,8,0,0,3,0,1,NA,1,NA,1,5,2,6,5,6,4
1,0.982751735838425,NA,NA,0,4,5,2,1,1,1,3,0,1,NA,1,2,NA,8,4,7,7,8,3
1,0.971136536582424,NA,NA,0,-1,-1,4,11,1,1,3,0,1,NA,1,2,NA,3,4,5,5,5,6
1,0.846398023296338,NA,NA,-2,-1,0,1,1,1,1,3,1,1,1,0,1,NA,5,6,4,6,5,5
1,0.423038142961719,NA,NA,-3,1,NA,98,5,0,0,2,1,1,NA,1,2,NA,5,4,4,7,7,NA
1,0.803833849583737,0,0,-3,0,-5,4,11,1,1,4,1,0,NA,1,1,1,0,0,0,3,3,8
1,0.593372072014594,-1,0,0,0,3,2,5,1,1,4,0,0,NA,1,2,3,3,3,3,3,8,5
1,0.941985573483493,-2,-1,-3,0,2,2,1,1,1,3,1,0,NA,0,2,4,3,3,5,8,5,3
