"white","W8","dep_soc","dep_soc2","dep_pol","dep_power","dep_econ","wpb2a_UK","wpb3d_UK","vote_campaign","right_wing","age","college","female","own_home","married","soc","soc30","power","power30","pol","pol30","econ","econ30"
1,0.961505418216217,-2,1,-1,0,0,98,7,1,1,4,1,0,1,0,1,3,1,1,3,4,5,5
0,0.678919242273144,0,0,-1,-2,5,3,8,1,1,2,1,0,0,0,3,3,7,9,6,7,8,3
1,0.904384753505682,1,1,-6,-4,-2,4,11,1,1,4,0,1,1,1,3,2,1,5,3,9,2,4
1,1.26614787893374,NA,NA,0,-2,6,2,6,3,3,3,0,1,0,1,NA,NA,5,7,5,5,8,2
1,1.20513786281641,NA,NA,0,0,2,1,1,1,1,4,0,0,1,1,2,NA,4,4,5,5,4,2
1,1.09562378607751,-1,-1,0,NA,2,2,5,1,1,4,0,0,1,1,2,3,1,NA,5,5,5,3
1,1.03196199691564,0,0,2,-4,-5,1,1,1,1,4,1,1,0,0,2,2,2,6,4,2,3,8
1,1.71381523647078,-1,0,0,0,NA,2,7,1,2,4,0,1,1,1,3,4,5,5,4,4,5,NA
1,0.711365256184086,NA,NA,NA,NA,NA,5,1,1,1,2,0,0,1,0,2,NA,1,NA,2,NA,3,NA
1,0.753491228435934,-2,-2,-2,-1,NA,1,1,1,1,4,0,0,1,1,1,3,4,5,3,5,6,NA
1,1.28333033464552,NA,NA,NA,NA,NA,2,3,1,1,4,0,1,1,1,NA,NA,NA,NA,NA,NA,5,NA
1,0.756526019241825,NA,NA,-4,-3,2,1,1,1,1,2,0,0,0,0,2,NA,4,7,3,7,5,3
1,1.53984616520457,NA,-1,-6,-7,0,4,9,1,1,3,0,0,1,1,NA,3,1,8,2,8,5,5
1,0.970350894164461,NA,NA,0,-2,-3,2,1,1,1,4,0,1,0,0,2,NA,7,9,5,5,5,8
1,1.30730944277341,1,1,0,3,0,4,10,1,1,4,0,0,1,1,4,3,8,5,5,5,5,5
1,1.33012283253039,1,2,2,5,0,4,7,2,1,4,0,0,0,0,3,2,5,0,3,1,5,5
1,0.81228152812672,-1,0,-7,-6,-4,1,2,1,0,4,0,1,0,0,2,3,1,7,1,8,1,5
1,1.53460923468954,NA,NA,-3,-1,0,98,5,2,1,4,0,1,0,0,1,NA,1,2,0,3,3,3
1,0.803383991730095,NA,NA,NA,NA,NA,7,1,1,2,3,0,0,0,0,1,NA,1,NA,1,NA,1,NA
1,1.32142645556848,NA,NA,0,1,0,2,4,1,1,3,0,1,1,1,2,NA,6,5,5,5,5,5
1,1.61177322562589,-2,-2,NA,-1,6,4,11,2,1,4,0,0,0,1,1,3,2,3,NA,9,8,2
1,0.803936867053598,NA,NA,0,0,2,1,1,1,1,4,0,0,1,1,2,NA,0,0,0,0,2,0
1,1.04063412824358,NA,NA,0,2,-2,2,5,1,1,2,0,1,1,0,2,NA,6,4,5,5,4,6
1,0.453815446313579,-1,-1,-2,-2,3,1,1,1,1,4,1,1,1,1,1,2,3,5,5,7,7,4
1,1.26816257965248,1,1,-5,-4,4,4,9,0,0,4,0,1,1,1,4,3,1,5,2,7,5,1
1,1.49218075708794,-2,-1,2,5,1,1,1,1,1,4,0,0,1,1,2,4,8,3,5,3,4,3
1,1.26614787893374,NA,NA,-5,-1,0,1,4,1,1,3,0,1,0,1,3,NA,3,4,3,8,5,5
1,0.820222855699613,1,1,1,-1,NA,1,1,1,1,3,0,1,1,0,3,2,6,7,7,6,NA,NA
1,1.34366161059866,-1,-1,-2,0,-1,2,6,1,1,3,0,1,1,1,2,3,5,5,4,6,4,5
1,0.943869163451584,-2,-2,-2,2,-5,2,1,1,1,4,0,1,1,1,1,3,7,5,5,7,3,8
1,1.26837769632368,-2,-1,-7,-7,NA,1,1,1,1,4,0,1,0,1,1,3,1,8,1,8,2,NA
1,0.933856775381128,NA,0,-3,-2,0,98,3,1,0,4,0,1,0,0,NA,4,1,3,1,4,1,1
1,1.26048400001787,0,0,-5,-9,-3,99,1,1,1,4,1,1,1,1,3,3,1,10,3,8,2,5
1,1.14967973454814,0,0,-1,0,NA,3,4,1,1,3,0,1,0,1,2,2,3,3,5,6,NA,3
1,0.682795851112489,-3,-3,-8,-6,-7,1,1,1,1,4,1,1,0,0,1,4,2,8,0,8,0,7
1,0.945026093097039,NA,NA,NA,NA,NA,2,3,1,1,4,1,1,1,0,2,NA,2,NA,3,NA,5,NA
1,1.67371386644474,0,0,-1,2,-2,1,9,1,1,4,0,1,1,1,2,2,6,4,5,6,4,6
1,1.61964414232874,NA,NA,0,0,0,2,9,1,1,2,0,1,0,0,4,NA,3,3,3,3,1,1
1,1.70213161951591,0,0,-6,-5,NA,5,1,1,1,3,1,0,1,1,2,2,0,5,0,6,2,NA
1,0.788259125981729,NA,-1,-6,7,NA,1,4,1,1,4,0,0,0,1,NA,4,9,2,1,7,5,NA
1,0.779860744684843,NA,NA,0,0,NA,98,7,1,1,2,0,0,0,0,2,NA,6,6,6,6,6,NA
1,1.23433356089341,0,0,-5,-5,2,1,1,1,1,3,1,0,1,1,2,2,2,7,3,8,5,3
1,1.28490335235449,-1,-1,1,0,-1,2,1,0,0,4,0,1,1,1,2,3,5,5,6,5,4,5
1,1.42321325274694,NA,NA,0,0,NA,98,8,1,1,4,0,0,1,1,1,NA,0,0,0,0,NA,1
1,0.51334404727113,-1,0,-2,0,0,3,1,1,1,3,1,0,1,1,2,3,4,4,3,5,6,6
1,0.930853197480968,0,1,-4,-4,-1,1,1,1,1,3,0,0,1,1,2,2,1,5,1,5,2,3
1,1.35850114865971,NA,NA,-4,0,-1,4,11,1,1,3,0,1,0,1,2,NA,2,2,1,5,6,7
1,0.789692442096219,NA,NA,2,0,-1,1,9,2,2,2,0,1,0,0,3,NA,8,8,8,6,8,9
1,1.09960179477913,NA,1,-1,0,NA,2,1,1,1,4,0,0,1,1,NA,3,5,5,7,8,NA,NA
1,1.20106914842236,NA,NA,-5,-3,1,98,1,1,1,3,0,0,1,1,NA,NA,0,3,1,6,4,3
1,0.96791300491108,NA,NA,-6,0,6,5,1,1,1,3,0,0,1,0,1,NA,2,2,1,7,8,2
1,1.16375041468385,NA,NA,1,-1,-3,1,5,1,1,4,1,0,0,1,4,NA,3,4,6,5,2,5
1,1.33904418852515,NA,NA,-6,-4,-6,4,11,1,1,4,0,0,0,1,1,NA,4,8,4,10,3,9
1,0.716036769269127,NA,NA,-2,1,1,2,6,2,2,4,1,0,1,1,3,NA,6,5,5,7,5,4
1,0.966552532646805,NA,NA,-9,-4,-4,4,11,1,1,3,0,1,1,1,2,NA,1,5,1,10,4,8
1,0.679278404194002,NA,NA,-1,1,NA,99,99,1,1,4,0,1,0,0,NA,NA,5,4,4,5,NA,NA
1,1.14064767145503,-1,-1,0,0,0,2,8,1,1,4,1,0,1,1,2,3,3,3,2,2,6,6
1,1.13013455575749,NA,NA,0,0,-1,1,1,1,1,4,0,0,0,1,3,NA,5,5,4,4,4,5
1,1.09325582660564,0,1,-10,-2,-1,1,1,1,1,4,0,0,0,1,2,2,8,10,0,10,7,8
1,1.19633924417962,0,0,0,-1,1,2,4,1,1,4,0,1,1,1,2,2,3,4,5,5,5,4
1,1.50654410609811,-3,0,-8,-8,-8,4,11,1,1,4,1,1,0,1,1,4,0,8,0,8,0,8
1,1.26563182814005,0,0,-2,-1,-1,4,9,2,1,3,0,0,1,1,3,3,4,5,4,6,4,5
1,0.462768973663445,NA,NA,3,-3,-1,1,1,1,1,3,0,0,1,0,2,NA,7,10,6,3,6,7
1,0.972279180209747,NA,NA,1,0,1,2,1,1,1,2,1,1,1,1,2,NA,4,4,5,4,7,6
1,1.56932812369302,-3,-3,0,2,4,1,2,1,1,4,0,0,1,1,1,4,8,6,5,5,9,5
1,0.564347591454591,-1,0,-2,0,0,7,1,1,1,4,1,0,1,1,2,3,1,1,3,5,8,8
1,0.833301151268653,NA,1,2,1,3,2,3,1,1,4,0,0,1,0,NA,3,7,6,9,7,7,4
1,1.84868382606186,-1,0,-4,1,0,1,1,1,1,2,0,1,1,0,1,2,3,2,2,6,1,1
1,1.25063834454293,NA,NA,-6,-3,0,1,6,1,1,3,1,0,0,1,3,NA,3,6,0,6,3,3
1,1.30511037511095,NA,NA,-2,-5,NA,1,8,0,1,3,0,0,0,1,1,NA,1,6,3,5,1,NA
1,1.26874950990735,-1,-1,-8,-5,-4,99,2,1,1,3,0,0,0,1,1,2,3,8,0,8,1,5
1,0.638977071443286,-2,-1,-1,0,1,1,1,1,1,4,0,0,1,0,1,3,0,0,1,2,6,5
1,1.56038916828175,NA,NA,0,0,0,7,8,2,2,3,0,0,1,1,3,NA,3,3,3,3,3,3
1,0.940163999760457,1,1,-2,NA,7,1,1,1,1,4,0,1,1,1,3,2,4,NA,3,5,8,1
1,1.47499688545293,1,1,-6,0,-7,4,11,1,1,4,0,0,1,1,4,3,10,10,2,8,1,8
1,1.25063834454293,NA,NA,NA,2,2,5,1,1,1,3,0,0,1,1,NA,1,3,1,NA,3,5,3
1,2.10615335485212,1,1,0,1,2,2,1,1,1,3,0,0,1,1,4,3,7,6,4,4,6,4
1,1.35651508117883,0,0,0,0,0,1,7,1,1,3,1,0,1,0,2,2,5,5,6,6,5,5
1,0.768100786642922,NA,NA,-3,NA,2,99,1,1,1,4,1,1,1,0,NA,NA,2,NA,5,8,5,3
1,0.765629505136488,0,0,-2,2,-5,1,1,1,1,3,1,0,1,1,3,3,6,4,6,8,4,9
1,1.12716629105987,NA,-1,-1,0,0,4,11,1,1,4,0,0,0,1,NA,4,0,0,0,1,1,1
1,0.809659323030442,NA,NA,NA,NA,0,1,1,1,1,2,1,0,1,1,4,NA,9,NA,6,NA,8,8
1,1.82705764665352,-1,-1,-6,0,-6,4,11,1,1,3,0,0,1,1,1,2,0,0,0,6,0,6
1,0.914261588524591,NA,NA,-1,0,0,2,1,1,1,2,0,0,1,1,NA,NA,5,5,4,5,5,5
1,1.23267444910386,1,0,3,2,-2,2,5,1,1,4,0,1,1,1,4,3,3,1,8,5,5,7
1,0.951533662879093,NA,NA,-2,-2,5,4,11,1,1,3,1,1,1,0,1,NA,3,5,3,5,10,5
1,1.33740488996018,-1,0,-5,-1,-3,4,11,2,1,4,0,0,1,1,3,4,2,3,0,5,2,5
1,0.735225116417588,-1,1,0,1,-3,7,1,1,1,4,1,0,1,1,2,3,3,2,3,3,4,7
1,1.52327059215391,NA,0,NA,NA,-5,2,1,1,1,4,0,0,0,1,NA,4,NA,8,NA,8,3,8
1,0.415108786124661,NA,NA,-1,-4,7,7,1,1,1,2,1,0,1,1,2,NA,1,5,4,5,8,1
1,1.39743419002022,-1,-1,0,NA,-4,4,11,0,0,3,0,1,0,1,2,3,4,NA,5,5,1,5
1,1.35516292135087,NA,NA,0,0,NA,98,99,0,0,3,0,1,0,1,NA,NA,0,0,0,0,NA,NA
1,0.486910325058082,NA,NA,-3,-7,3,1,1,1,1,2,1,1,1,1,2,NA,0,7,4,7,7,4
1,1.31933618127522,NA,0,NA,NA,NA,2,1,1,1,4,0,1,1,0,NA,4,NA,NA,6,NA,5,NA
1,0.618125870821248,NA,NA,0,0,-2,4,8,1,1,4,1,0,1,1,1,NA,1,1,1,1,3,5
1,1.33740488996018,-2,-2,0,0,-7,4,11,1,1,4,0,0,0,1,1,3,3,3,3,3,1,8
1,0.505310510259569,0,0,0,2,-1,1,3,1,1,3,1,0,1,0,4,4,5,3,5,5,5,6
1,1.78438524740199,NA,NA,-1,0,0,98,99,1,1,2,0,0,0,1,2,NA,3,3,3,4,3,3
1,0.797687034899522,NA,NA,-2,4,4,2,4,1,1,4,1,0,1,1,2,NA,6,2,4,6,8,4
1,0.820363315153916,2,2,0,-3,-2,1,1,1,1,3,1,0,0,1,4,2,0,3,0,0,1,3
1,1.20106914842236,0,1,NA,NA,NA,5,4,1,1,3,0,0,1,0,3,3,NA,NA,NA,NA,NA,NA
1,1.26971700577473,-1,-1,NA,-3,-3,2,1,1,1,4,0,1,1,0,2,3,5,8,8,NA,5,8
1,0.801037631949599,-1,0,-2,0,NA,1,1,1,1,3,0,0,0,0,2,3,5,5,3,5,4,NA
0,1.14293167042009,-1,-1,-3,3,-3,1,1,1,1,2,1,0,1,0,2,3,6,3,4,7,4,7
1,0.961505418216217,NA,NA,0,-2,4,4,11,1,1,4,0,0,1,0,2,NA,4,6,6,6,7,3
1,1.36231220209802,NA,NA,NA,NA,NA,98,1,0,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1.4644304730544,1,1,NA,NA,NA,5,1,1,1,2,1,1,1,1,2,1,3,NA,NA,NA,NA,NA
1,1.15457793041478,0,0,-2,-1,-1,4,11,0,0,3,1,1,1,0,3,3,1,2,2,4,2,3
1,1.17566659633084,NA,NA,-8,-3,0,1,1,1,1,4,0,0,0,1,4,NA,0,3,0,8,3,3
1,0.916297364933129,0,1,0,-1,NA,4,11,0,0,3,0,0,1,1,2,2,4,5,8,8,5,NA
1,0.422641994060096,NA,NA,-5,-3,0,1,1,1,1,3,1,0,1,1,3,NA,2,5,3,8,8,8
1,0.859068004021941,0,0,-2,0,2,1,1,1,1,4,0,1,1,1,3,3,6,6,6,8,7,5
1,0.859293183854163,NA,NA,0,1,-5,4,8,1,1,4,0,0,1,0,NA,4,1,0,0,0,0,5
1,0.624509381860931,NA,NA,0,3,-3,2,1,1,1,4,1,1,1,1,2,NA,8,5,6,6,5,8
1,0.78743138020197,0,0,2,2,-5,4,11,2,0,3,0,1,1,1,3,3,6,4,5,3,1,6
1,0.901474993022546,-3,-2,0,0,-4,4,11,1,1,3,0,0,1,0,1,4,1,1,4,4,1,5
1,0.858028445851685,-3,0,-5,-5,0,1,1,1,1,4,1,0,1,1,1,4,0,5,0,5,0,0
1,0.932713519553654,NA,NA,0,0,-7,4,11,0,1,4,0,1,1,0,2,NA,1,1,1,1,2,9
1,0.593372072014594,-2,-2,4,-5,9,2,1,1,1,4,1,0,1,1,1,3,0,5,8,4,9,0
1,0.649765702932489,1,0,-2,-2,5,7,1,1,1,4,1,1,1,1,2,1,3,5,6,8,8,3
1,0.426232867784136,NA,NA,-5,0,1,2,9,1,1,2,1,0,1,1,2,NA,2,2,3,8,3,2
1,0.784783348441366,0,0,1,2,3,2,8,1,1,4,0,0,1,1,3,3,6,4,8,7,8,5
1,0.832073770333112,NA,NA,3,1,1,2,2,1,1,4,1,0,1,1,2,NA,3,2,6,3,5,4
1,0.766617613414905,-1,-1,2,0,-5,98,1,1,1,4,1,1,1,0,2,3,3,3,2,0,1,6
1,1.95550679277724,-1,-1,0,0,1,4,11,1,1,3,0,0,1,1,1,2,0,0,1,1,2,1
1,1.0131903696917,1,1,-1,1,5,3,1,1,1,3,1,1,1,1,2,1,2,1,1,2,6,1
1,1.41392351264984,NA,NA,-7,-5,-5,4,11,2,1,3,0,1,0,0,1,NA,3,8,3,10,3,8
1,1.14551852120068,-2,-2,-8,-5,-5,99,1,1,1,3,0,0,1,0,1,3,0,5,0,8,0,5
1,0.722624029102127,1,1,0,0,1,2,7,1,1,4,1,1,1,0,2,1,4,4,5,5,4,3
1,0.779901120307772,0,0,-4,1,-2,1,6,1,1,3,0,1,1,0,3,3,4,3,3,7,3,5
0,0.77463160739798,-1,-1,-1,-1,-4,1,1,1,1,4,1,0,1,1,3,4,5,6,3,4,4,8
1,0.890519509096326,NA,NA,-3,-3,-1,1,1,1,1,2,0,0,0,0,2,NA,2,5,2,5,5,6
1,0.980451559230282,0,0,-4,0,5,3,2,1,1,4,1,1,1,1,3,3,0,0,2,6,7,2
1,0.718822056809,NA,NA,-3,-1,0,2,4,1,1,3,1,1,1,1,2,NA,3,4,3,6,2,2
1,0.767691314079042,NA,NA,NA,NA,NA,2,8,1,1,2,0,1,1,1,1,NA,4,NA,5,NA,6,NA
1,0.76043842188439,-1,-1,-2,3,-2,2,1,1,1,2,0,0,0,1,2,3,5,2,4,6,6,8
1,1.75759041316449,-2,-1,-5,-8,0,4,9,1,2,2,0,0,0,0,2,4,0,8,0,5,5,5
1,0.74133829428263,0,0,-8,NA,-3,1,1,1,1,3,0,1,0,1,2,2,5,NA,0,8,3,6
1,1.77400023513184,NA,NA,0,0,0,98,4,0,0,2,1,1,1,1,NA,NA,5,5,5,5,5,5
1,0.970350894164461,-1,0,NA,NA,0,2,7,1,1,4,0,1,1,1,3,4,NA,NA,6,NA,3,3
1,0.715502323981118,NA,NA,-2,-1,0,2,1,0,0,2,0,1,0,0,1,NA,0,1,0,2,0,0
1,0.753905343196484,NA,NA,-3,0,-5,98,11,1,1,2,1,1,0,0,2,NA,0,0,2,5,5,10
1,1.30509622769342,0,0,NA,NA,NA,4,10,1,1,2,0,0,0,0,2,2,4,NA,5,NA,5,NA
1,0.453815446313579,NA,NA,-1,2,3,98,1,1,1,4,0,1,1,1,2,NA,6,4,5,6,6,3
1,1.25497471768893,0,0,-5,-4,-4,5,1,1,1,3,0,0,0,0,2,2,1,5,2,7,1,5
1,0.712522556704389,0,0,0,0,0,2,2,1,1,3,1,1,1,1,3,3,7,7,7,7,8,8
1,0.649547641799575,0,0,0,0,1,3,1,1,1,4,1,0,1,1,3,3,3,3,3,3,5,4
1,1.27417984549361,0,0,NA,NA,NA,98,2,1,1,3,0,0,1,1,3,3,5,NA,3,NA,5,NA
1,1.00862185451535,NA,NA,-2,1,-2,2,1,1,1,3,1,1,1,1,2,NA,5,4,5,7,6,8
1,1.11517839397885,1,2,3,6,4,1,1,1,1,4,0,0,1,1,3,2,8,2,6,3,8,4
1,1.17856266312555,NA,NA,-1,-6,3,1,6,1,1,4,1,0,1,0,3,NA,0,6,1,2,6,3
1,0.72990434668644,NA,NA,-5,-5,-6,98,5,1,1,4,1,1,0,0,2,NA,3,8,3,8,2,8
1,1.20513786281641,-1,-1,0,1,0,1,1,1,2,4,0,0,0,0,1,2,3,2,0,0,1,1
1,1.76413556203944,1,1,-1,2,2,4,7,1,2,2,0,0,0,0,4,3,8,6,5,6,8,6
1,1.26429682777283,0,0,-5,-5,0,1,1,2,1,3,0,0,0,0,1,1,0,5,0,5,0,0
1,1.7194279511949,1,1,NA,NA,0,98,3,1,2,3,0,1,1,1,3,2,NA,NA,NA,NA,5,5
0,1.70632454876889,0,0,0,0,1,5,1,1,1,3,0,0,1,0,2,2,3,3,3,3,6,5
1,0.903063697956601,-2,-2,-1,-2,-3,98,4,1,1,3,0,1,1,1,2,4,3,5,1,2,5,8
1,1.01587501891144,NA,NA,-4,-1,1,1,6,1,1,2,1,0,0,1,3,NA,5,6,3,7,7,6
1,1.37366267269227,1,1,NA,NA,6,2,2,1,1,2,1,0,1,0,2,1,3,NA,5,NA,8,2
1,0.470428764492751,-1,0,0,0,0,1,1,1,1,2,1,0,1,1,2,3,6,6,6,6,7,7
1,0.770308997803138,0,0,1,0,0,2,3,1,1,3,0,1,0,0,2,2,2,2,3,2,3,3
1,1.46793582150176,NA,NA,NA,-2,NA,1,1,1,1,2,1,1,1,1,NA,NA,5,7,5,NA,6,NA
1,1.50169696278988,NA,NA,-4,-2,-1,4,11,1,1,3,0,0,0,0,2,NA,2,4,1,5,1,2
1,2.0119285465249,NA,NA,NA,NA,NA,4,11,1,1,2,0,0,1,1,NA,NA,2,NA,1,NA,NA,NA
1,0.879542411938927,0,0,0,0,0,4,11,0,0,3,0,0,1,1,1,1,1,1,1,1,4,4
1,1.62136749938853,0,0,0,NA,NA,2,2,1,2,3,1,0,1,0,3,3,NA,NA,5,5,7,NA
1,0.651366296912518,NA,NA,0,0,0,3,1,1,1,4,1,1,1,0,NA,NA,5,5,5,5,5,5
1,0.701500266099976,2,1,0,2,1,2,9,1,1,3,1,0,1,1,3,1,6,4,5,5,5,4
1,0.666264229357786,NA,NA,-3,-6,-2,2,7,1,1,3,0,0,1,1,1,NA,0,6,1,4,5,7
1,0.752379620339549,NA,NA,-1,0,-1,7,1,1,1,2,0,0,0,0,2,NA,1,1,3,4,3,4
1,1.28184797342683,-1,-1,-6,-5,-8,4,11,2,1,2,0,0,0,0,1,2,0,5,0,6,1,9
1,1.37860602596334,NA,NA,NA,NA,NA,2,1,1,1,2,1,1,1,1,3,NA,3,NA,8,NA,7,NA
1,0.791984099650662,NA,0,NA,-1,1,4,11,1,2,3,0,0,0,1,NA,3,6,7,NA,5,7,6
1,0.959888038731838,-2,-1,-3,2,-1,98,7,1,1,3,0,0,1,1,2,4,8,6,2,5,6,7
1,1.32560747485303,1,1,0,0,-8,5,1,1,1,3,0,0,1,1,2,1,1,1,1,1,1,9
1,1.26048400001787,NA,NA,0,0,1,2,1,1,1,4,1,1,1,1,3,NA,5,5,6,6,6,5
1,0.463525125379062,-1,-1,0,0,0,1,1,1,1,3,1,1,1,0,1,2,5,5,5,5,8,8
1,1.98240308027771,0,0,-8,-7,-4,4,11,2,0,3,0,1,1,1,1,1,1,8,0,8,3,7
1,0.755850922964193,1,1,-2,0,-2,3,1,1,1,4,1,0,0,0,3,2,1,1,6,8,3,5
1,1.44533844526148,-2,NA,NA,2,2,1,1,1,1,2,0,1,0,1,2,4,6,4,NA,NA,6,4
1,0.882951241109152,NA,NA,NA,NA,2,2,1,1,1,4,0,1,1,1,2,NA,4,NA,NA,7,6,4
1,1.12953063480771,NA,0,NA,NA,NA,4,11,0,0,2,0,1,1,1,NA,3,NA,NA,1,NA,NA,NA
1,1.34975163600376,3,3,0,NA,-5,99,1,1,1,3,1,1,0,0,4,1,10,NA,0,0,5,10
1,0.700143733168474,NA,0,0,0,0,1,1,1,1,4,0,1,1,0,NA,4,8,8,8,8,9,9
1,0.662141821695711,-1,-1,-2,0,2,2,6,1,1,4,0,1,1,1,2,3,5,5,6,8,6,4
1,0.8434012921726,NA,0,0,0,-5,99,1,1,1,3,0,0,0,0,NA,4,0,0,0,0,0,5
1,1.4677936983119,0,0,0,0,0,4,10,1,1,4,0,0,1,1,4,4,5,5,5,5,5,5
1,0.695938191330354,NA,NA,NA,-2,0,1,1,1,1,2,1,0,1,1,3,NA,5,7,5,NA,8,8
1,0.641495264700183,0,0,-1,0,1,4,11,1,1,4,0,0,1,1,3,3,1,1,2,3,3,2
1,1.26766263456796,NA,NA,NA,1,NA,5,6,1,1,2,0,1,1,1,NA,NA,5,4,0,NA,3,NA
1,0.803833849583737,-2,0,-1,-1,0,98,8,1,1,4,0,0,1,1,1,3,4,5,5,6,5,5
1,1.00185645319151,NA,NA,-4,-4,0,4,10,1,1,3,0,1,0,1,NA,NA,1,5,1,5,5,5
1,1.42321325274694,-2,-2,2,3,5,2,1,1,1,4,0,0,0,1,2,4,8,5,5,3,7,2
1,1.11275349226707,-1,-1,-2,0,1,2,5,1,2,4,0,0,1,0,2,3,8,8,5,7,3,2
1,0.668414781886606,NA,NA,4,0,-8,2,1,1,1,4,0,1,0,1,1,NA,1,1,4,0,1,9
1,1.58414890391094,NA,NA,NA,NA,4,2,6,1,1,4,0,1,1,0,NA,NA,NA,1,NA,NA,6,2
1,0.714832300569589,NA,NA,-8,-3,-1,4,11,0,0,3,0,0,1,1,2,NA,2,5,0,8,5,6
1,0.787710660349331,0,0,-4,-3,0,4,11,1,1,4,1,1,1,1,4,4,0,3,0,4,5,5
1,1.11292751502819,NA,NA,NA,NA,NA,99,1,1,1,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
1,2.1724945335155,0,1,-5,3,-5,1,1,2,2,3,0,0,0,1,3,3,7,4,4,9,3,8
1,1.24791889169227,0,0,0,0,0,98,8,1,1,3,0,0,0,0,2,2,5,5,5,5,5,5
1,1.95311280196897,-2,-1,0,1,0,6,6,0,1,3,0,0,0,1,2,4,6,5,5,5,7,7
1,0.658348706380538,-3,0,-8,-6,-2,5,1,1,1,4,0,1,1,1,1,4,1,7,0,8,5,7
1,0.658348706380538,NA,NA,-2,-2,2,1,1,1,1,4,0,1,1,0,NA,NA,1,3,3,5,3,1
1,0.870462674229755,-2,-2,-2,0,-2,1,3,1,1,4,0,1,1,1,2,4,5,5,5,7,6,8
1,0.858524462498274,-1,-1,3,1,4,1,1,1,1,2,1,0,0,0,1,2,1,0,5,2,5,1
1,0.759507470072321,0,0,0,-1,-2,2,2,1,1,2,0,0,1,1,3,3,4,5,3,3,8,10
1,1.90229245062233,-1,-1,-5,NA,NA,5,1,1,1,2,1,1,1,1,2,3,4,NA,2,7,NA,6
1,0.827013483782478,NA,0,0,2,-2,1,1,1,1,4,1,1,1,1,NA,3,6,4,5,5,5,7
1,0.839956621810188,0,0,-2,-2,0,2,3,1,1,4,1,0,1,1,3,3,3,5,5,7,8,8
1,0.593372072014594,0,0,-2,-1,3,2,3,1,1,4,0,0,1,1,4,4,4,5,3,5,8,5
1,1.06702953775558,0,0,-2,-1,0,2,7,2,1,4,1,0,1,1,3,3,3,4,4,6,7,7
1,1.58891317418007,NA,NA,-3,-3,-4,7,1,1,1,2,0,1,0,1,2,NA,2,5,1,4,1,5
1,1.25194689591347,0,1,-3,NA,3,2,7,1,1,4,0,1,0,1,3,3,2,NA,3,6,7,4
1,1.28076931428625,0,1,-2,0,0,2,6,1,1,3,0,0,1,1,2,2,5,5,5,7,5,5
1,1.30570899484803,-1,-1,3,0,4,2,5,1,1,4,0,0,1,0,3,4,3,3,8,5,4,0
1,1.20513786281641,NA,NA,-9,-10,0,1,1,1,1,4,0,0,1,1,1,NA,0,10,1,10,2,2
1,1.32909889932814,NA,NA,-7,-6,-5,1,1,1,1,3,1,1,1,1,1,NA,0,6,0,7,1,6
1,1.54481644564086,NA,1,NA,NA,NA,98,99,0,0,4,0,1,1,1,NA,3,5,NA,NA,NA,NA,NA
1,0.945026093097039,1,1,NA,2,1,2,6,1,1,4,1,1,1,0,3,2,7,5,NA,5,5,4
1,1.95550679277724,NA,NA,0,-6,2,4,9,1,1,3,0,0,1,1,4,NA,2,8,5,5,7,5
1,1.00672569163268,0,0,-3,-2,-5,2,1,1,1,4,0,1,1,1,3,3,3,5,5,8,3,8
1,1.03032254262937,-1,-1,0,0,-1,1,5,0,0,3,0,1,1,1,2,3,1,1,0,0,0,1
1,0.694916804210149,NA,NA,NA,NA,4,3,1,1,1,3,1,0,1,1,1,NA,5,NA,3,NA,6,2
1,1.76253006833471,-1,-2,NA,NA,0,4,8,1,1,3,0,1,1,1,2,3,0,NA,0,NA,2,2
1,0.651366296912518,-1,0,0,0,0,2,8,1,1,4,0,1,1,1,2,3,5,5,5,5,5,5
1,0.904384753505682,1,1,0,2,2,2,1,1,1,4,1,1,1,0,2,1,6,4,5,5,5,3
1,0.995480703332439,NA,NA,-6,-6,-5,98,8,0,1,3,0,1,0,1,NA,NA,1,7,1,7,2,7
1,1.22957418758111,NA,NA,-4,-4,-1,4,11,1,1,3,1,1,1,0,1,NA,0,4,0,4,0,1
1,0.791444816492542,NA,-1,0,0,-1,2,1,1,1,4,1,0,1,1,NA,4,1,1,1,1,0,1
1,0.69349184438333,-1,-1,-8,-4,-9,4,11,1,1,3,0,1,0,0,1,2,3,7,0,8,0,9
1,0.903695632616888,0,0,1,0,0,2,4,1,1,3,1,0,1,0,3,3,5,5,6,5,8,8
1,1.15819942986609,NA,NA,NA,NA,-1,99,1,0,1,4,1,1,1,0,1,NA,0,NA,0,NA,1,2
1,0.815832535967731,NA,0,-2,-2,-1,98,1,1,1,4,0,1,1,1,NA,4,4,6,4,6,6,7
1,0.72059276008196,-2,0,-1,-1,1,1,2,1,1,3,0,1,1,0,2,4,2,3,3,4,6,5
1,0.815860131301007,0,0,0,0,0,2,6,1,1,3,1,0,1,1,3,3,5,5,0,0,5,5
1,0.973079531363135,-1,0,0,1,0,98,7,1,1,3,0,1,1,1,2,3,4,3,5,5,5,5
0,1.359227562421,NA,0,-3,3,-3,1,1,1,1,4,0,1,1,1,NA,3,3,0,0,3,3,6
