"socDep","socDep2","polDep1","polDep2","ecDep","sd1","sd2","pd1","pd2","pd3","pd4","ec1","ec2","teaparty","trump","third_party","pid7","age","college","female","own_home","married","wt"
0,0,-2,-2,1,3,3,5,7,4,6,5,4,4,4,3,7,57,0,1,1,1,0.770084014736023
0,0,-1,-1,-1,2,2,5,6,4,5,4,5,3,2,2,6,34,1,0,0,0,1.17496746745483
0,-1,-2,0,0,3,3,2,4,2,2,5,5,3,5,3,6,63,0,1,1,1,0.610360777532627
0,0,-3,-4,-3,2,2,4,7,1,5,5,8,2,1,4,3,45,1,0,1,0,0.681334953289397
0,0,-3,-1,-2,3,3,5,8,2,3,1,3,3,2,3,5,61,0,1,1,0,0.923449497630448
0,0,2,3,1,3,3,6,4,6,3,8,7,1,1,1,3,34,1,1,0,0,1.17290017046353
0,1,0,0,0,2,2,5,5,5,5,5,5,3,1,3,1,21,0,1,0,0,0.908179638404634
-1,-2,-2,-1,-2,3,4,6,8,6,7,2,4,3,4,3,2,71,1,1,1,1,1.23836090923475
-1,-1,-2,-4,2,3,4,7,9,4,8,4,2,4,4,3,6,66,0,0,0,0,0.769976382131821
0,0,0,1,0,3,3,2,2,2,1,4,4,2,1,3,4,18,0,0,0,0,1.93926324160529
-1,-1,-2,0,-3,2,3,5,7,6,6,4,7,1,1,2,2,65,0,0,0,1,0.769976382131821
0,0,0,-1,0,3,3,3,3,5,6,4,4,4,1,3,2,50,0,1,1,1,1.12509666811802
0,0,0,1,-1,3,3,7,7,7,6,6,7,3,4,4,7,53,0,0,1,1,0.607554258586838
-1,-1,-5,-4,-5,2,3,4,9,2,6,3,8,2,2,1,2,45,0,1,1,1,1.12509666811802
0,2,7,0,0,2,2,7,0,8,8,7,7,5,1,4,7,54,0,0,0,0,0.733061372822
0,0,0,-2,-1,2,2,1,1,6,8,5,6,1,2,1,2,35,1,0,1,0,1.11059227951854
0,0,0,0,0,3,3,8,8,7,7,8,8,4,4,3,6,38,1,1,1,1,1.21703537278988
0,0,0,0,0,4,4,10,10,10,10,10,10,4,4,3,1,57,1,1,1,1,0.889095377814188
0,0,0,2,2,2,2,2,2,4,2,6,4,4,4,3,4,68,0,1,1,1,0.778017721022229
0,0,-2,-1,0,4,4,8,10,9,10,9,9,5,4,4,7,44,1,1,1,1,0.891017114844844
1,1,1,1,-1,4,3,8,7,8,7,7,8,1,5,1,7,38,1,0,0,1,1.19867371710734
1,1,-1,1,-2,3,2,5,6,7,6,3,5,3,3,3,6,32,0,1,1,0,0.921510937919353
-1,0,-3,-2,-4,2,3,2,5,4,6,3,7,2,1,2,2,59,0,0,1,0,0.541328259223347
0,0,-1,-1,0,4,4,0,1,4,5,3,3,4,4,4,7,56,0,0,0,1,0.541328259223347
-1,-1,-3,-6,-5,3,4,4,7,3,9,3,8,1,1,2,1,64,1,1,1,0,1.22446573634549
-1,-1,-4,-5,-3,2,3,0,4,1,6,4,7,2,1,2,2,28,0,0,0,1,0.60098782069481
0,0,0,0,1,2,2,1,1,1,1,3,2,3,4,4,6,64,0,1,1,0,0.79229869833117
1,0,1,-1,-6,3,2,8,7,6,7,3,9,2,1,2,2,41,0,0,1,0,0.84744991963014
1,-1,-1,-1,4,3,2,0,1,4,5,7,3,1,1,2,1,25,0,0,0,0,1.03954956376656
0,0,-1,-1,-1,3,3,6,7,4,5,8,9,2,4,3,3,47,0,0,1,0,0.74549202701142
0,0,-3,-2,3,3,3,5,8,3,5,8,5,4,1,4,7,66,0,1,1,1,0.668703136772652
1,1,0,-2,-5,3,2,6,6,5,7,3,8,4,1,1,2,38,1,1,0,0,1.26654081585985
1,1,4,6,2,2,1,5,1,7,1,7,5,3,2,3,1,54,1,1,1,1,0.746636505730811
0,0,0,-1,-2,2,2,4,4,2,3,7,9,2,2,3,5,56,1,0,1,1,0.943015118307642
1,1,2,-2,0,3,2,5,3,4,6,6,6,2,4,2,6,64,1,1,1,1,0.858663649717652
-1,-1,0,-2,-1,2,3,4,4,3,5,4,5,3,4,4,4,70,0,1,1,1,0.651269925035392
-1,-1,-6,-2,0,3,4,2,8,6,8,2,2,1,1,2,1,69,0,1,1,0,0.911851611143564
0,-1,-1,0,2,3,3,7,8,7,7,8,6,4,4,3,4,30,1,0,1,1,1.35374722985557
0,0,-1,-1,0,2,2,0,1,2,3,0,0,1,4,4,2,78,0,1,1,0,1.07039305224686
0,0,-2,0,0,2,2,3,5,5,5,6,6,3,2,2,6,49,0,1,0,0,1.12808240178319
0,0,0,0,-2,4,4,7,7,6,6,3,5,2,5,2,2,49,0,1,0,0,1.31079890102165
1,1,3,3,1,3,2,7,4,6,3,3,2,3,1,3,4,55,1,1,0,0,1.02466924421912
0,0,-1,-3,-1,3,3,6,7,5,8,7,8,3,4,4,6,30,0,1,1,1,0.73395470459653
-2,-2,-4,-3,-4,1,3,1,5,5,8,1,5,4,2,4,4,58,0,1,0,1,0.661136022045745
-1,-1,-8,-8,-2,1,2,0,8,0,8,5,7,4,5,3,7,45,0,0,1,1,0.919203355666582
0,1,0,4,1,2,2,6,6,7,3,6,5,4,5,3,7,43,1,0,1,1,1.20888360656926
-2,-2,-7,-6,-3,1,3,0,7,0,6,6,9,3,4,4,4,34,0,1,0,1,1.04577979811021
2,2,0,0,-2,4,2,7,7,7,7,5,7,4,1,3,1,40,0,1,0,0,0.815641645021719
-1,-1,2,3,-3,2,3,3,1,6,3,2,5,4,4,4,6,67,1,1,1,0,1.13767285583161
0,0,-2,-4,-5,4,4,0,2,1,5,1,6,5,5,4,7,52,0,1,0,0,0.803320568316082
1,1,0,-2,-1,3,2,2,2,5,7,3,4,4,4,3,6,64,0,0,1,1,0.526150352172524
1,1,1,1,2,2,1,6,5,7,6,8,6,1,1,1,1,66,1,1,1,1,0.868396331719577
0,0,0,0,-2,2,2,7,7,6,6,5,7,3,4,3,4,58,1,0,0,0,0.925184057084089
0,0,0,-2,0,3,3,3,3,0,2,5,5,5,4,3,7,52,0,0,1,1,1.02669462306552
0,0,0,0,1,4,4,3,3,1,1,4,3,4,4,3,7,56,1,1,1,1,0.80260118314059
-1,1,-5,-3,-5,2,3,2,7,3,6,0,5,3,5,4,5,32,1,1,1,1,1.29284129418165
-1,-1,-9,-3,3,3,4,1,10,7,10,8,5,4,2,4,7,63,0,1,1,1,0.609971780921114
0,1,0,0,0,1,1,5,5,3,3,0,0,3,3,3,4,37,0,1,1,1,0.854917799040963
1,1,-1,0,2,4,3,3,4,3,3,5,3,4,4,3,7,52,0,1,1,1,0.804480502366867
0,-1,0,-1,1,4,4,9,9,5,6,7,6,2,2,2,7,66,0,0,1,1,0.610217712314393
0,1,0,-1,-2,2,2,8,8,7,8,7,9,1,1,2,1,47,1,0,1,0,1.24757998896658
0,0,-2,-1,-1,3,3,5,7,8,9,8,9,4,4,3,5,66,0,0,1,0,0.999811302274783
0,0,1,-1,3,4,4,9,8,9,10,10,7,5,5,4,1,24,0,1,1,1,0.908179638404634
-2,-2,0,0,-5,1,3,0,0,0,0,0,5,3,2,4,4,45,0,1,0,0,1.12509666811802
0,0,-1,-2,1,3,3,3,4,1,3,6,5,1,2,1,1,40,0,0,0,1,0.881862966031092
0,0,2,2,1,2,2,4,2,2,0,6,5,2,1,3,5,50,1,1,1,1,0.811022465974532
-1,-1,0,3,2,1,2,1,1,5,2,5,3,1,1,1,1,50,0,1,0,1,1.12509666811802
0,0,-3,0,1,2,2,4,7,5,5,5,4,1,1,2,3,68,1,1,0,0,1.01296471611437
0,0,-1,-3,-1,2,2,4,5,2,5,3,4,3,1,3,4,64,0,1,1,0,0.99715685164954
1,1,-3,-1,-2,2,1,2,5,3,4,1,3,3,1,1,1,18,0,1,0,0,1.1192292675949
0,0,-4,-4,2,4,4,4,8,4,8,7,5,4,5,4,5,72,0,0,1,1,1.10608913571614
1,2,-1,0,-2,3,2,7,8,6,6,6,8,4,4,3,5,29,0,1,1,1,0.772358009178968
1,0,-4,6,5,3,2,4,8,7,1,7,2,2,1,1,5,53,0,1,0,1,1.27404636955291
0,0,-2,-2,-1,1,1,0,2,0,2,2,3,5,4,4,6,42,0,1,0,0,0.831439784730968
0,1,-1,0,2,2,2,5,6,3,3,7,5,3,3,3,6,41,1,0,1,0,0.69342567367563
2,0,-2,-4,-3,4,2,4,6,3,7,2,5,3,3,1,4,33,1,1,1,1,1.09396718669245
0,0,-2,-1,1,3,3,2,4,5,6,8,7,2,4,3,5,74,0,0,1,1,0.899737616578061
-1,0,-2,0,-4,3,4,4,6,2,2,3,7,4,5,3,2,31,0,0,0,1,0.989742092934841
0,1,-1,0,1,2,2,4,5,5,5,5,4,1,1,3,1,34,1,1,0,0,1.28758050649316
0,1,-2,-3,2,3,3,5,7,4,7,9,7,1,4,3,7,67,1,0,1,1,1.03817088521266
1,2,-1,-2,3,2,1,5,6,4,6,5,2,3,1,3,2,55,0,0,1,1,0.947580451728752
-1,0,-3,-3,1,2,3,4,7,5,8,4,3,2,4,3,2,64,0,0,1,1,0.575886691723155
0,-1,0,0,0,4,4,8,8,8,8,8,8,2,4,3,1,37,1,0,1,1,1.39282395380352
0,0,0,0,-6,4,4,0,0,0,0,0,6,1,1,1,4,38,1,0,0,0,1.0271039297722
0,1,-2,0,0,2,2,2,4,0,0,1,1,1,1,1,1,51,0,0,1,0,0.623419715383113
0,0,1,0,0,4,4,9,8,6,6,8,8,4,4,4,1,35,1,0,1,1,1.40468754804547
0,1,-1,1,2,2,2,7,8,7,6,7,5,1,2,1,2,66,0,1,1,1,0.668703136772652
0,0,-1,-1,-1,3,3,8,9,8,9,5,6,4,4,2,6,60,0,1,1,1,0.950088329255838
0,0,-3,-5,0,2,2,3,6,0,5,7,7,1,1,3,3,41,1,1,1,1,0.803895866194642
0,0,-1,-2,1,4,4,0,1,0,2,5,4,4,5,4,5,40,1,0,1,1,1.19801118384997
-1,0,-1,-1,1,2,3,6,7,3,4,8,7,3,2,4,6,58,0,1,1,1,0.923449497630448
1,1,0,0,0,4,3,8,8,8,8,8,8,5,1,4,1,19,0,0,1,0,0.944454639294945
0,0,-3,0,-1,4,4,3,6,2,2,8,9,5,4,3,5,70,1,0,1,1,1.15957416723969
0,0,-2,-1,-2,4,4,1,3,5,6,3,5,4,2,3,6,57,1,0,1,1,1.0889256746552
1,1,-5,-5,-3,2,1,0,5,1,6,0,3,2,1,3,3,44,0,0,0,1,0.706246784765346
0,0,0,1,2,2,2,5,5,4,3,5,3,1,1,1,1,45,1,1,1,0,0.789878963580859
0,1,2,1,-1,2,2,2,0,4,3,3,4,3,5,1,7,52,0,1,1,1,1.12509666811802
0,0,-4,-4,-3,4,4,1,5,3,7,6,9,4,4,4,7,68,0,1,1,1,1.10127077795352
-1,0,0,-1,-1,2,3,5,5,3,4,2,3,3,2,3,2,73,0,1,1,1,0.701611082007767
0,0,-2,-1,-1,2,2,2,4,3,4,2,3,5,2,2,7,45,0,1,1,0,1.10093280448241
-2,1,-3,-2,-2,1,3,3,6,4,6,3,5,2,2,4,4,69,1,1,1,0,1.22722337439593
2,1,0,2,5,4,2,5,5,5,3,7,2,2,2,4,2,56,0,0,1,1,0.943724588215773
-2,-2,-6,-5,-5,2,4,2,8,2,7,2,7,1,4,3,1,60,0,1,0,1,0.923449497630448
0,2,0,1,1,2,2,3,3,3,2,9,8,2,1,1,7,60,1,1,1,1,1.07992394658632
1,1,-4,-4,-1,3,2,2,6,2,6,5,6,5,4,4,6,65,1,1,0,0,0.868396331719577
0,0,-5,-7,-5,2,2,2,7,1,8,1,6,4,5,4,4,54,0,0,0,0,0.931619683860887
-1,-1,0,0,1,1,2,0,0,0,0,3,2,1,1,1,3,35,0,1,0,0,0.697145939323526
0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,2,4,33,0,0,1,0,0.77761125953148
0,0,0,1,2,2,2,6,6,4,3,6,4,4,1,3,6,28,0,1,0,0,0.921510937919353
1,0,1,2,0,3,2,6,5,7,5,4,4,3,1,3,1,19,0,1,0,0,1.07754704306469
0,0,0,0,0,3,3,5,5,0,0,3,3,3,5,3,7,37,0,1,1,1,1.05096423118238
1,0,5,0,0,4,3,10,5,3,3,5,5,4,2,3,1,55,0,0,1,0,0.864371645657888
-1,1,-1,-1,-1,2,3,7,8,8,9,8,9,4,2,3,6,30,1,0,1,1,0.86893720456905
0,0,0,0,0,4,4,10,10,10,10,10,10,4,5,3,7,56,0,1,0,0,1.4518089251083
0,2,-2,-2,-3,2,2,5,7,6,8,5,8,4,5,3,4,63,0,0,1,1,0.614647624631183
0,0,0,0,0,4,4,0,0,0,0,10,10,1,1,1,4,46,0,0,1,1,0.712507601261646
0,0,2,-3,1,2,2,6,4,2,5,5,4,4,1,3,5,19,0,1,1,0,0.755621983698974
-1,-1,-5,0,-2,2,3,0,5,0,0,3,5,4,1,4,7,49,0,1,0,1,0.840509038434814
-1,-1,0,0,-1,2,3,0,0,0,0,0,1,3,1,2,4,29,0,0,0,0,0.688891550076922
0,0,0,0,0,3,3,0,0,5,5,5,5,3,5,3,6,46,0,1,1,1,0.886301172363772
-1,-2,-4,-1,-5,3,4,1,5,1,2,3,8,4,5,3,4,43,0,0,1,0,0.74607001129262
-1,-1,-5,-5,-2,3,4,4,9,4,9,4,6,4,5,4,4,61,0,1,1,0,0.610360777532627
0,-1,0,0,-2,2,2,3,3,2,2,2,4,1,4,4,5,62,0,1,0,0,1.08621796451903
-1,-1,-3,-3,0,2,3,5,8,5,8,5,5,3,2,4,4,59,0,0,0,1,0.541328259223347
1,2,0,2,1,3,2,5,5,6,4,6,5,3,3,1,4,53,0,0,1,1,1.02941922157051
0,2,-1,2,-3,2,2,6,7,8,6,5,8,5,4,2,7,29,0,0,1,0,1.06953754455651
0,0,0,-3,-3,1,1,0,0,0,3,0,3,3,4,4,4,58,0,1,0,0,0.680207872989352
1,1,-2,-2,1,3,2,3,5,2,4,4,3,4,2,3,7,34,0,1,1,1,0.622136985755584
1,1,1,1,1,2,1,4,3,4,3,5,4,3,1,3,5,18,0,1,0,0,2.17524724822655
0,0,-3,-3,-4,3,3,1,4,1,4,2,6,1,1,3,4,65,0,1,0,1,0.726059563304626
-3,-3,0,0,0,1,4,0,0,0,0,0,0,3,3,2,4,58,0,1,0,1,0.99715685164954
1,0,-1,0,0,4,3,4,5,6,6,5,5,2,4,1,7,53,0,1,0,0,1.00730305735456
0,0,-2,-2,-2,3,3,5,7,5,7,5,7,3,4,4,2,55,0,0,1,0,0.620543769508439
-1,-1,-1,1,0,3,4,3,4,3,2,1,1,5,1,3,3,32,0,1,1,1,1.04577979811021
1,2,2,-1,1,2,1,2,0,0,1,5,4,3,1,1,4,25,0,1,1,1,0.992838146665338
1,1,-4,-4,-5,3,2,2,6,3,7,2,7,4,5,3,7,56,0,1,1,1,1.03143730714755
1,1,4,2,2,3,2,7,3,6,4,5,3,1,5,3,7,35,0,1,1,0,0.6952937592547
-1,-3,-3,-3,-3,3,4,3,6,2,5,3,6,3,4,3,7,54,0,1,1,1,1.12808240178319
0,0,-3,-3,2,1,1,0,3,0,3,6,4,4,2,4,7,53,0,1,1,1,0.665784408216724
1,1,2,4,2,2,1,6,4,9,5,5,3,2,1,3,3,21,0,1,0,0,1.35172704765725
0,0,0,-1,-1,2,2,3,3,1,2,2,3,3,1,2,4,39,0,1,1,0,0.677167325179359
1,0,0,1,-1,4,3,5,5,5,4,4,5,4,1,3,1,49,0,0,0,0,1.08122339178616
0,0,-3,-1,0,2,2,1,4,1,2,5,5,4,3,2,6,53,0,0,1,1,0.607554258586838
0,0,-1,-1,-2,2,2,3,4,3,4,3,5,3,1,3,3,33,0,1,1,1,0.992838146665338
0,-1,-1,1,-2,3,3,3,4,2,1,1,3,5,4,4,7,33,0,1,0,1,1.02515984705531
0,0,-2,0,0,3,3,5,7,5,5,5,5,3,1,2,1,32,0,1,0,0,0.747744447555335
0,0,-2,0,0,3,3,3,5,4,4,5,5,1,1,2,2,36,0,1,0,0,0.902029148157918
0,0,-2,-2,0,2,2,3,5,2,4,3,3,3,1,2,2,36,0,1,1,0,1.20587761041072
1,1,-2,-2,0,3,2,2,4,0,2,3,3,3,4,3,7,67,0,1,1,0,0.686106077106104
1,2,-1,0,1,3,2,6,7,5,5,6,5,3,5,3,6,37,0,0,1,0,0.981861753607919
1,2,0,1,0,2,1,0,0,1,0,4,4,3,1,2,4,32,0,1,0,0,0.818741790510722
0,1,-1,-1,5,3,3,1,2,1,2,7,2,2,4,4,1,54,0,1,1,0,1.12808240178319
-1,-1,0,0,0,2,3,10,10,10,10,10,10,5,1,4,4,19,0,0,1,0,1.15907158996498
0,0,3,0,-5,2,2,5,2,1,1,2,7,3,5,4,7,53,0,1,1,1,1.1575524340058
-1,-1,-3,-2,-3,2,3,2,5,3,5,4,7,2,1,3,3,27,0,1,0,1,0.622136985755584
3,3,5,-2,0,4,1,5,0,0,2,0,0,4,1,4,1,49,0,1,0,0,0.886301172363772
1,2,2,2,-4,3,2,6,4,7,5,0,4,1,5,3,6,32,0,1,0,0,0.640083827953232
1,0,-1,-1,1,3,2,5,6,4,5,6,5,2,5,2,1,36,0,1,0,0,0.817576000721432
-2,-2,-8,-9,-7,2,4,2,10,0,9,0,7,1,1,3,1,37,0,1,1,1,1.07596685783587
-2,-2,-8,-7,-5,1,3,0,8,0,7,2,7,4,4,3,5,48,0,0,1,0,0.733061372822
0,0,-3,-4,-4,3,3,2,5,0,4,2,6,4,4,3,6,74,0,0,1,1,0.899737616578061
-1,1,-4,-5,-2,2,3,3,7,2,7,7,9,1,1,4,2,63,0,0,1,1,0.884431277465904
0,-2,0,1,1,4,4,10,10,10,9,10,9,5,5,4,7,41,0,1,1,1,0.817576000721432
-1,-1,0,-2,0,2,3,9,9,7,9,9,9,4,1,2,6,25,0,1,0,1,1.02515984705531
0,0,-3,-1,-5,1,1,2,5,0,1,0,5,3,2,3,4,26,0,0,0,0,0.840914698148064
0,0,1,-2,-1,2,2,3,2,3,5,2,3,3,1,2,4,32,0,0,0,0,0.704806829116349
0,-1,0,0,0,4,4,0,0,0,0,2,2,3,2,3,4,73,0,0,1,0,0.871866766783756
0,0,-2,-2,0,2,2,3,5,3,5,7,7,4,4,3,5,47,0,0,0,0,0.672968050258257
-1,1,-7,-5,-4,2,3,0,7,0,5,2,6,1,5,4,6,36,0,1,1,1,0.747757898437951
-1,-1,0,0,2,3,4,5,5,2,2,4,2,3,5,4,2,63,0,1,1,1,0.950088329255838
1,1,-2,-3,-1,3,2,5,7,3,6,6,7,1,1,3,1,56,0,1,1,1,1.05576229363635
0,0,0,0,0,3,3,7,7,5,5,5,5,3,1,3,1,55,0,0,0,0,0.763357175542007
-1,-1,-1,-2,-2,2,3,4,5,3,5,3,5,1,1,2,2,50,0,0,1,1,0.786107498330382
0,1,0,0,0,3,3,0,0,0,0,2,2,3,3,3,6,61,0,1,0,0,0.593211074771015
0,1,-1,-1,-4,3,3,7,8,8,9,3,7,5,4,3,7,48,0,1,0,0,1.27404636955291
-1,-2,-5,-5,-5,3,4,3,8,2,7,3,8,5,4,4,7,61,0,1,1,1,0.923449497630448
0,1,-2,0,-3,1,1,6,8,1,1,1,4,3,4,4,4,55,0,0,0,0,0.91726418487
0,0,0,-3,0,3,3,7,7,7,10,10,10,2,5,3,1,31,0,1,0,0,1.12044939923586
0,0,-3,3,-3,2,2,4,7,7,4,3,6,1,1,1,1,28,0,1,1,0,0.996416140061024
0,0,0,1,0,2,2,3,3,3,2,3,3,2,1,3,2,49,0,1,1,1,1.18485166695204
0,0,0,0,1,3,3,2,2,2,2,8,7,1,4,4,2,68,0,0,1,1,0.709245266500731
1,1,-1,0,4,3,2,3,4,6,6,8,4,1,1,1,4,71,0,1,1,0,1.04314200355664
0,-1,0,0,1,2,2,0,0,0,0,5,4,3,3,4,4,64,0,1,0,1,0.725211308071736
0,0,1,-2,0,4,4,7,6,6,8,5,5,4,3,2,7,52,0,1,0,0,0.886301172363772
0,0,-1,-3,-1,2,2,7,8,3,6,6,7,2,1,2,6,59,0,0,1,0,1.06583427201199
1,1,4,2,-4,3,2,6,2,6,4,1,5,1,1,1,1,26,0,0,1,0,0.584101475982541
0,0,-6,-5,0,3,3,0,6,2,7,7,7,5,4,4,5,54,0,0,1,1,0.712507601261646
0,0,1,1,2,3,3,7,6,6,5,7,5,1,3,3,1,25,0,0,1,1,0.665694621024762
1,0,-3,-1,-1,4,3,0,3,3,4,4,5,4,2,3,7,55,0,0,1,1,0.91726418487
1,0,-3,-2,-4,3,2,3,6,2,4,1,5,2,1,3,1,51,0,1,0,0,1.46459047537333
1,1,4,1,-1,2,1,4,0,3,2,0,1,3,1,2,4,18,0,1,0,0,0.799894638387298
1,1,-1,-1,0,4,3,2,3,3,4,5,5,4,4,4,5,56,0,0,1,0,0.779335284058457
-2,0,-1,0,1,2,4,5,6,7,7,6,5,3,5,1,1,37,0,1,0,0,0.65856023070912
1,1,0,0,0,3,2,7,7,7,7,4,4,3,1,2,1,38,0,1,0,0,1.1780939352812
-1,-1,-5,-4,-2,2,3,2,7,2,6,7,9,1,1,3,1,56,0,1,1,1,0.69713804491444
1,1,1,-1,-3,3,2,7,6,5,6,5,8,1,4,2,6,78,0,0,1,0,0.54602221337156
0,0,2,0,2,2,2,8,6,7,7,6,4,4,4,3,6,30,0,1,1,1,0.831424828554684
0,0,0,-3,1,1,1,6,6,3,6,4,3,4,2,2,7,48,0,1,1,1,0.768883845169354
-1,-1,-4,-3,-1,2,3,1,5,1,4,6,7,2,5,4,5,33,0,1,1,1,0.658168886388622
1,0,-1,0,-2,3,2,5,6,5,5,5,7,1,1,3,1,49,0,1,1,1,0.628934501007348
-1,1,0,0,0,1,2,0,0,0,0,4,4,2,2,4,4,81,0,1,1,1,0.958326715074967
2,2,3,0,6,3,1,5,2,0,0,8,2,3,2,4,4,66,0,0,0,1,1.5026644676215
-1,-1,-2,0,-3,3,4,5,7,5,5,2,5,1,2,3,2,78,0,1,1,0,1.04314200355664
0,0,-2,2,1,4,4,1,3,9,7,2,1,3,5,4,3,42,0,0,1,1,1.05196754990932
0,-1,0,0,0,4,4,5,5,5,5,5,5,3,1,3,1,19,0,1,1,0,1.35172704765725
-1,-1,-3,-4,-5,2,3,4,7,2,6,3,8,2,1,3,2,44,0,1,1,0,1.17206689025408
1,-2,-2,0,-2,4,3,3,5,1,1,5,7,5,5,4,7,59,0,1,0,1,1.03839991469962
-1,1,-1,1,1,2,3,7,8,7,6,8,7,4,2,3,7,53,0,0,1,0,0.945719698448648
-1,0,9,0,-3,3,4,10,1,8,8,2,5,4,4,3,4,64,0,0,1,1,0.686470696824433
-1,-1,-3,-2,-2,2,3,2,5,3,5,3,5,3,2,3,1,46,0,0,1,1,1.05631177621218
1,2,0,-5,-7,3,2,1,1,2,7,3,10,2,5,4,7,52,0,1,1,0,1.15163047784248
0,0,-1,0,-3,4,4,0,1,2,2,0,3,1,1,1,1,52,0,0,0,1,0.866486612160693
-1,-1,0,-5,4,2,3,4,4,2,7,6,2,3,5,3,6,73,0,1,0,0,1.10127077795352
0,-1,-2,-3,0,3,3,1,3,2,5,7,7,5,2,3,6,61,0,0,1,1,0.963424300175819
0,0,7,-6,0,4,4,7,0,0,6,6,6,4,4,3,6,33,0,0,0,0,0.618324571004903
-1,2,-5,-5,-6,1,2,0,5,0,5,0,6,1,1,3,1,44,0,1,0,1,1.14506222126633
0,0,0,0,-1,2,2,5,5,5,5,6,7,3,1,2,3,23,0,0,0,0,1.20210002095521
0,0,0,0,1,2,2,8,8,7,7,7,6,3,1,4,1,66,0,0,1,1,1.53564575325297
-1,0,-4,6,4,3,4,1,5,8,2,8,4,1,5,1,1,52,0,1,0,0,1.31079890102165
0,0,-2,-2,-2,1,1,0,2,1,3,0,2,1,1,2,2,52,0,0,0,0,1.05575797282827
0,0,-1,-1,1,3,3,6,7,6,7,8,7,3,5,3,7,20,0,1,0,0,1.27016111186612
-1,0,0,-4,-3,2,3,0,0,1,5,1,4,1,5,3,7,39,0,0,0,1,1.05196754990932
1,1,0,0,-1,4,3,2,2,3,3,3,4,4,5,2,6,65,0,0,1,1,1.00495256834718
0,1,0,1,2,3,3,2,2,7,6,6,4,4,4,4,5,70,0,0,0,0,0.677864585039849
-1,-3,-3,0,-4,3,4,3,6,1,1,1,5,2,4,4,2,72,0,1,0,0,0.701611082007767
-1,-1,0,0,-1,2,3,5,5,3,3,7,8,1,1,2,2,74,0,0,1,1,1.00495256834718
0,0,-6,-7,-2,4,4,0,6,0,7,4,6,4,4,3,4,49,0,1,1,1,0.721170283857166
0,0,0,0,-2,3,3,4,4,5,5,4,6,4,4,3,6,60,0,0,1,1,0.921011936646702
0,0,0,0,0,2,2,1,1,3,3,3,3,1,1,3,1,51,0,1,0,1,0.684553791866173
0,0,0,-2,-2,3,3,6,6,5,7,5,7,2,2,2,5,67,0,1,1,1,1.0058033770442
-2,-3,-3,-5,-5,2,4,3,6,3,8,2,7,4,1,3,6,82,0,1,1,0,1.0919075147224
0,0,0,0,0,4,4,10,10,10,10,10,10,1,1,1,1,67,0,0,1,0,0.610217712314393
0,0,-7,-6,0,1,1,0,7,0,6,0,0,1,4,2,6,39,0,1,0,0,0.794652585336216
-1,0,0,0,-2,2,3,0,0,0,0,1,3,4,1,4,5,45,0,0,0,0,0.712507601261646
0,0,0,-2,0,4,4,4,4,4,6,5,5,3,4,2,2,72,0,1,1,0,1.07761862640208
-1,-1,-2,1,-5,3,4,3,5,4,3,2,7,3,1,4,7,51,0,1,0,1,1.27404636955291
1,0,0,0,-1,3,2,2,2,3,3,3,4,4,4,3,4,32,0,0,0,0,1.01559812200219
0,0,-1,0,2,2,2,1,2,3,3,5,3,3,4,3,6,24,0,1,0,1,1.00921634739575
2,1,4,2,1,3,1,4,0,2,0,1,0,3,5,1,7,24,0,1,0,1,1.5306799731039
0,-1,0,1,2,4,4,7,7,8,7,8,6,4,2,3,6,50,0,1,1,0,1.27404636955291
-1,-1,-6,-4,-2,2,3,2,8,4,8,6,8,5,4,4,7,76,0,0,1,1,0.698426026578385
0,1,-1,1,0,2,2,1,2,5,4,2,2,5,2,3,5,31,0,1,0,0,0.830932436971272
1,1,4,1,2,3,2,7,3,4,3,4,2,1,2,2,2,79,0,1,1,0,0.633413132439133
-1,-1,-1,-1,-1,2,3,3,4,3,4,3,4,4,4,4,6,53,0,1,0,0,1.81054557985967
-3,0,-3,4,-5,1,4,0,3,6,2,5,10,3,3,1,4,30,0,0,1,0,1.04434735548898
-1,-1,0,-2,0,1,2,6,6,5,7,6,6,1,1,1,2,48,0,0,1,1,0.964741799196824
0,0,2,0,0,1,1,2,0,0,0,0,0,4,2,3,4,43,0,0,0,0,1.06955678404937
1,1,-1,-7,-5,3,2,8,9,2,9,3,8,4,5,4,6,60,0,1,0,0,1.03839991469962
1,-2,-4,-4,-5,4,3,0,4,1,5,0,5,4,5,4,7,74,0,1,1,1,0.677356891839579
0,1,1,0,-2,2,2,4,3,2,2,0,2,4,1,3,3,23,0,1,0,1,0.981500939116013
2,-1,0,-3,-2,4,2,8,8,3,6,1,3,5,5,4,7,53,0,1,1,1,1.27404636955291
1,1,2,0,2,4,3,4,2,1,1,3,1,3,4,4,2,68,0,1,0,0,0.911851611143564
0,0,0,0,0,2,2,5,5,5,5,5,5,1,1,3,3,37,0,0,0,1,0.682358267903501
0,-1,-5,-5,-2,2,2,3,8,2,7,1,3,4,4,3,2,65,0,1,0,0,0.868114057715094
0,0,-5,-4,-2,3,3,1,6,1,5,5,7,1,1,1,1,65,0,0,1,1,0.577645824547387
0,1,0,0,1,2,2,8,8,6,6,8,7,1,1,2,1,85,0,1,1,0,0.701611082007767
0,0,-3,-3,-3,4,4,6,9,5,8,6,9,4,5,4,7,54,0,0,0,1,0.874625581910835
